Orthogroup	longest_isoform_HydraProteins	longest_isoform_HydractiniaProteins
OG0000162	Hydra|LOC105845415, Hydra|LOC124809061, Hydra|LOC124815819, Hydra|LOC124806664, Hydra|LOC124817561, Hydra|LOC105850241, Hydra|LOC124817429, Hydra|LOC105846026, Hydra|LOC124815702, Hydra|LOC124811105, Hydra|LOC124811266, Hydra|LOC124815291, Hydra|LOC105848041, Hydra|LOC124817101, Hydra|LOC124812544, Hydra|LOC124814951, Hydra|LOC124807999, Hydra|LOC105846274, Hydra|LOC124809082, Hydra|LOC124810637, Hydra|LOC124814637, Hydra|LOC124814844, Hydra|LOC124814116, Hydra|LOC124806961, Hydra|LOC124813948, Hydra|LOC124818154, Hydra|LOC124815804, Hydra|LOC124807522	Hydractinia|LOC130657272
OG0000171	Hydra|LOC100209148, Hydra|LOC100207461	Hydractinia|LOC130630584, Hydractinia|LOC130635978
OG0000171	Hydra|LOC101240094	Hydractinia|LOC130612962
OG0000172	Hydra|LOC100200070, Hydra|LOC100210824, Hydra|LOC100214004, Hydra|LOC100211747, Hydra|LOC100204251, Hydra|LOC100214342, Hydra|LOC100204542, Hydra|LOC100208696, Hydra|LOC105844189, Hydra|LOC100197723	Hydractinia|LOC130641323, Hydractinia|LOC130614311, Hydractinia|LOC130614104, Hydractinia|LOC130641319
OG0000181	Hydra|LOC100199767	Hydractinia|LOC130613306, Hydractinia|LOC130613128, Hydractinia|LOC130613327
OG0000183	Hydra|LOC105847108	Hydractinia|LOC130635962
OG0000183	Hydra|LOC100202075, Hydra|LOC105844007	Hydractinia|LOC130654792
OG0000187	Hydra|LOC124818782, Hydra|LOC124817773, Hydra|LOC124808398, Hydra|LOC124815840	Hydractinia|LOC130647682, Hydractinia|LOC130630266, Hydractinia|LOC130640802, Hydractinia|LOC130629182, Hydractinia|LOC130629118, Hydractinia|LOC130645432
OG0000187	Hydra|LOC124819175	Hydractinia|LOC130623300, Hydractinia|LOC130645817, Hydractinia|LOC130645779
OG0000189	Hydra|LOC105843051, Hydra|LOC124806290, Hydra|LOC124808890, Hydra|LOC124812077, Hydra|LOC124812076, Hydra|LOC124811036, Hydra|LOC124811037, Hydra|LOC124810944, Hydra|LOC105850318, Hydra|LOC124816845, Hydra|LOC105845879, Hydra|LOC124818510, Hydra|LOC124807723, Hydra|LOC124818598, Hydra|LOC124808443, Hydra|LOC124819321, Hydra|LOC124812506, Hydra|LOC124815512, Hydra|LOC124812078, Hydra|LOC100210356, Hydra|LOC124807772, Hydra|LOC124806289, Hydra|LOC100203912, Hydra|LOC124816284, Hydra|LOC124811174, Hydra|LOC124811173	Hydractinia|LOC130647329
OG0000190	Hydra|LOC124808627	Hydractinia|LOC130618404
OG0000190	Hydra|LOC124819132, Hydra|LOC124810639	Hydractinia|LOC130612071
OG0000191	Hydra|LOC101237290, Hydra|LOC100203903, Hydra|LOC100205142, Hydra|LOC101241511, Hydra|LOC100201535, Hydra|LOC101237418	Hydractinia|LOC130648147, Hydractinia|LOC130647516, Hydractinia|LOC130648148, Hydractinia|LOC130647785, Hydractinia|LOC130648146
OG0000198	Hydra|LOC100198301, Hydra|LOC105848097, Hydra|LOC100198266, Hydra|LOC100210114, Hydra|LOC100206560, Hydra|LOC124816021, Hydra|LOC124815485, Hydra|LOC105848060, Hydra|LOC124815483, Hydra|LOC105848059, Hydra|LOC100212264, Hydra|LOC105843370, Hydra|LOC100214927, Hydra|LOC124817284, Hydra|LOC101241671, Hydra|LOC105848315, Hydra|LOC100209302, Hydra|LOC100204079, Hydra|LOC105846252, Hydra|LOC124815817, Hydra|LOC105844145	Hydractinia|LOC130653967, Hydractinia|LOC130653966
OG0000201	Hydra|LOC101234800	Hydractinia|LOC130648604
OG0000201	Hydra|LOC101235379, Hydra|LOC124818168, Hydra|LOC124818652, Hydra|LOC124818169, Hydra|LOC124818171	Hydractinia|LOC130653710
OG0000203	Hydra|LOC105845451, Hydra|LOC105846532, Hydra|LOC124806214	Hydractinia|LOC130635907, Hydractinia|LOC130657780, Hydractinia|LOC130614022, Hydractinia|LOC130623202, Hydractinia|LOC130635468, Hydractinia|LOC130635671, Hydractinia|LOC130636911, Hydractinia|LOC130657266, Hydractinia|LOC130623540
OG0000204	Hydra|LOC124810952	Hydractinia|LOC130642028, Hydractinia|LOC130642416, Hydractinia|LOC130621302, Hydractinia|LOC130662721, Hydractinia|LOC130644247, Hydractinia|LOC130636916, Hydractinia|LOC130645916, Hydractinia|LOC130625275, Hydractinia|LOC130625351, Hydractinia|LOC130645997, Hydractinia|LOC130647009, Hydractinia|LOC130641526, Hydractinia|LOC130656395, Hydractinia|LOC130628366, Hydractinia|LOC130613854, Hydractinia|LOC130648320, Hydractinia|LOC130648728, Hydractinia|LOC130642413, Hydractinia|LOC130648729, Hydractinia|LOC130645803, Hydractinia|LOC130625069, Hydractinia|LOC130635489, Hydractinia|LOC130645272, Hydractinia|LOC130648979, Hydractinia|LOC130636117, Hydractinia|LOC130644248
OG0000205	Hydra|LOC101241012	Hydractinia|LOC130629734
OG0000205	Hydra|LOC100198109	Hydractinia|LOC130630358
OG0000205	Hydra|LOC105847945, Hydra|LOC100212356, Hydra|LOC100208489, Hydra|LOC100206775, Hydra|LOC100201407	Hydractinia|LOC130630351
OG0000205	Hydra|LOC100206086	Hydractinia|LOC130662687
OG0000207	Hydra|LOC124807767, Hydra|LOC101234864	Hydractinia|LOC130623045, Hydractinia|LOC130629876, Hydractinia|LOC130628653, Hydractinia|LOC130636948, Hydractinia|LOC130628652, Hydractinia|LOC130613399, Hydractinia|LOC130612975, Hydractinia|LOC130621220, Hydractinia|LOC130628620, Hydractinia|LOC130628632, Hydractinia|LOC130612945, Hydractinia|LOC130646059, Hydractinia|LOC130646087, Hydractinia|LOC130623064, Hydractinia|LOC130629875, Hydractinia|LOC130612835, Hydractinia|LOC130653910, Hydractinia|LOC130648063
OG0000207	Hydra|LOC124814854, Hydra|LOC124819027, Hydra|LOC124814953, Hydra|LOC124806389, Hydra|LOC101239093, Hydra|LOC124814876	Hydractinia|LOC130648247, Hydractinia|LOC130641273
OG0000208	Hydra|LOC100203226	Hydractinia|LOC130648161, Hydractinia|LOC130623083, Hydractinia|LOC130645913, Hydractinia|LOC130645914, Hydractinia|LOC130642247, Hydractinia|LOC130657904, Hydractinia|LOC130621347, Hydractinia|LOC130629769, Hydractinia|LOC130653809, Hydractinia|LOC130630085, Hydractinia|LOC130613572, Hydractinia|LOC130637013, Hydractinia|LOC130653921, Hydractinia|LOC130625137, Hydractinia|LOC130645948, Hydractinia|LOC130623075, Hydractinia|LOC130623031, Hydractinia|LOC130612853, Hydractinia|LOC130612995, Hydractinia|LOC130642168, Hydractinia|LOC130657898, Hydractinia|LOC130648235, Hydractinia|LOC130648641, Hydractinia|LOC130625061, Hydractinia|LOC130649367, Hydractinia|LOC130613531, Hydractinia|LOC130629884
OG0000214	Hydra|LOC100202124	Hydractinia|LOC130641894
OG0000214	Hydra|LOC100214606	Hydractinia|LOC130641033
OG0000214	Hydra|LOC100210361, Hydra|LOC100200773, Hydra|LOC100204287, Hydra|LOC100208387, Hydra|LOC100211315	Hydractinia|LOC130641895, Hydractinia|LOC130641896
OG0000218	Hydra|LOC100199496	Hydractinia|LOC130623887
OG0000218	Hydra|LOC100199604	Hydractinia|LOC130614503
OG0000219	Hydra|LOC100201053, Hydra|LOC100197241, Hydra|LOC101240448, Hydra|LOC124806999	Hydractinia|LOC130644730
OG0000220	Hydra|LOC124811158, Hydra|LOC124812545, Hydra|LOC124818113, Hydra|LOC101236360, Hydra|LOC124813989	Hydractinia|LOC130630165, Hydractinia|LOC130630146
OG0000221	Hydra|LOC105843802, Hydra|LOC124816024, Hydra|LOC105844459, Hydra|LOC105844903	Hydractinia|LOC130645495
OG0000221	Hydra|LOC124805799	Hydractinia|LOC130645059
OG0000221	Hydra|LOC101236864	Hydractinia|LOC130645917
OG0000222	Hydra|LOC101234955	Hydractinia|LOC130655657, Hydractinia|LOC130626869, Hydractinia|LOC130629633, Hydractinia|LOC130629665, Hydractinia|LOC130641305, Hydractinia|LOC130642243, Hydractinia|LOC130644460
OG0000223	Hydra|LOC124818556	Hydractinia|LOC130636936, Hydractinia|LOC130641585, Hydractinia|LOC130641256, Hydractinia|LOC130625048, Hydractinia|LOC130625047, Hydractinia|LOC130656038, Hydractinia|LOC130637841, Hydractinia|LOC130623057, Hydractinia|LOC130630209, Hydractinia|LOC130623791, Hydractinia|LOC130613783, Hydractinia|LOC130629744, Hydractinia|LOC130628906, Hydractinia|LOC130635762, Hydractinia|LOC130637017, Hydractinia|LOC130629745, Hydractinia|LOC130645927, Hydractinia|LOC130629050, Hydractinia|LOC130628862, Hydractinia|LOC130648464, Hydractinia|LOC130656145, Hydractinia|LOC130629205, Hydractinia|LOC130636077, Hydractinia|LOC130629061, Hydractinia|LOC130644419
OG0000226	Hydra|LOC105844386, Hydra|LOC124819254	Hydractinia|LOC130626168, Hydractinia|LOC130614267
OG0000226	Hydra|LOC105845143, Hydra|LOC124816033, Hydra|LOC105847278, Hydra|LOC124816032, Hydra|LOC124810297, Hydra|LOC105844578	Hydractinia|LOC130649567, Hydractinia|LOC130649566
OG0000226	Hydra|LOC105850060, Hydra|LOC124816956, Hydra|LOC105846126	Hydractinia|LOC130623805, Hydractinia|LOC130624101, Hydractinia|LOC130623879
OG0000228	Hydra|LOC105846448, Hydra|LOC105844975	Hydractinia|LOC130621280, Hydractinia|LOC130636823
OG0000228	Hydra|LOC124815997, Hydra|LOC101237683, Hydra|LOC124807560	Hydractinia|LOC130648566, Hydractinia|LOC130644500
OG0000229	Hydra|LOC124810624, Hydra|LOC124806315, Hydra|LOC101241859, Hydra|LOC105846419, Hydra|LOC101241636, Hydra|LOC124806559	Hydractinia|LOC130625042, Hydractinia|LOC130612839, Hydractinia|LOC130653669, Hydractinia|LOC130634787, Hydractinia|LOC130657858, Hydractinia|LOC130629226, Hydractinia|LOC130623572, Hydractinia|LOC130648779, Hydractinia|LOC130655000, Hydractinia|LOC130612838, Hydractinia|LOC130641564, Hydractinia|LOC130625442, Hydractinia|LOC130648109, Hydractinia|LOC130654525, Hydractinia|LOC130641241, Hydractinia|LOC130630583, Hydractinia|LOC130655900, Hydractinia|LOC130622503, Hydractinia|LOC130623571, Hydractinia|LOC130636242, Hydractinia|LOC130644967
OG0000230	Hydra|LOC101240163	Hydractinia|LOC130657342
OG0000234	Hydra|LOC101238207, Hydra|LOC124810498, Hydra|LOC124817159, Hydra|LOC105843698, Hydra|LOC100211061, Hydra|LOC124809364, Hydra|LOC105843699, Hydra|LOC100207440, Hydra|LOC124815072, Hydra|LOC124811159	Hydractinia|LOC130660127, Hydractinia|LOC130630166, Hydractinia|LOC130648427, Hydractinia|LOC130621291, Hydractinia|LOC130656538, Hydractinia|LOC130636526, Hydractinia|LOC130622976, Hydractinia|LOC130614012, Hydractinia|LOC130656603, Hydractinia|LOC130647953, Hydractinia|LOC130656585, Hydractinia|LOC130627797, Hydractinia|LOC130636909, Hydractinia|LOC130636816, Hydractinia|LOC130642172, Hydractinia|LOC130636848, Hydractinia|LOC130629936
OG0000244	Hydra|LOC100207598	Hydractinia|LOC130622669, Hydractinia|LOC130622668
OG0000247	Hydra|LOC124810406, Hydra|LOC124812105, Hydra|LOC124817297, Hydra|LOC124813219, Hydra|LOC124810038, Hydra|LOC124806531, Hydra|LOC105849056, Hydra|LOC124809880, Hydra|LOC105843760, Hydra|LOC105843659, Hydra|LOC105850149, Hydra|LOC124813804, Hydra|LOC124811602, Hydra|LOC100199509, Hydra|LOC124815968, Hydra|LOC124816849, Hydra|LOC124815644, Hydra|LOC124818542, Hydra|LOC105850155, Hydra|LOC105847011, Hydra|LOC124814837	Hydractinia|LOC130655006
OG0000249	Hydra|LOC100197171, Hydra|LOC100204510, Hydra|LOC100209120, Hydra|LOC100208032	Hydractinia|LOC130625798, Hydractinia|LOC130648404, Hydractinia|LOC130648405
OG0000252	Hydra|LOC101241544, Hydra|LOC105843040, Hydra|LOC124806551, Hydra|LOC105843482, Hydra|LOC101234945, Hydra|LOC124814946, Hydra|LOC105843958, Hydra|LOC124812611, Hydra|LOC124819250, Hydra|LOC124806242, Hydra|LOC100215776, Hydra|LOC100205612, Hydra|LOC105848183, Hydra|LOC124814997, Hydra|LOC101237949, Hydra|LOC105844875, Hydra|LOC101240136, Hydra|LOC124811207, Hydra|LOC124815974, Hydra|LOC124818133, Hydra|LOC100208730, Hydra|LOC105849379, Hydra|LOC124810482, Hydra|LOC124814014, Hydra|LOC124806979, Hydra|LOC124809465	Hydractinia|LOC130629881
OG0000258	Hydra|LOC124818117, Hydra|LOC124816047, Hydra|LOC105846301	Hydractinia|LOC130655702
OG0000261	Hydra|LOC100209288, Hydra|LOC124812583, Hydra|LOC100205022	Hydractinia|LOC130612514, Hydractinia|LOC130622988
OG0000264	Hydra|LOC124807762, Hydra|LOC124818853	Hydractinia|LOC130647655, Hydractinia|LOC130623543, Hydractinia|LOC130613905, Hydractinia|LOC130614313, Hydractinia|LOC130614672, Hydractinia|LOC130625630, Hydractinia|LOC130629259, Hydractinia|LOC130625444, Hydractinia|LOC130622600, Hydractinia|LOC130654699, Hydractinia|LOC130641346, Hydractinia|LOC130625510, Hydractinia|LOC130625522, Hydractinia|LOC130648574, Hydractinia|LOC130612096, Hydractinia|LOC130625548, Hydractinia|LOC130625067, Hydractinia|LOC130622037
OG0000264	Hydra|LOC124819169	Hydractinia|LOC130622965, Hydractinia|LOC130648792
OG0000265	Hydra|LOC124814091, Hydra|LOC105849713, Hydra|LOC124807573, Hydra|LOC124817076, Hydra|LOC124806270, Hydra|LOC124815064	Hydractinia|LOC130621272, Hydractinia|LOC130625174
OG0000267	Hydra|LOC105849293	Hydractinia|LOC130648433, Hydractinia|LOC130613458, Hydractinia|LOC130621256, Hydractinia|LOC130642295, Hydractinia|LOC130636904
OG0000269	Hydra|LOC124817363, Hydra|LOC105848495, Hydra|LOC124814540, Hydra|LOC105849347, Hydra|LOC124817491, Hydra|LOC105846174, Hydra|LOC105849590, Hydra|LOC105847275, Hydra|LOC124817339, Hydra|LOC124810200, Hydra|LOC105848140, Hydra|LOC105847802, Hydra|LOC100197356, Hydra|LOC100204426, Hydra|LOC105844403, Hydra|LOC105845672, Hydra|LOC124814751, Hydra|LOC105845187, Hydra|LOC124814758, Hydra|LOC101234475, Hydra|LOC105843481	Hydractinia|LOC130629607
OG0000272	Hydra|LOC105845634, Hydra|LOC105845588, Hydra|LOC124806338, Hydra|LOC124811245, Hydra|LOC124817249, Hydra|LOC124807344, Hydra|LOC124814025, Hydra|LOC124816210, Hydra|LOC124814805, Hydra|LOC124806342, Hydra|LOC105849565, Hydra|LOC124814807, Hydra|LOC124815602, Hydra|LOC124809701, Hydra|LOC105846226, Hydra|LOC124816600, Hydra|LOC124808311, Hydra|LOC124816113, Hydra|LOC124812602, Hydra|LOC105848784, Hydra|LOC105851026, Hydra|LOC124812672, Hydra|LOC124807511, Hydra|LOC124807423, Hydra|LOC124810986	Hydractinia|LOC130630020
OG0000277	Hydra|LOC100210263, Hydra|LOC105847872	Hydractinia|LOC130640590, Hydractinia|LOC130643508
OG0000277	Hydra|LOC100206535	Hydractinia|LOC130622778
OG0000277	Hydra|LOC100209857	Hydractinia|LOC130641505
OG0000277	Hydra|LOC100198551, Hydra|LOC100205519	Hydractinia|LOC130642113
OG0000277	Hydra|LOC100199733	Hydractinia|LOC130647139
OG0000279	Hydra|LOC100202877	Hydractinia|LOC130654577
OG0000279	Hydra|LOC100204232	Hydractinia|LOC130624219
OG0000279	Hydra|LOC100201806	Hydractinia|LOC130629129
OG0000280	Hydra|LOC100199058	Hydractinia|LOC130662392, Hydractinia|LOC130662740, Hydractinia|LOC130612809, Hydractinia|LOC130662845, Hydractinia|LOC130662801, Hydractinia|LOC130625695, Hydractinia|LOC130625089, Hydractinia|LOC130625088
OG0000280	Hydra|LOC100197870	Hydractinia|LOC130621453
OG0000281	Hydra|LOC100212485, Hydra|LOC100207889	Hydractinia|LOC130636970
OG0000283	Hydra|LOC101235722, Hydra|LOC124813622, Hydra|LOC105848724, Hydra|LOC124809811, Hydra|LOC124808666, Hydra|LOC105846153, Hydra|LOC105843126, Hydra|LOC105850527, Hydra|LOC105850609, Hydra|LOC105843398, Hydra|LOC105843356, Hydra|LOC105843450, Hydra|LOC105843480, Hydra|LOC105844970, Hydra|LOC124817167, Hydra|LOC124816244, Hydra|LOC124805898, Hydra|LOC105848332, Hydra|LOC105846710, Hydra|LOC105849638, Hydra|LOC105844348	Hydractinia|LOC130612738
OG0000284	Hydra|LOC124806157, Hydra|LOC124814268, Hydra|LOC124813646, Hydra|LOC124813545, Hydra|LOC124816589, Hydra|LOC124809156, Hydra|LOC124812667, Hydra|LOC124814280, Hydra|LOC124807566, Hydra|LOC124811086, Hydra|LOC124815406	Hydractinia|LOC130642325, Hydractinia|LOC130623168, Hydractinia|LOC130657229, Hydractinia|LOC130655460, Hydractinia|LOC130653792, Hydractinia|LOC130614156, Hydractinia|LOC130655456
OG0000290	Hydra|LOC100215474	Hydractinia|LOC130654316
OG0000291	Hydra|LOC100213238	Hydractinia|LOC130649614
OG0000302	Hydra|LOC105848740, Hydra|LOC100214312, Hydra|LOC100203068, Hydra|LOC124806889, Hydra|LOC105849065, Hydra|LOC124807277, Hydra|LOC105849192, Hydra|LOC124807252, Hydra|LOC124815937, Hydra|LOC105846311, Hydra|LOC124808919, Hydra|LOC124812108, Hydra|LOC105843300	Hydractinia|LOC130612470, Hydractinia|LOC130654519, Hydractinia|LOC130657022, Hydractinia|LOC130649071, Hydractinia|LOC130623643
OG0000304	Hydra|LOC100206771	Hydractinia|LOC130655917
OG0000304	Hydra|LOC101238869	Hydractinia|LOC130662330
OG0000305	Hydra|LOC101239492	Hydractinia|LOC130628931, Hydractinia|LOC130629125
OG0000308	Hydra|LOC124816082	Hydractinia|LOC130613643
OG0000308	Hydra|LOC124806263, Hydra|LOC124809494, Hydra|LOC124818199, Hydra|LOC101236230, Hydra|LOC105845665, Hydra|LOC124814676	Hydractinia|LOC130630066
OG0000309	Hydra|LOC124815122	Hydractinia|LOC130641583, Hydractinia|LOC130649709
OG0000309	Hydra|LOC124815663, Hydra|LOC124809068, Hydra|LOC124809118	Hydractinia|LOC130625529, Hydractinia|LOC130614108, Hydractinia|LOC130628655, Hydractinia|LOC130625732, Hydractinia|LOC130625175, Hydractinia|LOC130641636, Hydractinia|LOC130628549, Hydractinia|LOC130625731, Hydractinia|LOC130656392
OG0000310	Hydra|LOC100202503	Hydractinia|LOC130644367
OG0000310	Hydra|LOC101239608	Hydractinia|LOC130655719
OG0000310	Hydra|LOC100201778	Hydractinia|LOC130613344
OG0000310	Hydra|LOC100203385, Hydra|LOC100200988, Hydra|LOC100200849	Hydractinia|LOC130629277, Hydractinia|LOC130629209
OG0000315	Hydra|LOC124816057, Hydra|LOC124807591, Hydra|LOC124818262, Hydra|LOC124806174, Hydra|LOC124813850, Hydra|LOC124806935, Hydra|LOC124806962, Hydra|LOC124809393, Hydra|LOC101235801, Hydra|LOC124810865, Hydra|LOC124813784, Hydra|LOC124817556, Hydra|LOC124813899, Hydra|LOC124810329, Hydra|LOC124813922, Hydra|LOC124818163, Hydra|LOC124811255, Hydra|LOC124817010, Hydra|LOC124809339, Hydra|LOC124816103, Hydra|LOC124808568, Hydra|LOC124819085	Hydractinia|LOC130648249
OG0000316	Hydra|LOC124818137, Hydra|LOC124813297, Hydra|LOC124809163, Hydra|LOC105845681, Hydra|LOC124809824, Hydra|LOC124812218, Hydra|LOC124816211, Hydra|LOC124816212, Hydra|LOC124813534	Hydractinia|LOC130623178, Hydractinia|LOC130629965, Hydractinia|LOC130629237, Hydractinia|LOC130625773, Hydractinia|LOC130653772, Hydractinia|LOC130625579, Hydractinia|LOC130644962, Hydractinia|LOC130621268, Hydractinia|LOC130635887, Hydractinia|LOC130629955, Hydractinia|LOC130653773, Hydractinia|LOC130622291, Hydractinia|LOC130624214, Hydractinia|LOC130621668
OG0000334	Hydra|LOC124819151	Hydractinia|LOC130645999
OG0000336	Hydra|LOC100204715, Hydra|LOC100201090	Hydractinia|LOC130654703
OG0000336	Hydra|LOC100209245, Hydra|LOC105849771, Hydra|LOC101234338	Hydractinia|LOC130613909, Hydractinia|LOC130614193
OG0000337	Hydra|LOC100213007	Hydractinia|LOC130646253, Hydractinia|LOC130646170
OG0000338	Hydra|LOC100197517, Hydra|LOC101234389, Hydra|LOC100210741, Hydra|LOC124809956, Hydra|LOC100204244, Hydra|LOC100212352, Hydra|LOC105846765, Hydra|LOC100215796, Hydra|LOC100210326, Hydra|LOC100204502	Hydractinia|LOC130654738, Hydractinia|LOC130653732, Hydractinia|LOC130655611, Hydractinia|LOC130654740, Hydractinia|LOC130655793
OG0000339	Hydra|LOC105844805, Hydra|LOC105844804	Hydractinia|LOC130653991
OG0000339	Hydra|LOC105845061, Hydra|LOC105848891, Hydra|LOC105844099	Hydractinia|LOC130662777, Hydractinia|LOC130662779, Hydractinia|LOC130662780, Hydractinia|LOC130644387, Hydractinia|LOC130644385
OG0000340	Hydra|LOC124806663	Hydractinia|LOC130630419, Hydractinia|LOC130644352
OG0000341	Hydra|LOC100202036, Hydra|LOC100206987	Hydractinia|LOC130648738, Hydractinia|LOC130649434, Hydractinia|LOC130649433, Hydractinia|LOC130649112
OG0000341	Hydra|LOC100201545	Hydractinia|LOC130641289
OG0000343	Hydra|LOC124818701, Hydra|LOC105843704	Hydractinia|LOC130622009, Hydractinia|LOC130657139, Hydractinia|LOC130636231
OG0000343	Hydra|LOC124806296	Hydractinia|LOC130654828, Hydractinia|LOC130655713, Hydractinia|LOC130655712
OG0000344	Hydra|LOC100214111	Hydractinia|LOC130644346, Hydractinia|LOC130644345
OG0000347	Hydra|LOC124816101, Hydra|LOC124814900	Hydractinia|LOC130623052
OG0000348	Hydra|LOC100206629	Hydractinia|LOC130630174
OG0000348	Hydra|LOC105846103, Hydra|LOC100198468, Hydra|LOC105846088, Hydra|LOC100201161, Hydra|LOC105846111	Hydractinia|LOC130641924, Hydractinia|LOC130642118, Hydractinia|LOC130645154, Hydractinia|LOC130645155
OG0000349	Hydra|LOC124806164, Hydra|LOC124812075	Hydractinia|LOC130614306, Hydractinia|LOC130649443, Hydractinia|LOC130621569, Hydractinia|LOC130656024, Hydractinia|LOC130612182, Hydractinia|LOC130629300, Hydractinia|LOC130654185, Hydractinia|LOC130622869, Hydractinia|LOC130649266, Hydractinia|LOC130655839, Hydractinia|LOC130654441, Hydractinia|LOC130644251, Hydractinia|LOC130635924, Hydractinia|LOC130629806, Hydractinia|LOC130629667, Hydractinia|LOC130656398
OG0000351	Hydra|LOC124812674	Hydractinia|LOC130627108, Hydractinia|LOC130648625
OG0000351	Hydra|LOC124814345, Hydra|LOC105843031, Hydra|LOC105846877, Hydra|LOC105850022, Hydra|LOC100199301, Hydra|LOC100209428, Hydra|LOC105849530, Hydra|LOC100197197, Hydra|LOC124815440, Hydra|LOC124815176, Hydra|LOC124818476, Hydra|LOC100208913, Hydra|LOC124806237, Hydra|LOC124813931, Hydra|LOC105848267, Hydra|LOC101241184, Hydra|LOC105849495, Hydra|LOC100213631, Hydra|LOC124815118	Hydractinia|LOC130627561
OG0000361	Hydra|LOC105843840	Hydractinia|LOC130647747
OG0000363	Hydra|LOC100206928, Hydra|LOC100207915	Hydractinia|LOC130655952, Hydractinia|LOC130655951, Hydractinia|LOC130644376
OG0000365	Hydra|LOC100209150, Hydra|LOC100203629, Hydra|LOC105844579	Hydractinia|LOC130649388, Hydractinia|LOC130649467, Hydractinia|LOC130649466, Hydractinia|LOC130649304, Hydractinia|LOC130649589
OG0000366	Hydra|LOC124807971, Hydra|LOC124807972, Hydra|LOC124807919, Hydra|LOC124807918, Hydra|LOC124816626, Hydra|LOC124816818, Hydra|LOC100203304, Hydra|LOC100202286, Hydra|LOC105844776	Hydractinia|LOC130621426
