Orthogroup	longest_isoform_HydraProteins	longest_isoform_NematostellaProteins
OG0000226	Hydra|LOC105844386, Hydra|LOC124819254, Hydra|LOC105845143, Hydra|LOC124816033, Hydra|LOC105847278, Hydra|LOC124816032, Hydra|LOC124810297, Hydra|LOC105844578, Hydra|LOC105850060, Hydra|LOC124816956, Hydra|LOC105846126	Nematostella|LOC5513361, Nematostella|LOC5505182
OG0000228	Hydra|LOC105846448, Hydra|LOC105844975	Nematostella|LOC116614509, Nematostella|LOC116619902
OG0000228	Hydra|LOC124815997, Hydra|LOC101237683, Hydra|LOC124807560	Nematostella|LOC125570217, Nematostella|LOC125568052
OG0000230	Hydra|LOC101240163	Nematostella|LOC5518689, Nematostella|LOC116611509, Nematostella|LOC5514056, Nematostella|LOC5506680, Nematostella|LOC5519915, Nematostella|LOC5521632, Nematostella|LOC5508626, Nematostella|LOC116617208, Nematostella|LOC116619795, Nematostella|LOC5506472, Nematostella|LOC116603423, Nematostella|LOC5506473
OG0000244	Hydra|LOC100207598	Nematostella|LOC125572487
OG0000249	Hydra|LOC100197171, Hydra|LOC100204510, Hydra|LOC100209120, Hydra|LOC100208032	Nematostella|LOC5512027, Nematostella|LOC5499668, Nematostella|LOC5498142, Nematostella|LOC5512040, Nematostella|LOC5512039, Nematostella|LOC5501014
OG0000258	Hydra|LOC124818117, Hydra|LOC124816047, Hydra|LOC105846301	Nematostella|LOC125568304
OG0000261	Hydra|LOC100209288, Hydra|LOC124812583, Hydra|LOC100205022	Nematostella|LOC5513714
OG0000261	Hydra|LOC100202104	Nematostella|LOC5506480, Nematostella|LOC5506481
OG0000265	Hydra|LOC105849713, Hydra|LOC124807573, Hydra|LOC124817076, Hydra|LOC124806270, Hydra|LOC124815064	Nematostella|LOC116614110
OG0000267	Hydra|LOC105849293	Nematostella|LOC116612509, Nematostella|LOC116608633, Nematostella|LOC5501502, Nematostella|LOC116607829, Nematostella|LOC116613948, Nematostella|LOC125571976, Nematostella|LOC116603121, Nematostella|LOC116603128, Nematostella|LOC125563083, Nematostella|LOC125563088, Nematostella|LOC125560738, Nematostella|LOC116609826, Nematostella|LOC116616700, Nematostella|LOC116602090, Nematostella|LOC125557471, Nematostella|LOC125568433, Nematostella|LOC125570197, Nematostella|LOC116614895
OG0000269	Hydra|LOC124817363, Hydra|LOC105848495, Hydra|LOC124814540, Hydra|LOC105849347, Hydra|LOC124817491, Hydra|LOC105846174, Hydra|LOC105849590, Hydra|LOC105847275, Hydra|LOC124817339, Hydra|LOC124810200, Hydra|LOC105848140, Hydra|LOC105847802, Hydra|LOC100197356, Hydra|LOC100204426, Hydra|LOC105844403, Hydra|LOC105845672, Hydra|LOC124814751, Hydra|LOC105845187, Hydra|LOC124814758, Hydra|LOC101234475, Hydra|LOC105843481	Nematostella|LOC5517997
OG0000277	Hydra|LOC100210263, Hydra|LOC105847872, Hydra|LOC100206535	Nematostella|LOC5508492
OG0000277	Hydra|LOC100209857, Hydra|LOC100198551, Hydra|LOC100205519, Hydra|LOC100199733	Nematostella|LOC5521343
OG0000279	Hydra|LOC100202877	Nematostella|LOC5510986
OG0000279	Hydra|LOC100204232	Nematostella|LOC5519311
OG0000279	Hydra|LOC100201806	Nematostella|LOC5513963, Nematostella|LOC5502729
OG0000280	Hydra|LOC100199058	Nematostella|LOC5509846
OG0000280	Hydra|LOC100197870	Nematostella|LOC5512699, Nematostella|LOC125572133
OG0000281	Hydra|LOC100212485, Hydra|LOC100207889	Nematostella|LOC5521624
OG0000283	Hydra|LOC101235722, Hydra|LOC124813622, Hydra|LOC105848724, Hydra|LOC124809811, Hydra|LOC124808666, Hydra|LOC105846153, Hydra|LOC105843126, Hydra|LOC105850527, Hydra|LOC105850609, Hydra|LOC105843398, Hydra|LOC105843356, Hydra|LOC105843450, Hydra|LOC105843480, Hydra|LOC105844970, Hydra|LOC124817167, Hydra|LOC124816244, Hydra|LOC124805898, Hydra|LOC105848332, Hydra|LOC105846710, Hydra|LOC105849638, Hydra|LOC105844348	Nematostella|LOC5508720
OG0000286	Hydra|LOC124816007, Hydra|LOC124816009, Hydra|LOC124814403, Hydra|LOC105849026, Hydra|LOC101234789, Hydra|LOC124808318, Hydra|LOC124819084, Hydra|LOC124814450, Hydra|LOC105849334, Hydra|LOC124818669, Hydra|LOC124815251	Nematostella|LOC125573916
OG0000290	Hydra|LOC100215474	Nematostella|LOC5518650, Nematostella|LOC116606501, Nematostella|LOC5521105, Nematostella|LOC5514282, Nematostella|LOC116620186, Nematostella|LOC125561308, Nematostella|LOC125561310, Nematostella|LOC125561311, Nematostella|LOC116615728, Nematostella|LOC5519385, Nematostella|LOC5496719, Nematostella|LOC5516211, Nematostella|LOC116609577, Nematostella|LOC5505932, Nematostella|LOC116616809, Nematostella|LOC116609540
OG0000291	Hydra|LOC100213238	Nematostella|LOC5503888
OG0000304	Hydra|LOC100206771	Nematostella|LOC5509496, Nematostella|LOC5519047, Nematostella|LOC5504871
OG0000304	Hydra|LOC101238869	Nematostella|LOC5504878, Nematostella|LOC125568263, Nematostella|LOC5517411, Nematostella|LOC5500447, Nematostella|LOC116617856, Nematostella|LOC5504888, Nematostella|LOC5516361
OG0000309	Hydra|LOC124815122, Hydra|LOC124815663, Hydra|LOC124809068, Hydra|LOC124809118	Nematostella|LOC5499247, Nematostella|LOC5498035, Nematostella|LOC125570596, Nematostella|LOC116604819
OG0000310	Hydra|LOC100202503	Nematostella|LOC5512892
OG0000310	Hydra|LOC101239608, Hydra|LOC100201778, Hydra|LOC100203385, Hydra|LOC100200988, Hydra|LOC100200849	Nematostella|LOC5520851, Nematostella|LOC5520746
OG0000334	Hydra|LOC124819151	Nematostella|LOC5507829, Nematostella|LOC5498446
OG0000336	Hydra|LOC100204715, Hydra|LOC100201090, Hydra|LOC100209245, Hydra|LOC105849771, Hydra|LOC101234338	Nematostella|LOC5514073, Nematostella|LOC116601594, Nematostella|LOC125558981, Nematostella|LOC5508185, Nematostella|LOC5508184
OG0000337	Hydra|LOC100213007	Nematostella|LOC116619080, Nematostella|LOC5508734, Nematostella|LOC5519266, Nematostella|LOC5512129, Nematostella|LOC5505539, Nematostella|LOC5513568
OG0000338	Hydra|LOC100197517, Hydra|LOC101234389, Hydra|LOC100210741, Hydra|LOC124809956, Hydra|LOC100204244, Hydra|LOC100212352, Hydra|LOC105846765, Hydra|LOC100215796, Hydra|LOC100210326, Hydra|LOC100204502	Nematostella|LOC116608505
OG0000339	Hydra|LOC105844805, Hydra|LOC105844804, Hydra|LOC105845061, Hydra|LOC105848891, Hydra|LOC105844099	Nematostella|LOC116601446, Nematostella|LOC5520445, Nematostella|LOC116618902, Nematostella|LOC5513544
OG0000341	Hydra|LOC100202036, Hydra|LOC100206987	Nematostella|LOC5509562, Nematostella|LOC5510121, Nematostella|LOC5514531, Nematostella|LOC116619369, Nematostella|LOC5517034, Nematostella|LOC5509543
OG0000341	Hydra|LOC100201545	Nematostella|LOC5507558
OG0000343	Hydra|LOC124818701, Hydra|LOC105843704	Nematostella|LOC125568422
OG0000343	Hydra|LOC124806296	Nematostella|LOC125570293
OG0000344	Hydra|LOC100214111	Nematostella|LOC5515100, Nematostella|LOC5515109
OG0000347	Hydra|LOC124816101, Hydra|LOC124814900	Nematostella|LOC116616787, Nematostella|LOC116614096, Nematostella|LOC116607290, Nematostella|LOC116601557, Nematostella|LOC116617073, Nematostella|LOC125560731, Nematostella|LOC116618013, Nematostella|LOC125568400, Nematostella|LOC125560732, Nematostella|LOC116603135, Nematostella|LOC125561785
OG0000348	Hydra|LOC100206629, Hydra|LOC105846103, Hydra|LOC100198468, Hydra|LOC105846088, Hydra|LOC100201161, Hydra|LOC105846111	Nematostella|LOC5514719, Nematostella|LOC5514586
OG0000353	Hydra|LOC105844208	Nematostella|LOC5503397, Nematostella|LOC5517296
OG0000363	Hydra|LOC100206928, Hydra|LOC100207915	Nematostella|LOC5514182, Nematostella|LOC5514181, Nematostella|LOC5520899
OG0000365	Hydra|LOC100209150, Hydra|LOC100203629, Hydra|LOC105844579	Nematostella|LOC5510331
OG0000366	Hydra|LOC124807971, Hydra|LOC124807972, Hydra|LOC124807919, Hydra|LOC124807918, Hydra|LOC124816626, Hydra|LOC124816818, Hydra|LOC100203304, Hydra|LOC100202286, Hydra|LOC105844776	Nematostella|LOC5508770, Nematostella|LOC5501070
OG0000367	Hydra|LOC100201103, Hydra|LOC100206061, Hydra|LOC124816518, Hydra|LOC124810994, Hydra|LOC124810995, Hydra|LOC124805794, Hydra|LOC100198589, Hydra|LOC100209272, Hydra|LOC100209774, Hydra|LOC100208251, Hydra|LOC100200875, Hydra|LOC100213885	Nematostella|LOC5501743, Nematostella|LOC5513629, Nematostella|LOC5512616
OG0000369	Hydra|LOC100205709, Hydra|LOC124806016, Hydra|LOC124806003, Hydra|LOC100205257, Hydra|LOC105849737, Hydra|LOC124817219, Hydra|LOC105846466, Hydra|LOC124808797, Hydra|LOC100215273, Hydra|LOC100197123, Hydra|LOC101240212	Nematostella|LOC5502520, Nematostella|LOC5520219, Nematostella|LOC5501184
OG0000370	Hydra|LOC105850852, Hydra|LOC124808207	Nematostella|LOC5519577, Nematostella|LOC5519570, Nematostella|LOC5510691, Nematostella|LOC5515300, Nematostella|LOC5518168, Nematostella|LOC5519860, Nematostella|LOC116618825, Nematostella|LOC125560665, Nematostella|LOC5515687, Nematostella|LOC5515688, Nematostella|LOC5506078, Nematostella|LOC116619950, Nematostella|LOC5512454, Nematostella|LOC5503201, Nematostella|LOC5502362
OG0000374	Hydra|LOC100200569	Nematostella|LOC5506873, Nematostella|LOC5506872, Nematostella|LOC125558968
OG0000377	Hydra|LOC105843326, Hydra|LOC105843327, Hydra|LOC105845470, Hydra|LOC101237735, Hydra|LOC105845005, Hydra|LOC101240970, Hydra|LOC100207736	Nematostella|LOC5508718, Nematostella|LOC116619128, Nematostella|LOC5502071, Nematostella|LOC116609536
OG0000378	Hydra|LOC124806414, Hydra|LOC124811686, Hydra|LOC124815984, Hydra|LOC101239424	Nematostella|LOC125572428, Nematostella|LOC125568256, Nematostella|LOC125568416, Nematostella|LOC125573226, Nematostella|LOC116618865, Nematostella|LOC125563116, Nematostella|LOC125573230, Nematostella|LOC125572152, Nematostella|LOC125563042, Nematostella|LOC116613966, Nematostella|LOC125573696
OG0000387	Hydra|LOC105848063	Nematostella|LOC5510450
OG0000394	Hydra|LOC100210525, Hydra|LOC100206475, Hydra|LOC105843944, Hydra|LOC100211568, Hydra|LOC100198324	Nematostella|LOC5503220, Nematostella|LOC5500400, Nematostella|LOC5500839
OG0000400	Hydra|LOC100204954, Hydra|LOC100208676	Nematostella|LOC5514130
OG0000400	Hydra|LOC100199754, Hydra|LOC100212826, Hydra|LOC100211987	Nematostella|LOC5521252, Nematostella|LOC5521788
OG0000401	Hydra|LOC100210722, Hydra|LOC100205448, Hydra|LOC100198882, Hydra|LOC100206156	Nematostella|LOC5520274, Nematostella|LOC5520273, Nematostella|LOC5520189, Nematostella|LOC5520547
OG0000402	Hydra|LOC124809277	Nematostella|LOC5503577, Nematostella|LOC5522046, Nematostella|LOC125561824
OG0000403	Hydra|LOC100196960	Nematostella|LOC116612986
OG0000404	Hydra|LOC100209688, Hydra|LOC100215198, Hydra|LOC100205453, Hydra|LOC105846370, Hydra|LOC100202910	Nematostella|LOC5507501, Nematostella|LOC116604250
OG0000404	Hydra|LOC100212587	Nematostella|LOC5506412
OG0000405	Hydra|LOC101236485, Hydra|LOC105849595, Hydra|LOC105844666, Hydra|LOC100213859	Nematostella|LOC5501788, Nematostella|LOC116608997, Nematostella|LOC5517745
OG0000406	Hydra|LOC100212249	Nematostella|LOC5513620, Nematostella|LOC5519045
OG0000409	Hydra|LOC100215181, Hydra|LOC100206874, Hydra|LOC100209159, Hydra|LOC100212224, Hydra|LOC100200950	Nematostella|LOC5518841, Nematostella|LOC5501465
OG0000411	Hydra|LOC100214228	Nematostella|LOC5512053
OG0000411	Hydra|LOC105845539	Nematostella|LOC116601508, Nematostella|LOC116613033, Nematostella|LOC5505204, Nematostella|LOC5505201, Nematostella|LOC5505207
OG0000414	Hydra|LOC100212614	Nematostella|LOC5513398
OG0000416	Hydra|LOC100200589, Hydra|LOC100212316	Nematostella|LOC5514646, Nematostella|LOC5504947
OG0000423	Hydra|LOC124818246, Hydra|LOC124817201, Hydra|LOC124806249	Nematostella|LOC125570141, Nematostella|LOC116603926, Nematostella|LOC125556670, Nematostella|LOC116604552, Nematostella|LOC125559128
OG0000424	Hydra|LOC101237440	Nematostella|LOC116603668
OG0000430	Hydra|LOC124809697, Hydra|LOC105844031, Hydra|LOC101235146	Nematostella|LOC5498205
OG0000436	Hydra|LOC100205067	Nematostella|LOC5521686, Nematostella|LOC5506648
OG0000436	Hydra|LOC101238114, Hydra|LOC100213119	Nematostella|LOC5517967, Nematostella|LOC5500362
OG0000437	Hydra|LOC105847897, Hydra|LOC105846236, Hydra|LOC101237961	Nematostella|LOC5520388, Nematostella|LOC5517727, Nematostella|LOC5519567, Nematostella|LOC5498266, Nematostella|LOC5506515, Nematostella|LOC125561276, Nematostella|LOC5506520
OG0000440	Hydra|LOC100211951	Nematostella|LOC5514735, Nematostella|LOC116619500, Nematostella|LOC5514757, Nematostella|LOC116619501, Nematostella|LOC116609408, Nematostella|LOC5514755
OG0000444	Hydra|LOC100213595	Nematostella|LOC5513863
OG0000449	Hydra|LOC100198055	Nematostella|LOC5520335, Nematostella|LOC5517380
OG0000450	Hydra|LOC105844041, Hydra|LOC105848843, Hydra|LOC105844245	Nematostella|LOC5515775
OG0000471	Hydra|LOC101239942	Nematostella|LOC125573229, Nematostella|LOC5516122, Nematostella|LOC5506310, Nematostella|LOC5521389
OG0000472	Hydra|LOC101240498, Hydra|LOC105846933, Hydra|LOC100205374, Hydra|LOC105847264, Hydra|LOC124816015, Hydra|LOC105847360, Hydra|LOC101237218, Hydra|LOC105848448	Nematostella|LOC5511572
OG0000474	Hydra|LOC100204993, Hydra|LOC100208998	Nematostella|LOC5497987, Nematostella|LOC5521929, Nematostella|LOC116603045, Nematostella|LOC5514360
OG0000476	Hydra|LOC100199191	Nematostella|LOC5507390, Nematostella|LOC5511664, Nematostella|LOC5514838, Nematostella|LOC5497922
OG0000477	Hydra|LOC100205872, Hydra|LOC124812199, Hydra|LOC101236146, Hydra|LOC124813212, Hydra|LOC100198382	Nematostella|LOC116617676, Nematostella|LOC116617693, Nematostella|LOC116616016, Nematostella|LOC5508960, Nematostella|LOC116609740, Nematostella|LOC5502207
OG0000478	Hydra|LOC101234579, Hydra|LOC124807596, Hydra|LOC100207622, Hydra|LOC100212592	Nematostella|LOC5521939
OG0000480	Hydra|LOC100198016	Nematostella|LOC5521451
OG0000480	Hydra|LOC100210404, Hydra|LOC100206868	Nematostella|LOC5519814, Nematostella|LOC5522047
OG0000481	Hydra|LOC100203636, Hydra|LOC100210959, Hydra|LOC100198891, Hydra|LOC100206174	Nematostella|LOC5513346, Nematostella|LOC5509950, Nematostella|LOC5501012
OG0000481	Hydra|LOC100211974	Nematostella|LOC5508559, Nematostella|LOC5513338
OG0000482	Hydra|LOC100206938	Nematostella|LOC5501035
OG0000486	Hydra|LOC124812251, Hydra|LOC100198963, Hydra|LOC100213209, Hydra|LOC124817226, Hydra|LOC100209412	Nematostella|LOC5502709, Nematostella|LOC5502706
OG0000487	Hydra|LOC124808516, Hydra|LOC124815037, Hydra|LOC124814269, Hydra|LOC124819143, Hydra|LOC124819047	Nematostella|LOC116604739
OG0000489	Hydra|LOC101236232, Hydra|LOC101237007	Nematostella|LOC116621529, Nematostella|LOC5504495, Nematostella|LOC5518193, Nematostella|LOC116601858
OG0000490	Hydra|LOC100198129, Hydra|LOC100212526, Hydra|LOC100209538, Hydra|LOC100215130, Hydra|LOC100199638	Nematostella|LOC5520342, Nematostella|LOC5519054, Nematostella|LOC5519147, Nematostella|LOC5518736, Nematostella|LOC5514589, Nematostella|LOC5509209, Nematostella|LOC5518674
OG0000492	Hydra|LOC124819203	Nematostella|LOC116620789, Nematostella|LOC125557474, Nematostella|LOC5514473
OG0000494	Hydra|LOC124812379, Hydra|LOC124806224, Hydra|LOC124817091, Hydra|LOC124809107	Nematostella|LOC116609235, Nematostella|LOC116612181, Nematostella|LOC116610357, Nematostella|LOC116609810, Nematostella|LOC116618843, Nematostella|LOC116618284, Nematostella|LOC125572508
OG0000497	Hydra|LOC100202151, Hydra|LOC101239034, Hydra|LOC100206667	Nematostella|LOC116619264, Nematostella|LOC5521651, Nematostella|LOC116620832
OG0000506	Hydra|LOC100215955	Nematostella|LOC5515116
OG0000516	Hydra|LOC100213869	Nematostella|LOC5516348
OG0000516	Hydra|LOC100201684	Nematostella|LOC5518067, Nematostella|LOC5511116
OG0000518	Hydra|LOC105850432, Hydra|LOC101234795, Hydra|LOC105846279	Nematostella|LOC116616200
OG0000522	Hydra|LOC100206725, Hydra|LOC100197138, Hydra|LOC100198821	Nematostella|LOC5517855, Nematostella|LOC5508189, Nematostella|LOC5518574, Nematostella|LOC116601619, Nematostella|LOC5518038
OG0000527	Hydra|LOC101234350, Hydra|LOC100199215, Hydra|LOC100205261, Hydra|LOC100209306, Hydra|LOC100206071, Hydra|LOC100198875	Nematostella|LOC5520095, Nematostella|LOC5505409, Nematostella|LOC5514577, Nematostella|LOC116601185, Nematostella|LOC5517368
OG0000528	Hydra|LOC100208781, Hydra|LOC100206971	Nematostella|LOC5519865, Nematostella|LOC5519785, Nematostella|LOC5511493, Nematostella|LOC5511494, Nematostella|LOC5507358, Nematostella|LOC5501716, Nematostella|LOC5501717, Nematostella|LOC5506689
OG0000529	Hydra|LOC100211532	Nematostella|LOC5521229
OG0000529	Hydra|LOC100201941, Hydra|LOC100197208	Nematostella|LOC5515528, Nematostella|LOC5515726
OG0000531	Hydra|LOC101241003	Nematostella|LOC5501590
OG0000531	Hydra|LOC100206500	Nematostella|LOC125558953, Nematostella|LOC5518573, Nematostella|LOC5510620
OG0000532	Hydra|LOC100198812	Nematostella|LOC5518305
OG0000533	Hydra|LOC100196951, Hydra|LOC124814734, Hydra|LOC124809473, Hydra|LOC124814354, Hydra|LOC124814891	Nematostella|LOC125560667
OG0000534	Hydra|LOC124806098	Nematostella|LOC116604554
OG0000537	Hydra|LOC105844973	Nematostella|LOC5504204, Nematostella|LOC5508057, Nematostella|LOC5508066, Nematostella|LOC5508067, Nematostella|LOC5521027, Nematostella|LOC5515529, Nematostella|LOC5504107, Nematostella|LOC5512754, Nematostella|LOC5506866, Nematostella|LOC5519510
OG0000538	Hydra|LOC101240553	Nematostella|LOC5503465, Nematostella|LOC5518833
OG0000539	Hydra|LOC105849237, Hydra|LOC100197878, Hydra|LOC101238752, Hydra|LOC100209643, Hydra|LOC124809651	Nematostella|LOC5509816
OG0000542	Hydra|LOC105846123, Hydra|LOC101240731	Nematostella|LOC5509975, Nematostella|LOC116611457, Nematostella|LOC5510814, Nematostella|LOC116620215, Nematostella|LOC5512474, Nematostella|LOC5512771, Nematostella|LOC116613941, Nematostella|LOC5506084, Nematostella|LOC5498588, Nematostella|LOC116604798, Nematostella|LOC5512456, Nematostella|LOC116618305
OG0000562	Hydra|LOC101234655, Hydra|LOC101235862, Hydra|LOC100212792, Hydra|LOC100214788, Hydra|LOC100203803	Nematostella|LOC5519294
OG0000563	Hydra|LOC100204925	Nematostella|LOC5507795, Nematostella|LOC5507784, Nematostella|LOC5506614, Nematostella|LOC5507791, Nematostella|LOC5507805, Nematostella|LOC5517246, Nematostella|LOC5506605, Nematostella|LOC5517248, Nematostella|LOC5503605, Nematostella|LOC5505253, Nematostella|LOC5505241, Nematostella|LOC5505243, Nematostella|LOC5505252
OG0000569	Hydra|LOC100211619	Nematostella|LOC5521114, Nematostella|LOC5520934, Nematostella|LOC125568071, Nematostella|LOC5521844, Nematostella|LOC5521845, Nematostella|LOC5521846, Nematostella|LOC5515737, Nematostella|LOC5515587
OG0000570	Hydra|LOC100203362	Nematostella|LOC5506104
OG0000570	Hydra|LOC100211154	Nematostella|LOC5496159
OG0000570	Hydra|LOC100214825	Nematostella|LOC5517882
OG0000571	Hydra|LOC124805767, Hydra|LOC101235287, Hydra|LOC100213237, Hydra|LOC100203972, Hydra|LOC100215462, Hydra|LOC124818722, Hydra|LOC124818140	Nematostella|LOC5514718
OG0000574	Hydra|LOC100196947, Hydra|LOC100199859	Nematostella|LOC5512906, Nematostella|LOC5520182, Nematostella|LOC116603691, Nematostella|LOC116603621
OG0000575	Hydra|LOC105850989, Hydra|LOC101235969, Hydra|LOC101235562, Hydra|LOC105848757, Hydra|LOC100206238, Hydra|LOC105845479, Hydra|LOC105846265	Nematostella|LOC5514699
OG0000577	Hydra|LOC100204665	Nematostella|LOC116603559
OG0000577	Hydra|LOC101237741	Nematostella|LOC5515227
OG0000577	Hydra|LOC100204204, Hydra|LOC101237421	Nematostella|LOC5519367
OG0000583	Hydra|LOC101239471	Nematostella|LOC5516151, Nematostella|LOC5520464
OG0000585	Hydra|LOC100197861, Hydra|LOC100213426, Hydra|LOC100200627	Nematostella|LOC116603912, Nematostella|LOC116603914, Nematostella|LOC5520565, Nematostella|LOC5520230, Nematostella|LOC5520560, Nematostella|LOC5520152
OG0000586	Hydra|LOC100201256	Nematostella|LOC5515952
OG0000586	Hydra|LOC100206613	Nematostella|LOC5515636
OG0000589	Hydra|LOC100201524, Hydra|LOC100197473, Hydra|LOC124809336	Nematostella|LOC5520876
OG0000589	Hydra|LOC105843282	Nematostella|LOC5520446
OG0000590	Hydra|LOC100207175	Nematostella|LOC5510641, Nematostella|LOC5518943, Nematostella|LOC5514649, Nematostella|LOC116614350, Nematostella|LOC116614351, Nematostella|LOC5504448, Nematostella|LOC5504449
OG0000591	Hydra|LOC100197302, Hydra|LOC100205961	Nematostella|LOC5520265
OG0000593	Hydra|LOC100198021, Hydra|LOC100206431, Hydra|LOC100192298	Nematostella|LOC5511039, Nematostella|LOC5509920, Nematostella|LOC125573897, Nematostella|LOC5516130
OG0000595	Hydra|LOC124817804, Hydra|LOC124817686, Hydra|LOC100213815, Hydra|LOC124812030, Hydra|LOC124813813, Hydra|LOC105847067, Hydra|LOC101236691, Hydra|LOC100202625, Hydra|LOC100202631, Hydra|LOC100205443, Hydra|LOC100210338	Nematostella|LOC5507557, Nematostella|LOC5522242, Nematostella|LOC5516764
