Orthogroup	longest_isoform_HydraProteins	longest_isoform_ClytiaProteins
OG0000213	Hydra|LOC105847263	Clytia|LOC_039083, Clytia|LOC_042361, Clytia|LOC_039431, Clytia|LOC_039430, Clytia|LOC_042296, Clytia|LOC_037945, Clytia|LOC_037952, Clytia|LOC_045007, Clytia|LOC_039138, Clytia|LOC_039137, Clytia|LOC_039082, Clytia|LOC_039134, Clytia|LOC_039109, Clytia|LOC_030430, Clytia|LOC_030417, Clytia|LOC_039112, Clytia|LOC_039136, Clytia|LOC_032959, Clytia|LOC_037946, Clytia|LOC_012910, Clytia|LOC_029064, Clytia|LOC_037948, Clytia|LOC_042346, Clytia|LOC_040139, Clytia|LOC_000126, Clytia|LOC_000047, Clytia|LOC_000048
OG0000214	Hydra|LOC100214606	Clytia|LOC_013572
OG0000214	Hydra|LOC100210361, Hydra|LOC100200773, Hydra|LOC100204287, Hydra|LOC100208387, Hydra|LOC100211315	Clytia|LOC_001305, Clytia|LOC_001335, Clytia|LOC_012853
OG0000218	Hydra|LOC100199496	Clytia|LOC_030794, Clytia|LOC_036043, Clytia|LOC_009449
OG0000218	Hydra|LOC100199604	Clytia|LOC_036042
OG0000219	Hydra|LOC100201053, Hydra|LOC100197241, Hydra|LOC101240448, Hydra|LOC124806999	Clytia|LOC_044296, Clytia|LOC_044298, Clytia|LOC_003370, Clytia|LOC_044436, Clytia|LOC_044437, Clytia|LOC_044297, Clytia|LOC_043867, Clytia|LOC_043896
OG0000220	Hydra|LOC124813933	Clytia|LOC_038238, Clytia|LOC_018308
OG0000220	Hydra|LOC124811158, Hydra|LOC124812545, Hydra|LOC124818113	Clytia|LOC_025956
OG0000220	Hydra|LOC101236360, Hydra|LOC124813989	Clytia|LOC_004562, Clytia|LOC_038615, Clytia|LOC_009923
OG0000221	Hydra|LOC105843802, Hydra|LOC124816024, Hydra|LOC105844459, Hydra|LOC105844903	Clytia|LOC_004593
OG0000221	Hydra|LOC124805799, Hydra|LOC101236864	Clytia|LOC_007532
OG0000222	Hydra|LOC101234955	Clytia|LOC_006561, Clytia|LOC_006528, Clytia|LOC_045427, Clytia|LOC_013725, Clytia|LOC_037515, Clytia|LOC_040111, Clytia|LOC_041400, Clytia|LOC_038422
OG0000223	Hydra|LOC124818556	Clytia|LOC_007998, Clytia|LOC_021056
OG0000226	Hydra|LOC105844386, Hydra|LOC124819254	Clytia|LOC_014089, Clytia|LOC_013058, Clytia|LOC_014105, Clytia|LOC_017296
OG0000226	Hydra|LOC105845143, Hydra|LOC124816033, Hydra|LOC105847278, Hydra|LOC124816032, Hydra|LOC124810297, Hydra|LOC105844578	Clytia|LOC_029263
OG0000226	Hydra|LOC105850060, Hydra|LOC124816956, Hydra|LOC105846126	Clytia|LOC_017102
OG0000228	Hydra|LOC105846448, Hydra|LOC105844975	Clytia|LOC_025631
OG0000229	Hydra|LOC124810624, Hydra|LOC124806315, Hydra|LOC101241859, Hydra|LOC105846419, Hydra|LOC101241636, Hydra|LOC124806559	Clytia|LOC_026488
OG0000244	Hydra|LOC100207598	Clytia|LOC_001828
OG0000247	Hydra|LOC124810406, Hydra|LOC124812105, Hydra|LOC124817297, Hydra|LOC124813219, Hydra|LOC124810038, Hydra|LOC124806531, Hydra|LOC105849056, Hydra|LOC124809880, Hydra|LOC105843760, Hydra|LOC105843659, Hydra|LOC105850149, Hydra|LOC124813804, Hydra|LOC124811602, Hydra|LOC100199509, Hydra|LOC124815968, Hydra|LOC124816849, Hydra|LOC124815644, Hydra|LOC124818542, Hydra|LOC105850155, Hydra|LOC105847011, Hydra|LOC124814837	Clytia|LOC_003365
OG0000249	Hydra|LOC100197171, Hydra|LOC100204510, Hydra|LOC100209120, Hydra|LOC100208032	Clytia|LOC_033026, Clytia|LOC_014697, Clytia|LOC_029265, Clytia|LOC_039351, Clytia|LOC_044359, Clytia|LOC_014696, Clytia|LOC_044358, Clytia|LOC_034610, Clytia|LOC_034590, Clytia|LOC_044293, Clytia|LOC_038072
OG0000258	Hydra|LOC124818117, Hydra|LOC124816047, Hydra|LOC105846301	Clytia|LOC_025573, Clytia|LOC_014601, Clytia|LOC_016508, Clytia|LOC_042164, Clytia|LOC_000371, Clytia|LOC_024452, Clytia|LOC_019753, Clytia|LOC_000422, Clytia|LOC_036328, Clytia|LOC_020973, Clytia|LOC_007771, Clytia|LOC_021397, Clytia|LOC_031607, Clytia|LOC_012738, Clytia|LOC_018299, Clytia|LOC_037445, Clytia|LOC_042225, Clytia|LOC_024303, Clytia|LOC_030318
OG0000261	Hydra|LOC100209288, Hydra|LOC124812583, Hydra|LOC100205022	Clytia|LOC_012602, Clytia|LOC_002012
OG0000261	Hydra|LOC100202104	Clytia|LOC_014168
OG0000264	Hydra|LOC124807762, Hydra|LOC124818853	Clytia|LOC_009295
OG0000265	Hydra|LOC124814091	Clytia|LOC_044647, Clytia|LOC_041873
OG0000265	Hydra|LOC124815064	Clytia|LOC_013471, Clytia|LOC_041519, Clytia|LOC_017493
OG0000267	Hydra|LOC105849293	Clytia|LOC_019739, Clytia|LOC_033609
OG0000269	Hydra|LOC124817363, Hydra|LOC105848495, Hydra|LOC124814540, Hydra|LOC105849347, Hydra|LOC124817491, Hydra|LOC105846174, Hydra|LOC105849590, Hydra|LOC105847275, Hydra|LOC124817339, Hydra|LOC124810200, Hydra|LOC105848140, Hydra|LOC105847802, Hydra|LOC100197356, Hydra|LOC100204426, Hydra|LOC105844403, Hydra|LOC105845672, Hydra|LOC124814751, Hydra|LOC105845187, Hydra|LOC124814758, Hydra|LOC101234475, Hydra|LOC105843481	Clytia|LOC_033264, Clytia|LOC_033262, Clytia|LOC_031147
OG0000277	Hydra|LOC100210263, Hydra|LOC105847872	Clytia|LOC_009456, Clytia|LOC_010944
OG0000277	Hydra|LOC100206535	Clytia|LOC_005670
OG0000277	Hydra|LOC100209857	Clytia|LOC_011667
OG0000277	Hydra|LOC100199733	Clytia|LOC_000059, Clytia|LOC_000130
OG0000279	Hydra|LOC100202877	Clytia|LOC_030117
OG0000279	Hydra|LOC100204232	Clytia|LOC_000977
OG0000279	Hydra|LOC100201806	Clytia|LOC_003372
OG0000280	Hydra|LOC100199058	Clytia|LOC_011505
OG0000280	Hydra|LOC100197870	Clytia|LOC_008533
OG0000281	Hydra|LOC100212485, Hydra|LOC100207889	Clytia|LOC_016957
OG0000283	Hydra|LOC101235722, Hydra|LOC124813622, Hydra|LOC105848724, Hydra|LOC124809811, Hydra|LOC124808666, Hydra|LOC105846153, Hydra|LOC105843126, Hydra|LOC105850527, Hydra|LOC105850609, Hydra|LOC105843398, Hydra|LOC105843356, Hydra|LOC105843450, Hydra|LOC105843480, Hydra|LOC105844970, Hydra|LOC124817167, Hydra|LOC124816244, Hydra|LOC124805898, Hydra|LOC105848332, Hydra|LOC105846710, Hydra|LOC105849638, Hydra|LOC105844348	Clytia|LOC_010937
OG0000284	Hydra|LOC124806157, Hydra|LOC124814268, Hydra|LOC124813646, Hydra|LOC124813545, Hydra|LOC124816589, Hydra|LOC124809156, Hydra|LOC124812667, Hydra|LOC124814280, Hydra|LOC124807566, Hydra|LOC124811086, Hydra|LOC124815406	Clytia|LOC_024165, Clytia|LOC_011078, Clytia|LOC_020167, Clytia|LOC_013873, Clytia|LOC_021894
OG0000286	Hydra|LOC124816007, Hydra|LOC124816009, Hydra|LOC124814403, Hydra|LOC105849026, Hydra|LOC101234789, Hydra|LOC124808318, Hydra|LOC124819084, Hydra|LOC124814450, Hydra|LOC105849334, Hydra|LOC124818669, Hydra|LOC124815251	Clytia|LOC_015257
OG0000290	Hydra|LOC100215474	Clytia|LOC_043827
OG0000291	Hydra|LOC100213238	Clytia|LOC_038146
OG0000302	Hydra|LOC105848740, Hydra|LOC100214312, Hydra|LOC100203068, Hydra|LOC124806889, Hydra|LOC105849065, Hydra|LOC124807277, Hydra|LOC105849192, Hydra|LOC124807252, Hydra|LOC124815937, Hydra|LOC105846311, Hydra|LOC124808919, Hydra|LOC124812108, Hydra|LOC105843300	Clytia|LOC_033323, Clytia|LOC_031587, Clytia|LOC_042234, Clytia|LOC_011869, Clytia|LOC_031546, Clytia|LOC_001428
OG0000304	Hydra|LOC100206771	Clytia|LOC_034583
OG0000304	Hydra|LOC101238869	Clytia|LOC_005719, Clytia|LOC_002744
OG0000305	Hydra|LOC101239492	Clytia|LOC_003725, Clytia|LOC_031269
OG0000308	Hydra|LOC124816082	Clytia|LOC_005081, Clytia|LOC_019979
OG0000308	Hydra|LOC124806263, Hydra|LOC124809494, Hydra|LOC124818199, Hydra|LOC101236230, Hydra|LOC105845665, Hydra|LOC124814676	Clytia|LOC_020060
OG0000309	Hydra|LOC124815122	Clytia|LOC_007510
OG0000309	Hydra|LOC124815663, Hydra|LOC124809068, Hydra|LOC124809118	Clytia|LOC_027869, Clytia|LOC_035082, Clytia|LOC_042732, Clytia|LOC_040382
OG0000310	Hydra|LOC100202503	Clytia|LOC_044479
OG0000310	Hydra|LOC100201778	Clytia|LOC_034852
OG0000310	Hydra|LOC100203385, Hydra|LOC100200988, Hydra|LOC100200849	Clytia|LOC_016635, Clytia|LOC_043847
OG0000312	Hydra|LOC124816306, Hydra|LOC124814848, Hydra|LOC124812336, Hydra|LOC124814334, Hydra|LOC124813246, Hydra|LOC124808242, Hydra|LOC124813211, Hydra|LOC124807335, Hydra|LOC124811538, Hydra|LOC124809267, Hydra|LOC124809818, Hydra|LOC124812195, Hydra|LOC124817810, Hydra|LOC124806101, Hydra|LOC124818945, Hydra|LOC124806716, Hydra|LOC124810743, Hydra|LOC124808060, Hydra|LOC124809232, Hydra|LOC124814265, Hydra|LOC124816040, Hydra|LOC105849187	Clytia|LOC_019618
OG0000313	Hydra|LOC124809586, Hydra|LOC124819080, Hydra|LOC124817611, Hydra|LOC124817986, Hydra|LOC124805844, Hydra|LOC124806369, Hydra|LOC124815494, Hydra|LOC124816611, Hydra|LOC124812707, Hydra|LOC124817983, Hydra|LOC124814942, Hydra|LOC105845514, Hydra|LOC124818665, Hydra|LOC124810625, Hydra|LOC124811684, Hydra|LOC124817911, Hydra|LOC101241653, Hydra|LOC124817915, Hydra|LOC124817705, Hydra|LOC124814060, Hydra|LOC124812293, Hydra|LOC105849005, Hydra|LOC124807389	Clytia|LOC_021185
OG0000314	Hydra|LOC124812533	Clytia|LOC_043818, Clytia|LOC_043799, Clytia|LOC_021969
OG0000315	Hydra|LOC124816057, Hydra|LOC124807591, Hydra|LOC124818262, Hydra|LOC124806174, Hydra|LOC124813850, Hydra|LOC124806935, Hydra|LOC124806962, Hydra|LOC124809393, Hydra|LOC101235801, Hydra|LOC124810865, Hydra|LOC124813784, Hydra|LOC124817556, Hydra|LOC124813899, Hydra|LOC124810329, Hydra|LOC124813922, Hydra|LOC124818163, Hydra|LOC124811255, Hydra|LOC124817010, Hydra|LOC124809339, Hydra|LOC124816103, Hydra|LOC124808568, Hydra|LOC124819085	Clytia|LOC_033195
OG0000316	Hydra|LOC124818137, Hydra|LOC124813297, Hydra|LOC124809163, Hydra|LOC105845681, Hydra|LOC124809824, Hydra|LOC124812218, Hydra|LOC124816211, Hydra|LOC124816212, Hydra|LOC124813534	Clytia|LOC_038937
OG0000334	Hydra|LOC124819151	Clytia|LOC_023664, Clytia|LOC_043801, Clytia|LOC_005481, Clytia|LOC_044564, Clytia|LOC_024843, Clytia|LOC_016741, Clytia|LOC_029664
OG0000336	Hydra|LOC100204715, Hydra|LOC100201090	Clytia|LOC_019217
OG0000336	Hydra|LOC100209245, Hydra|LOC105849771, Hydra|LOC101234338	Clytia|LOC_029184, Clytia|LOC_006014, Clytia|LOC_006013, Clytia|LOC_045249, Clytia|LOC_045232
OG0000337	Hydra|LOC100213007	Clytia|LOC_008668, Clytia|LOC_008658
OG0000338	Hydra|LOC100197517, Hydra|LOC101234389, Hydra|LOC100210741, Hydra|LOC124809956, Hydra|LOC100204244, Hydra|LOC100212352, Hydra|LOC105846765, Hydra|LOC100215796, Hydra|LOC100210326, Hydra|LOC100204502	Clytia|LOC_040056
OG0000339	Hydra|LOC105845061, Hydra|LOC105848891, Hydra|LOC105844099	Clytia|LOC_007143, Clytia|LOC_007144, Clytia|LOC_030032, Clytia|LOC_030035
OG0000340	Hydra|LOC124806663	Clytia|LOC_015680
OG0000340	Hydra|LOC124818536, Hydra|LOC124805950, Hydra|LOC124811622, Hydra|LOC124807667, Hydra|LOC124807648, Hydra|LOC124812158, Hydra|LOC124807070, Hydra|LOC124811102, Hydra|LOC124814359, Hydra|LOC124810450, Hydra|LOC124810389, Hydra|LOC124811095, Hydra|LOC124810415, Hydra|LOC124817367, Hydra|LOC124807594	Clytia|LOC_008020, Clytia|LOC_019894
OG0000341	Hydra|LOC100202036, Hydra|LOC100206987	Clytia|LOC_011689, Clytia|LOC_011684, Clytia|LOC_021750, Clytia|LOC_040487, Clytia|LOC_033009
OG0000341	Hydra|LOC100201545	Clytia|LOC_009088
OG0000343	Hydra|LOC124818701, Hydra|LOC105843704	Clytia|LOC_020025, Clytia|LOC_022135
OG0000343	Hydra|LOC124806296	Clytia|LOC_035136, Clytia|LOC_031411, Clytia|LOC_035403, Clytia|LOC_011057
OG0000343	Hydra|LOC124816972	Clytia|LOC_035402
OG0000344	Hydra|LOC100214111	Clytia|LOC_038326, Clytia|LOC_014578
OG0000347	Hydra|LOC124816101, Hydra|LOC124814900	Clytia|LOC_016387, Clytia|LOC_017615
OG0000348	Hydra|LOC100206629	Clytia|LOC_038570, Clytia|LOC_032982
OG0000348	Hydra|LOC105846103, Hydra|LOC100198468, Hydra|LOC105846088, Hydra|LOC100201161, Hydra|LOC105846111	Clytia|LOC_019175, Clytia|LOC_031691
OG0000349	Hydra|LOC124818599	Clytia|LOC_023228
OG0000349	Hydra|LOC124806164, Hydra|LOC124812075	Clytia|LOC_026172, Clytia|LOC_020450, Clytia|LOC_020922
OG0000350	Hydra|LOC100197857, Hydra|LOC124816283, Hydra|LOC105845272, Hydra|LOC124808865, Hydra|LOC124813956, Hydra|LOC124819105, Hydra|LOC105848753, Hydra|LOC124809380, Hydra|LOC124809383, Hydra|LOC124816193, Hydra|LOC105850847, Hydra|LOC124806000, Hydra|LOC124818987, Hydra|LOC124817279, Hydra|LOC124806478, Hydra|LOC124810314, Hydra|LOC124811261, Hydra|LOC124809985, Hydra|LOC124811366, Hydra|LOC124808083, Hydra|LOC124818494	Clytia|LOC_036007, Clytia|LOC_028100
OG0000361	Hydra|LOC105843840	Clytia|LOC_000178
OG0000363	Hydra|LOC100206928, Hydra|LOC100207915	Clytia|LOC_040444, Clytia|LOC_001573, Clytia|LOC_039495, Clytia|LOC_044987
OG0000364	Hydra|LOC105843652, Hydra|LOC105846181, Hydra|LOC105850534, Hydra|LOC105843864, Hydra|LOC105849367, Hydra|LOC100201506, Hydra|LOC105843664, Hydra|LOC105846167, Hydra|LOC105847055, Hydra|LOC105847418, Hydra|LOC105843460, Hydra|LOC105846093, Hydra|LOC101236634, Hydra|LOC105843863, Hydra|LOC100201473, Hydra|LOC124818155, Hydra|LOC101241106, Hydra|LOC105847086, Hydra|LOC105845905, Hydra|LOC105845954, Hydra|LOC124817087	Clytia|LOC_001755
OG0000365	Hydra|LOC100209150, Hydra|LOC100203629, Hydra|LOC105844579	Clytia|LOC_004359, Clytia|LOC_039074, Clytia|LOC_030309, Clytia|LOC_033663, Clytia|LOC_033648, Clytia|LOC_036468, Clytia|LOC_002942, Clytia|LOC_039941, Clytia|LOC_029427, Clytia|LOC_040770, Clytia|LOC_033536
OG0000367	Hydra|LOC100213885	Clytia|LOC_009362, Clytia|LOC_004104, Clytia|LOC_004103
OG0000369	Hydra|LOC100205709, Hydra|LOC124806016, Hydra|LOC124806003, Hydra|LOC100205257, Hydra|LOC105849737, Hydra|LOC124817219, Hydra|LOC105846466, Hydra|LOC124808797, Hydra|LOC100215273, Hydra|LOC100197123, Hydra|LOC101240212	Clytia|LOC_021508, Clytia|LOC_021511, Clytia|LOC_042288, Clytia|LOC_042287, Clytia|LOC_005348, Clytia|LOC_042520
OG0000370	Hydra|LOC105850852, Hydra|LOC124808207	Clytia|LOC_034930, Clytia|LOC_006383
OG0000374	Hydra|LOC100200569	Clytia|LOC_020004, Clytia|LOC_020006
OG0000376	Hydra|LOC124807925, Hydra|LOC124811292, Hydra|LOC124810322	Clytia|LOC_040155, Clytia|LOC_027100
OG0000377	Hydra|LOC105843326, Hydra|LOC105843327, Hydra|LOC105845470, Hydra|LOC101237735, Hydra|LOC105845005, Hydra|LOC101240970, Hydra|LOC100207736	Clytia|LOC_042390, Clytia|LOC_042391, Clytia|LOC_036220
OG0000378	Hydra|LOC124806414, Hydra|LOC124811686, Hydra|LOC124815984, Hydra|LOC101239424	Clytia|LOC_039339
OG0000394	Hydra|LOC100210525	Clytia|LOC_017206, Clytia|LOC_030298
OG0000394	Hydra|LOC100206475	Clytia|LOC_039358
OG0000394	Hydra|LOC105843944, Hydra|LOC100211568	Clytia|LOC_033452
OG0000394	Hydra|LOC100198324	Clytia|LOC_030916
OG0000398	lrr-2	Clytia|LOC_001787, Clytia|LOC_025863, Clytia|LOC_037378, Clytia|LOC_002558, Clytia|LOC_002530, Clytia|LOC_002581
OG0000398	Hydra|LOC105847914	Clytia|LOC_038366, Clytia|LOC_024393, Clytia|LOC_013350, Clytia|LOC_044457, Clytia|LOC_017672, Clytia|LOC_024394, Clytia|LOC_035741
OG0000400	Hydra|LOC100204954	Clytia|LOC_044823
OG0000400	Hydra|LOC100208676	Clytia|LOC_003579
OG0000400	Hydra|LOC100199754	Clytia|LOC_030379
OG0000400	Hydra|LOC100212826	Clytia|LOC_038671
OG0000400	Hydra|LOC100211987	Clytia|LOC_001844
OG0000401	Hydra|LOC100210722, Hydra|LOC100205448	Clytia|LOC_002110
OG0000401	Hydra|LOC100198882, Hydra|LOC100206156	Clytia|LOC_002084
OG0000402	Hydra|LOC124816000	Clytia|LOC_011034, Clytia|LOC_003240
OG0000403	Hydra|LOC100196960	Clytia|LOC_003334
OG0000404	Hydra|LOC100209688, Hydra|LOC100215198, Hydra|LOC100205453, Hydra|LOC105846370, Hydra|LOC100202910	Clytia|LOC_020083
OG0000404	Hydra|LOC100212587	Clytia|LOC_003678
OG0000405	Hydra|LOC101236485, Hydra|LOC105849595, Hydra|LOC105844666, Hydra|LOC100213859	Clytia|LOC_035853, Clytia|LOC_035854, Clytia|LOC_035825, Clytia|LOC_023186, Clytia|LOC_004674, Clytia|LOC_036665, Clytia|LOC_018105
OG0000406	Hydra|LOC100212249	Clytia|LOC_004928
OG0000409	Hydra|LOC100215181	Clytia|LOC_031873
OG0000409	Hydra|LOC100206874, Hydra|LOC100209159	Clytia|LOC_031871, Clytia|LOC_031872, Clytia|LOC_006993
OG0000409	Hydra|LOC100200950	Clytia|LOC_037277, Clytia|LOC_039646, Clytia|LOC_008003
OG0000411	Hydra|LOC100214228	Clytia|LOC_009058
OG0000411	Hydra|LOC105845539	Clytia|LOC_043051, Clytia|LOC_043740
OG0000414	Hydra|LOC100212614	Clytia|LOC_009053, Clytia|LOC_009060, Clytia|LOC_009059
OG0000415	Hydra|LOC100201434, Hydra|LOC100197483, Hydra|LOC101237488	Clytia|LOC_017744, Clytia|LOC_026811, Clytia|LOC_017745, Clytia|LOC_017739
OG0000416	Hydra|LOC100200589, Hydra|LOC100212316	Clytia|LOC_028653, Clytia|LOC_024024, Clytia|LOC_020329
OG0000417	Hydra|LOC124812011, Hydra|LOC124816119, Hydra|LOC124813827, Hydra|LOC124811132, Hydra|LOC124806972, Hydra|LOC124812660, Hydra|LOC105844416, Hydra|LOC124813499, Hydra|LOC105843259, Hydra|LOC105851041, Hydra|LOC105848785, Hydra|LOC105848812, Hydra|LOC105847375, Hydra|LOC124806879, Hydra|LOC124813708, Hydra|LOC124808377, Hydra|LOC105849372, Hydra|LOC105849245, Hydra|LOC124811011, Hydra|LOC124815707	Clytia|LOC_038977
OG0000430	Hydra|LOC124809697, Hydra|LOC105844031	Clytia|LOC_034461
OG0000430	Hydra|LOC101235146	Clytia|LOC_001058, Clytia|LOC_001057, Clytia|LOC_006932
OG0000436	Hydra|LOC100205067	Clytia|LOC_003958
OG0000436	Hydra|LOC101238114	Clytia|LOC_008532
OG0000436	Hydra|LOC100213119	Clytia|LOC_029916, Clytia|LOC_027959, Clytia|LOC_029143, Clytia|LOC_029918
OG0000437	Hydra|LOC105847897, Hydra|LOC105846236, Hydra|LOC101237961	Clytia|LOC_031807, Clytia|LOC_029284, Clytia|LOC_004118
OG0000439	Hydra|LOC100213023, Hydra|LOC100214050, Hydra|LOC100198828, Hydra|LOC124818150, Hydra|LOC100215733, Hydra|LOC124808093, Hydra|LOC124808094, Hydra|LOC124808092, Hydra|LOC100206471, Hydra|LOC100203264, Hydra|LOC100212883, Hydra|LOC100214165, Hydra|LOC100213900, Hydra|LOC100201043, Hydra|LOC100199838, Hydra|LOC124806633	Clytia|LOC_017895, Clytia|LOC_006316, Clytia|LOC_042208
OG0000440	Hydra|LOC100211951	Clytia|LOC_040609, Clytia|LOC_040607
OG0000441	Hydra|LOC105846732, Hydra|LOC100215816, Hydra|LOC101238234, Hydra|LOC105843697, Hydra|LOC124812477, Hydra|LOC100197702, Hydra|LOC101235962, Hydra|LOC105848291, Hydra|LOC105844508, Hydra|LOC101238498	Clytia|LOC_009851
OG0000444	Hydra|LOC100213595	Clytia|LOC_014077
OG0000447	Hydra|LOC124806606, Hydra|LOC105849914, Hydra|LOC124806623, Hydra|LOC124818179	Clytia|LOC_035336, Clytia|LOC_022327, Clytia|LOC_045211, Clytia|LOC_026439, Clytia|LOC_026438, Clytia|LOC_037876, Clytia|LOC_037875, Clytia|LOC_021993, Clytia|LOC_021994, Clytia|LOC_030270, Clytia|LOC_030275
OG0000449	Hydra|LOC100198055	Clytia|LOC_033440
OG0000450	Hydra|LOC105844041	Clytia|LOC_033799, Clytia|LOC_033841
OG0000450	Hydra|LOC105848843, Hydra|LOC105844245	Clytia|LOC_041981
OG0000451	Hydra|LOC124812556	Clytia|LOC_045301
OG0000471	Hydra|LOC101239942	Clytia|LOC_027753, Clytia|LOC_022362
OG0000472	Hydra|LOC101237218, Hydra|LOC105848448	Clytia|LOC_039663, Clytia|LOC_001181, Clytia|LOC_039662
OG0000474	Hydra|LOC100204993	Clytia|LOC_008506
OG0000474	Hydra|LOC100208998	Clytia|LOC_018332, Clytia|LOC_001814, Clytia|LOC_040779
OG0000476	Hydra|LOC100214212	Clytia|LOC_029728
OG0000476	Hydra|LOC100214668, Hydra|LOC100215901, Hydra|LOC100199191	Clytia|LOC_006366, Clytia|LOC_004215
OG0000477	Hydra|LOC100205872	Clytia|LOC_026826, Clytia|LOC_019858, Clytia|LOC_004295, Clytia|LOC_016502
OG0000477	Hydra|LOC124812199, Hydra|LOC101236146, Hydra|LOC124813212, Hydra|LOC100198382	Clytia|LOC_033540
OG0000478	Hydra|LOC101234579, Hydra|LOC124807596, Hydra|LOC100207622	Clytia|LOC_039390, Clytia|LOC_039400
OG0000478	Hydra|LOC100212592	Clytia|LOC_009789, Clytia|LOC_009804
OG0000480	Hydra|LOC100198016	Clytia|LOC_012101
OG0000480	Hydra|LOC100210404, Hydra|LOC100206868	Clytia|LOC_005176
OG0000481	Hydra|LOC100206174	Clytia|LOC_040553, Clytia|LOC_005196
OG0000481	Hydra|LOC100211974	Clytia|LOC_012873
OG0000482	Hydra|LOC100206938	Clytia|LOC_008167
OG0000483	Hydra|LOC124814459, Hydra|LOC124807001, Hydra|LOC124814015, Hydra|LOC124808648, Hydra|LOC124817254, Hydra|LOC124815412, Hydra|LOC124809544, Hydra|LOC124809546, Hydra|LOC105846545, Hydra|LOC124812589, Hydra|LOC124816114, Hydra|LOC101239273, Hydra|LOC124814919	Clytia|LOC_038009, Clytia|LOC_008294
OG0000484	Hydra|LOC105845009, Hydra|LOC124819118	Clytia|LOC_030334
OG0000484	Hydra|LOC124814609, Hydra|LOC124818146, Hydra|LOC124819038, Hydra|LOC124816348, Hydra|LOC101240758, Hydra|LOC101241578	Clytia|LOC_035392, Clytia|LOC_035388, Clytia|LOC_009294
OG0000486	Hydra|LOC124812251, Hydra|LOC100198963, Hydra|LOC100213209, Hydra|LOC124817226, Hydra|LOC100209412	Clytia|LOC_045208, Clytia|LOC_010627, Clytia|LOC_037362, Clytia|LOC_010626
OG0000487	Hydra|LOC124808516, Hydra|LOC124815037, Hydra|LOC124814269, Hydra|LOC124819143, Hydra|LOC124819047	Clytia|LOC_039374, Clytia|LOC_015876, Clytia|LOC_014287, Clytia|LOC_033678, Clytia|LOC_010682, Clytia|LOC_012588
OG0000489	Hydra|LOC101236232	Clytia|LOC_021487
OG0000489	Hydra|LOC101237007	Clytia|LOC_040934
OG0000490	Hydra|LOC100198129, Hydra|LOC100212526, Hydra|LOC100209538, Hydra|LOC100215130, Hydra|LOC100199638	Clytia|LOC_014135
OG0000491	Hydra|LOC124816941, Hydra|LOC105848360, Hydra|LOC101235476, Hydra|LOC124806594, Hydra|LOC105843212, Hydra|LOC124811859, Hydra|LOC105848809, Hydra|LOC124809387, Hydra|LOC105843139, Hydra|LOC124814107, Hydra|LOC105843965, Hydra|LOC105848251, Hydra|LOC124812709, Hydra|LOC124808270, Hydra|LOC124815639, Hydra|LOC101236289, Hydra|LOC124809652	Clytia|LOC_014146
OG0000492	Hydra|LOC124819203	Clytia|LOC_022316, Clytia|LOC_045315, Clytia|LOC_016259, Clytia|LOC_021708, Clytia|LOC_021577, Clytia|LOC_032765, Clytia|LOC_036296, Clytia|LOC_025276, Clytia|LOC_026166, Clytia|LOC_021298, Clytia|LOC_039753, Clytia|LOC_039746, Clytia|LOC_022058
OG0000494	Hydra|LOC124806224	Clytia|LOC_025961
OG0000494	Hydra|LOC124817091, Hydra|LOC124809107	Clytia|LOC_020683
OG0000495	Hydra|LOC124817620, Hydra|LOC105848909, Hydra|LOC124811568, Hydra|LOC124808882, Hydra|LOC124814707, Hydra|LOC124818147, Hydra|LOC124815518, Hydra|LOC124816062, Hydra|LOC124813936, Hydra|LOC124815477, Hydra|LOC124808842, Hydra|LOC124808841, Hydra|LOC124807354, Hydra|LOC124818586, Hydra|LOC124814271, Hydra|LOC124818834	Clytia|LOC_023624
OG0000496	Hydra|LOC124814981	Clytia|LOC_035540, Clytia|LOC_042659, Clytia|LOC_025407, Clytia|LOC_039470
OG0000497	Hydra|LOC100202151, Hydra|LOC101239034, Hydra|LOC100206667	Clytia|LOC_040262
OG0000515	Hydra|LOC100214221, Hydra|LOC101241654, Hydra|LOC100210916	Clytia|LOC_000476, Clytia|LOC_001003
OG0000516	Hydra|LOC100213869	Clytia|LOC_003010, Clytia|LOC_003009, Clytia|LOC_001098
OG0000516	Hydra|LOC100201684	Clytia|LOC_031827
OG0000518	Hydra|LOC105850432, Hydra|LOC101234795, Hydra|LOC105846279	Clytia|LOC_029386, Clytia|LOC_001225, Clytia|LOC_011577, Clytia|LOC_011576
OG0000522	Hydra|LOC100206725, Hydra|LOC100197138, Hydra|LOC100198821	Clytia|LOC_041976, Clytia|LOC_007029, Clytia|LOC_006965, Clytia|LOC_018539, Clytia|LOC_037365
OG0000524	Hydra|LOC105847451, Hydra|LOC100197593, Hydra|LOC101241819, Hydra|LOC100209185	Clytia|LOC_007699
OG0000527	Hydra|LOC101234350, Hydra|LOC100199215, Hydra|LOC100205261, Hydra|LOC100209306, Hydra|LOC100206071, Hydra|LOC100198875	Clytia|LOC_008961, Clytia|LOC_017426
