Orthogroup	longest_isoform_HydraProteins	longest_isoform_XeniaProteins
OG0000292	Hydra|LOC124818326, Hydra|LOC124813258, Hydra|LOC105848243, Hydra|LOC101241339, Hydra|LOC124815445, Hydra|LOC124815421, Hydra|LOC105846306, Hydra|LOC124806912, Hydra|LOC101239754, Hydra|LOC124818590, Hydra|LOC124818291, Hydra|LOC124816567, Hydra|LOC124812766, Hydra|LOC124815481, Hydra|LOC124818391, Hydra|LOC124811329, Hydra|LOC124809431, Hydra|LOC101237252, Hydra|LOC124807529, Hydra|LOC124811238, Hydra|LOC124808602, Hydra|LOC105846603, Hydra|LOC124813285, Hydra|LOC124815870	Xenia|LOC124458303
OG0000304	Hydra|LOC100206771	Xenia|LOC124447064, Xenia|LOC124446861
OG0000304	Hydra|LOC101238869	Xenia|LOC124433871
OG0000308	Hydra|LOC124816082	Xenia|LOC124457070, Xenia|LOC124455695, Xenia|LOC124455563, Xenia|LOC124436758, Xenia|LOC124438919, Xenia|LOC124455049, Xenia|LOC124448761, Xenia|LOC124457233, Xenia|LOC124447527, Xenia|LOC124447340
OG0000308	Hydra|LOC124806263, Hydra|LOC124809494, Hydra|LOC124818199, Hydra|LOC101236230, Hydra|LOC105845665, Hydra|LOC124814676	Xenia|LOC124446996, Xenia|LOC124457064
OG0000310	Hydra|LOC101239608	Xenia|LOC124441150
OG0000310	Hydra|LOC100201778, Hydra|LOC100203385, Hydra|LOC100200988, Hydra|LOC100200849	Xenia|LOC124441151
OG0000312	Hydra|LOC124816306, Hydra|LOC124814848, Hydra|LOC124812336, Hydra|LOC124814334, Hydra|LOC124813246, Hydra|LOC124808242, Hydra|LOC124813211, Hydra|LOC124807335, Hydra|LOC124811538, Hydra|LOC124809267, Hydra|LOC124809818, Hydra|LOC124812195, Hydra|LOC124817810, Hydra|LOC124806101, Hydra|LOC124818945, Hydra|LOC124806716, Hydra|LOC124810743, Hydra|LOC124808060, Hydra|LOC124809232, Hydra|LOC124814265, Hydra|LOC124816040, Hydra|LOC105849187	Xenia|LOC124448808
OG0000314	Hydra|LOC124812533	Xenia|LOC124450387, Xenia|LOC124452126, Xenia|LOC124443381, Xenia|LOC124442659, Xenia|LOC124456601, Xenia|LOC124443385, Xenia|LOC124457571, Xenia|LOC124446190, Xenia|LOC124442042, Xenia|LOC124442043, Xenia|LOC124458472, Xenia|LOC124457322, Xenia|LOC124457314, Xenia|LOC124442029, Xenia|LOC124457338, Xenia|LOC124442034, Xenia|LOC124442436, Xenia|LOC124457607, Xenia|LOC124440918, Xenia|LOC124442035
OG0000334	Hydra|LOC124819151	Xenia|LOC124455817, Xenia|LOC124452023, Xenia|LOC124435993, Xenia|LOC124456810, Xenia|LOC124455809, Xenia|LOC124436033, Xenia|LOC124454130, Xenia|LOC124446617, Xenia|LOC124444376, Xenia|LOC124455719, Xenia|LOC124450401, Xenia|LOC124452127
OG0000336	Hydra|LOC100204715, Hydra|LOC100201090, Hydra|LOC100209245, Hydra|LOC105849771, Hydra|LOC101234338	Xenia|LOC124437185
OG0000337	Hydra|LOC100213007	Xenia|LOC124446027, Xenia|LOC124445818, Xenia|LOC124445820, Xenia|LOC124445819
OG0000339	Hydra|LOC105844805, Hydra|LOC105844804, Hydra|LOC105845061, Hydra|LOC105848891, Hydra|LOC105844099	Xenia|LOC124445637, Xenia|LOC124446636, Xenia|LOC124440529, Xenia|LOC124445636
OG0000340	Hydra|LOC124812517, Hydra|LOC124806663, Hydra|LOC124818536, Hydra|LOC124805950, Hydra|LOC124811622, Hydra|LOC124807667, Hydra|LOC124807648, Hydra|LOC124812158, Hydra|LOC124807070, Hydra|LOC124811102, Hydra|LOC124814359, Hydra|LOC124810450, Hydra|LOC124810389, Hydra|LOC124811095, Hydra|LOC124810415, Hydra|LOC124817367, Hydra|LOC124807594	Xenia|LOC124451107
OG0000341	Hydra|LOC100202036, Hydra|LOC100206987, Hydra|LOC100201545	Xenia|LOC124450350, Xenia|LOC124448043
OG0000343	Hydra|LOC124806296	Xenia|LOC124458300
OG0000344	Hydra|LOC100214111	Xenia|LOC124444411, Xenia|LOC124455264, Xenia|LOC124443506, Xenia|LOC124444944, Xenia|LOC124444763, Xenia|LOC124444766, Xenia|LOC124444765
OG0000347	Hydra|LOC124816101, Hydra|LOC124814900	Xenia|LOC124443125, Xenia|LOC124453392, Xenia|LOC124457028, Xenia|LOC124453393, Xenia|LOC124449057
OG0000348	Hydra|LOC100206629, Hydra|LOC105846103, Hydra|LOC100198468, Hydra|LOC105846088, Hydra|LOC100201161, Hydra|LOC105846111	Xenia|LOC124433344, Xenia|LOC124433441, Xenia|LOC124453945, Xenia|LOC124433345, Xenia|LOC124433347, Xenia|LOC124443578
OG0000353	Hydra|LOC105844208	Xenia|LOC124444775, Xenia|LOC124436539, Xenia|LOC124436514, Xenia|LOC124436542, Xenia|LOC124436518, Xenia|LOC124436532, Xenia|LOC124436538, Xenia|LOC124436535, Xenia|LOC124436516, Xenia|LOC124436526, Xenia|LOC124436534, Xenia|LOC124436515, Xenia|LOC124436517, Xenia|LOC124436541, Xenia|LOC124436546, Xenia|LOC124437115, Xenia|LOC124437116, Xenia|LOC124437104, Xenia|LOC124437119, Xenia|LOC124436521
OG0000363	Hydra|LOC100206928, Hydra|LOC100207915	Xenia|LOC124443892
OG0000366	Hydra|LOC124807971, Hydra|LOC124807972, Hydra|LOC124807919, Hydra|LOC124807918, Hydra|LOC124816626, Hydra|LOC124816818, Hydra|LOC100203304, Hydra|LOC100202286, Hydra|LOC105844776	Xenia|LOC124449825, Xenia|LOC124449826, Xenia|LOC124452703, Xenia|LOC124452687
OG0000369	Hydra|LOC100205709, Hydra|LOC124806016, Hydra|LOC124806003, Hydra|LOC100205257, Hydra|LOC105849737, Hydra|LOC124817219, Hydra|LOC105846466, Hydra|LOC124808797, Hydra|LOC100215273, Hydra|LOC100197123, Hydra|LOC101240212	Xenia|LOC124443113
OG0000370	Hydra|LOC105850852, Hydra|LOC124808207	Xenia|LOC124433330
OG0000374	Hydra|LOC100200569	Xenia|LOC124436838, Xenia|LOC124437347, Xenia|LOC124437349, Xenia|LOC124436046, Xenia|LOC124437106, Xenia|LOC124436028, Xenia|LOC124436036, Xenia|LOC124436035, Xenia|LOC124437350, Xenia|LOC124437353, Xenia|LOC124437351, Xenia|LOC124437348, Xenia|LOC124436415, Xenia|LOC124436381
OG0000377	Hydra|LOC105843326, Hydra|LOC105843327, Hydra|LOC105845470, Hydra|LOC101237735, Hydra|LOC105845005, Hydra|LOC101240970, Hydra|LOC100207736	Xenia|LOC124459568, Xenia|LOC124451012
OG0000387	Hydra|LOC105848063	Xenia|LOC124443373, Xenia|LOC124442390, Xenia|LOC124443371, Xenia|LOC124443375, Xenia|LOC124442183, Xenia|LOC124442389, Xenia|LOC124443374, Xenia|LOC124441121, Xenia|LOC124442199, Xenia|LOC124441527, Xenia|LOC124441120, Xenia|LOC124443427, Xenia|LOC124442386, Xenia|LOC124443118, Xenia|LOC124441119, Xenia|LOC124441293, Xenia|LOC124443398, Xenia|LOC124441526, Xenia|LOC124441529, Xenia|LOC124441531
OG0000388	Hydra|LOC124816738	Xenia|LOC124435943, Xenia|LOC124454770, Xenia|LOC124456968, Xenia|LOC124449139, Xenia|LOC124434208, Xenia|LOC124457074, Xenia|LOC124455889, Xenia|LOC124455866, Xenia|LOC124457143, Xenia|LOC124448221, Xenia|LOC124453403, Xenia|LOC124452512, Xenia|LOC124438610, Xenia|LOC124441367, Xenia|LOC124456343, Xenia|LOC124456334, Xenia|LOC124436018, Xenia|LOC124456967, Xenia|LOC124455451, Xenia|LOC124449339, Xenia|LOC124452093
OG0000394	Hydra|LOC100210525, Hydra|LOC100206475, Hydra|LOC105843944, Hydra|LOC100211568, Hydra|LOC100198324	Xenia|LOC124436146, Xenia|LOC124436157
OG0000400	Hydra|LOC100204954, Hydra|LOC100208676	Xenia|LOC124438286
OG0000400	Hydra|LOC100199754, Hydra|LOC100212826, Hydra|LOC100211987	Xenia|LOC124440520, Xenia|LOC124440162
OG0000401	Hydra|LOC100210722, Hydra|LOC100205448, Hydra|LOC100198882, Hydra|LOC100206156	Xenia|LOC124449069, Xenia|LOC124449066, Xenia|LOC124449068, Xenia|LOC124447967, Xenia|LOC124447966, Xenia|LOC124447970, Xenia|LOC124447852
OG0000402	Hydra|LOC124809277	Xenia|LOC124458317, Xenia|LOC124433831
OG0000402	Hydra|LOC124816000	Xenia|LOC124458345, Xenia|LOC124454012, Xenia|LOC124447130, Xenia|LOC124454148, Xenia|LOC124453349, Xenia|LOC124439435, Xenia|LOC124448172, Xenia|LOC124447974, Xenia|LOC124451003, Xenia|LOC124449282
OG0000403	Hydra|LOC100196960	Xenia|LOC124435644, Xenia|LOC124434837, Xenia|LOC124441740, Xenia|LOC124456290, Xenia|LOC124456298, Xenia|LOC124445173, Xenia|LOC124447019, Xenia|LOC124445174, Xenia|LOC124447042, Xenia|LOC124455714, Xenia|LOC124451976, Xenia|LOC124451942, Xenia|LOC124451948, Xenia|LOC124451527, Xenia|LOC124451525, Xenia|LOC124451951, Xenia|LOC124451261
OG0000404	Hydra|LOC100209688, Hydra|LOC100215198, Hydra|LOC100205453, Hydra|LOC105846370, Hydra|LOC100202910	Xenia|LOC124454233, Xenia|LOC124454639, Xenia|LOC124454779, Xenia|LOC124454235, Xenia|LOC124454778, Xenia|LOC124454234, Xenia|LOC124441858
OG0000404	Hydra|LOC100212587	Xenia|LOC124447699
OG0000405	Hydra|LOC101236485, Hydra|LOC105849595, Hydra|LOC105844666, Hydra|LOC100213859	Xenia|LOC124447854
OG0000406	Hydra|LOC100212249	Xenia|LOC124449360, Xenia|LOC124454965, Xenia|LOC124454961, Xenia|LOC124454926, Xenia|LOC124455062, Xenia|LOC124455063, Xenia|LOC124454872, Xenia|LOC124454875, Xenia|LOC124455065, Xenia|LOC124439597, Xenia|LOC124439595, Xenia|LOC124439596, Xenia|LOC124438584, Xenia|LOC124447101, Xenia|LOC124454398, Xenia|LOC124454447
OG0000409	Hydra|LOC100215181, Hydra|LOC100206874, Hydra|LOC100209159, Hydra|LOC100212224, Hydra|LOC100200950	Xenia|LOC124447255, Xenia|LOC124442350
OG0000411	Hydra|LOC100214228	Xenia|LOC124443609
OG0000411	Hydra|LOC105845539	Xenia|LOC124453549
OG0000414	Hydra|LOC100212614	Xenia|LOC124437592, Xenia|LOC124455468, Xenia|LOC124449789, Xenia|LOC124443944, Xenia|LOC124455718, Xenia|LOC124455556, Xenia|LOC124455750, Xenia|LOC124452150
OG0000416	Hydra|LOC100200589, Hydra|LOC100212316	Xenia|LOC124444231, Xenia|LOC124444541, Xenia|LOC124444224, Xenia|LOC124444836, Xenia|LOC124444835, Xenia|LOC124443864
OG0000423	Hydra|LOC105848150, Hydra|LOC124806518	Xenia|LOC124458320, Xenia|LOC124445237, Xenia|LOC124445243, Xenia|LOC124445238, Xenia|LOC124449194
OG0000424	Hydra|LOC101237440	Xenia|LOC124436622, Xenia|LOC124436778, Xenia|LOC124451062, Xenia|LOC124441895, Xenia|LOC124441726, Xenia|LOC124440450, Xenia|LOC124440473, Xenia|LOC124440767, Xenia|LOC124437204, Xenia|LOC124440493, Xenia|LOC124440502, Xenia|LOC124448106, Xenia|LOC124448764, Xenia|LOC124448102, Xenia|LOC124440462, Xenia|LOC124440482
OG0000430	Hydra|LOC124809697, Hydra|LOC105844031, Hydra|LOC101235146	Xenia|LOC124433838
OG0000436	Hydra|LOC100205067	Xenia|LOC124440479
OG0000436	Hydra|LOC101238114, Hydra|LOC100213119	Xenia|LOC124439872, Xenia|LOC124440783
OG0000437	Hydra|LOC105847897, Hydra|LOC105846236, Hydra|LOC101237961	Xenia|LOC124453238, Xenia|LOC124455460, Xenia|LOC124455459, Xenia|LOC124455640, Xenia|LOC124455638, Xenia|LOC124455637
OG0000440	Hydra|LOC100211951	Xenia|LOC124457828, Xenia|LOC124442173
OG0000441	Hydra|LOC105846732, Hydra|LOC100215816, Hydra|LOC101238234, Hydra|LOC105843697, Hydra|LOC124812477, Hydra|LOC100197702, Hydra|LOC101235962, Hydra|LOC105848291, Hydra|LOC105844508, Hydra|LOC101238498	Xenia|LOC124434673, Xenia|LOC124448238, Xenia|LOC124448237
OG0000444	Hydra|LOC100213595	Xenia|LOC124457309, Xenia|LOC124458429, Xenia|LOC124442867, Xenia|LOC124458424, Xenia|LOC124458427, Xenia|LOC124458488, Xenia|LOC124457297, Xenia|LOC124442041, Xenia|LOC124442037, Xenia|LOC124457354, Xenia|LOC124440970, Xenia|LOC124442026, Xenia|LOC124442022, Xenia|LOC124442024, Xenia|LOC124442870, Xenia|LOC124441576
OG0000449	Hydra|LOC100198055	Xenia|LOC124446295, Xenia|LOC124436086
OG0000450	Hydra|LOC105844041, Hydra|LOC105848843, Hydra|LOC105844245	Xenia|LOC124457686, Xenia|LOC124458226, Xenia|LOC124457991, Xenia|LOC124458211, Xenia|LOC124455668, Xenia|LOC124449081, Xenia|LOC124440136
OG0000454	Hydra|LOC124815915, Hydra|LOC124819164, Hydra|LOC124813691, Hydra|LOC124807444, Hydra|LOC124817866, Hydra|LOC124819019, Hydra|LOC124806407, Hydra|LOC124812160, Hydra|LOC124808421, Hydra|LOC105848609, Hydra|LOC124805792, Hydra|LOC124808448, Hydra|LOC124811590, Hydra|LOC124808479, Hydra|LOC124819051, Hydra|LOC105849646, Hydra|LOC124808008, Hydra|LOC124816505, Hydra|LOC124817089	Xenia|LOC124442059
OG0000471	Hydra|LOC101239942	Xenia|LOC124440070, Xenia|LOC124455041, Xenia|LOC124455038, Xenia|LOC124455040, Xenia|LOC124442828
OG0000472	Hydra|LOC101240498, Hydra|LOC105846933, Hydra|LOC100205374, Hydra|LOC105847264, Hydra|LOC124816015, Hydra|LOC105847360, Hydra|LOC101237218, Hydra|LOC105848448	Xenia|LOC124434089, Xenia|LOC124435232
OG0000474	Hydra|LOC100204993, Hydra|LOC100208998	Xenia|LOC124447165, Xenia|LOC124445314, Xenia|LOC124452548
OG0000476	Hydra|LOC100214212	Xenia|LOC124436435
OG0000476	Hydra|LOC100199191	Xenia|LOC124436437
OG0000478	Hydra|LOC101234579, Hydra|LOC124807596, Hydra|LOC100207622, Hydra|LOC100212592	Xenia|LOC124436852, Xenia|LOC124438356, Xenia|LOC124443946, Xenia|LOC124444486, Xenia|LOC124446116
OG0000480	Hydra|LOC100198016	Xenia|LOC124457929
OG0000480	Hydra|LOC100210404, Hydra|LOC100206868	Xenia|LOC124444659
OG0000481	Hydra|LOC100203636, Hydra|LOC100210959, Hydra|LOC100198891, Hydra|LOC100206174	Xenia|LOC124437074
OG0000482	Hydra|LOC100206938	Xenia|LOC124441043, Xenia|LOC124442733, Xenia|LOC124442734, Xenia|LOC124441053, Xenia|LOC124442732, Xenia|LOC124441022, Xenia|LOC124441044, Xenia|LOC124441021, Xenia|LOC124441024, Xenia|LOC124441042, Xenia|LOC124441025, Xenia|LOC124441041, Xenia|LOC124442735, Xenia|LOC124441023, Xenia|LOC124441020
OG0000484	Hydra|LOC105845009, Hydra|LOC124819118, Hydra|LOC124814609, Hydra|LOC124818146, Hydra|LOC124819038, Hydra|LOC124816348, Hydra|LOC101240758, Hydra|LOC101241578	Xenia|LOC124459414, Xenia|LOC124446360, Xenia|LOC124436024, Xenia|LOC124436000, Xenia|LOC124448158, Xenia|LOC124446225, Xenia|LOC124436098
OG0000486	Hydra|LOC124812251, Hydra|LOC100198963, Hydra|LOC100213209, Hydra|LOC124817226, Hydra|LOC100209412	Xenia|LOC124454973
OG0000487	Hydra|LOC124808516, Hydra|LOC124815037, Hydra|LOC124814269, Hydra|LOC124819143, Hydra|LOC124819047	Xenia|LOC124439638, Xenia|LOC124456071, Xenia|LOC124458380, Xenia|LOC124448862, Xenia|LOC124440511
OG0000489	Hydra|LOC101236232, Hydra|LOC101237007	Xenia|LOC124456353
OG0000490	Hydra|LOC100198129, Hydra|LOC100212526, Hydra|LOC100209538, Hydra|LOC100215130, Hydra|LOC100199638	Xenia|LOC124452291
OG0000492	Hydra|LOC124819203	Xenia|LOC124456461, Xenia|LOC124436497
OG0000496	Hydra|LOC124814981	Xenia|LOC124436042, Xenia|LOC124454213, Xenia|LOC124456568, Xenia|LOC124451167, Xenia|LOC124438929, Xenia|LOC124452206, Xenia|LOC124438754, Xenia|LOC124449073
OG0000497	Hydra|LOC100202151, Hydra|LOC101239034, Hydra|LOC100206667	Xenia|LOC124440230, Xenia|LOC124440231, Xenia|LOC124440216, Xenia|LOC124440217, Xenia|LOC124440219, Xenia|LOC124440215, Xenia|LOC124440228, Xenia|LOC124440247, Xenia|LOC124440226, Xenia|LOC124440294
OG0000505	Hydra|LOC105845578, Hydra|LOC124816979	Xenia|LOC124443523, Xenia|LOC124443525, Xenia|LOC124443517, Xenia|LOC124443522, Xenia|LOC124443516, Xenia|LOC124444362, Xenia|LOC124444371, Xenia|LOC124444364, Xenia|LOC124444360, Xenia|LOC124443530, Xenia|LOC124443524, Xenia|LOC124444363, Xenia|LOC124443521, Xenia|LOC124443518, Xenia|LOC124444980, Xenia|LOC124444359, Xenia|LOC124444367
OG0000506	Hydra|LOC100215955	Xenia|LOC124454643, Xenia|LOC124454795, Xenia|LOC124454912, Xenia|LOC124454898, Xenia|LOC124454979, Xenia|LOC124454538, Xenia|LOC124454980, Xenia|LOC124454908, Xenia|LOC124454402, Xenia|LOC124454798, Xenia|LOC124454819, Xenia|LOC124454923, Xenia|LOC124454822, Xenia|LOC124455022, Xenia|LOC124454240, Xenia|LOC124454253
OG0000515	Hydra|LOC100214221, Hydra|LOC101241654, Hydra|LOC100210916	Xenia|LOC124445035
OG0000516	Hydra|LOC100213869	Xenia|LOC124435360
OG0000516	Hydra|LOC100201684	Xenia|LOC124437648, Xenia|LOC124452952, Xenia|LOC124451481
OG0000522	Hydra|LOC100206725, Hydra|LOC100197138, Hydra|LOC100198821	Xenia|LOC124435867, Xenia|LOC124435869, Xenia|LOC124435866, Xenia|LOC124436940
OG0000524	Hydra|LOC105847451, Hydra|LOC100197593, Hydra|LOC101241819, Hydra|LOC100209185	Xenia|LOC124443799
OG0000528	Hydra|LOC100208781, Hydra|LOC100206971	Xenia|LOC124454584, Xenia|LOC124454457, Xenia|LOC124454977, Xenia|LOC124454367
OG0000529	Hydra|LOC100211532	Xenia|LOC124453012
OG0000531	Hydra|LOC100206500	Xenia|LOC124435891
OG0000532	Hydra|LOC100198812	Xenia|LOC124435469, Xenia|LOC124434187, Xenia|LOC124434189, Xenia|LOC124453947, Xenia|LOC124453940, Xenia|LOC124435466, Xenia|LOC124435468, Xenia|LOC124435485, Xenia|LOC124434184, Xenia|LOC124435483, Xenia|LOC124435482, Xenia|LOC124435481, Xenia|LOC124435476, Xenia|LOC124435474
OG0000534	Hydra|LOC124806098	Xenia|LOC124451973, Xenia|LOC124449183, Xenia|LOC124445545, Xenia|LOC124456883, Xenia|LOC124452056, Xenia|LOC124458337, Xenia|LOC124452155, Xenia|LOC124445130, Xenia|LOC124438658, Xenia|LOC124451105, Xenia|LOC124435201, Xenia|LOC124436095
OG0000535	Hydra|LOC124813552	Xenia|LOC124456868, Xenia|LOC124449236, Xenia|LOC124456963, Xenia|LOC124456997
OG0000536	Hydra|LOC124805892, Hydra|LOC124819091	Xenia|LOC124447065
OG0000536	Hydra|LOC124808777, Hydra|LOC124816383, Hydra|LOC124815057	Xenia|LOC124435262, Xenia|LOC124445101, Xenia|LOC124454630
OG0000537	Hydra|LOC105844973	Xenia|LOC124437095, Xenia|LOC124438619, Xenia|LOC124439563, Xenia|LOC124437832
OG0000538	Hydra|LOC101240553	Xenia|LOC124441254, Xenia|LOC124449478, Xenia|LOC124449484, Xenia|LOC124449481, Xenia|LOC124449490, Xenia|LOC124441253, Xenia|LOC124447954, Xenia|LOC124447950, Xenia|LOC124441245, Xenia|LOC124441246, Xenia|LOC124441247, Xenia|LOC124441072, Xenia|LOC124441250
OG0000539	Hydra|LOC105849237, Hydra|LOC100197878, Hydra|LOC101238752, Hydra|LOC100209643, Hydra|LOC124809651	Xenia|LOC124434317
OG0000542	Hydra|LOC105846123, Hydra|LOC101240731	Xenia|LOC124451395, Xenia|LOC124445959
OG0000562	Hydra|LOC101234655, Hydra|LOC101235862, Hydra|LOC100212792, Hydra|LOC100214788, Hydra|LOC100203803	Xenia|LOC124446033
OG0000563	Hydra|LOC100204925	Xenia|LOC124433340
OG0000569	Hydra|LOC100211619	Xenia|LOC124437527, Xenia|LOC124439994, Xenia|LOC124439973, Xenia|LOC124439993
OG0000570	Hydra|LOC100203362	Xenia|LOC124449771
OG0000570	Hydra|LOC100211154	Xenia|LOC124447050
OG0000570	Hydra|LOC100214825	Xenia|LOC124453780
OG0000571	Hydra|LOC124805767, Hydra|LOC101235287, Hydra|LOC100213237, Hydra|LOC100203972, Hydra|LOC100215462, Hydra|LOC124818722, Hydra|LOC124818140	Xenia|LOC124459539, Xenia|LOC124437750
OG0000575	Hydra|LOC105850989, Hydra|LOC101235969, Hydra|LOC101235562, Hydra|LOC105848757, Hydra|LOC100206238, Hydra|LOC105845479, Hydra|LOC105846265	Xenia|LOC124451665
OG0000577	Hydra|LOC100204665	Xenia|LOC124452949
OG0000577	Hydra|LOC100204204, Hydra|LOC101237421	Xenia|LOC124439513
OG0000583	Hydra|LOC101239471	Xenia|LOC124434150, Xenia|LOC124452199, Xenia|LOC124433398, Xenia|LOC124433328, Xenia|LOC124446883
OG0000585	Hydra|LOC100197861, Hydra|LOC100213426, Hydra|LOC100200627	Xenia|LOC124447286, Xenia|LOC124447446, Xenia|LOC124445364
OG0000587	Hydra|LOC124811264, Hydra|LOC124809468, Hydra|LOC101237054	Xenia|LOC124457300, Xenia|LOC124451530, Xenia|LOC124449207, Xenia|LOC124439438, Xenia|LOC124457303, Xenia|LOC124438652, Xenia|LOC124440390, Xenia|LOC124455766, Xenia|LOC124449209, Xenia|LOC124449206, Xenia|LOC124458433
OG0000589	Hydra|LOC100201524, Hydra|LOC100197473, Hydra|LOC124809336	Xenia|LOC124442220, Xenia|LOC124442210
OG0000590	Hydra|LOC100207175	Xenia|LOC124441110, Xenia|LOC124441488
OG0000591	Hydra|LOC100197302, Hydra|LOC100205961	Xenia|LOC124449345, Xenia|LOC124449336, Xenia|LOC124449357, Xenia|LOC124448038, Xenia|LOC124435754, Xenia|LOC124449350, Xenia|LOC124455392, Xenia|LOC124455365, Xenia|LOC124449355, Xenia|LOC124449461, Xenia|LOC124449464, Xenia|LOC124448336
OG0000593	Hydra|LOC100198021, Hydra|LOC100206431, Hydra|LOC100192298	Xenia|LOC124447480, Xenia|LOC124447145, Xenia|LOC124447481
OG0000596	Hydra|LOC105844135	Xenia|LOC124443158, Xenia|LOC124454707, Xenia|LOC124454387, Xenia|LOC124454228, Xenia|LOC124454388, Xenia|LOC124454390, Xenia|LOC124454230, Xenia|LOC124454232, Xenia|LOC124454231, Xenia|LOC124454226
OG0000609	Hydra|LOC124809322, Hydra|LOC124816304, Hydra|LOC124817075, Hydra|LOC100214846, Hydra|LOC124806285, Hydra|LOC100203217, Hydra|LOC105849194	Xenia|LOC124452129, Xenia|LOC124451299, Xenia|LOC124455808, Xenia|LOC124448991, Xenia|LOC124447403, Xenia|LOC124435254
OG0000613	Hydra|LOC124807243, Hydra|LOC124819116, Hydra|LOC100197382, Hydra|LOC124817766	Xenia|LOC124435294, Xenia|LOC124457398, Xenia|LOC124443266, Xenia|LOC124446354, Xenia|LOC124436755, Xenia|LOC124441628, Xenia|LOC124449671, Xenia|LOC124438863, Xenia|LOC124451419, Xenia|LOC124444761, Xenia|LOC124457391, Xenia|LOC124444762, Xenia|LOC124451986
OG0000628	Hydra|LOC100210716, Hydra|LOC100198022	Xenia|LOC124438442, Xenia|LOC124443665
OG0000631	Hydra|LOC100200547	Xenia|LOC124445778, Xenia|LOC124442994
OG0000631	Hydra|LOC100214022	Xenia|LOC124444943
OG0000633	Hydra|LOC100209113, Hydra|LOC100207090, Hydra|LOC100205457, Hydra|LOC105847354, Hydra|LOC100197680, Hydra|LOC101238334	Xenia|LOC124433303, Xenia|LOC124449289
OG0000637	Hydra|LOC101241252	Xenia|LOC124447586
OG0000637	Hydra|LOC100207630	Xenia|LOC124453543
OG0000637	Hydra|LOC101241519	Xenia|LOC124447587
OG0000638	Hydra|LOC100208856	Xenia|LOC124444294
OG0000643	Hydra|LOC100201221	Xenia|LOC124456028
OG0000643	Hydra|LOC100212336, Hydra|LOC100199424	Xenia|LOC124433487
OG0000644	Hydra|LOC105844171	Xenia|LOC124456893, Xenia|LOC124457160, Xenia|LOC124446735, Xenia|LOC124452010, Xenia|LOC124457337, Xenia|LOC124435137, Xenia|LOC124437276
OG0000647	Hydra|LOC105843322, Hydra|LOC124816725, Hydra|LOC124816831, Hydra|LOC101237956, Hydra|LOC124816294, Hydra|LOC124816994, Hydra|LOC124816654, Hydra|LOC124807370, Hydra|LOC124807281, Hydra|LOC124807108	Xenia|LOC124434116
OG0000649	Hydra|LOC100213781, Hydra|LOC100211106, Hydra|LOC124808905, Hydra|LOC101238683	Xenia|LOC124457014, Xenia|LOC124457012, Xenia|LOC124453353
OG0000650	Hydra|LOC100215717	Xenia|LOC124447673
OG0000653	Hydra|LOC100202203	Xenia|LOC124446506
OG0000653	Hydra|LOC100202929	Xenia|LOC124443327
OG0000653	Hydra|LOC100201910	Xenia|LOC124443035
OG0000654	Hydra|LOC100211434, Hydra|LOC100199050	Xenia|LOC124446079
OG0000654	Hydra|LOC100212209	Xenia|LOC124445638, Xenia|LOC124440032
OG0000655	Hydra|LOC100215845, Hydra|LOC100206549	Xenia|LOC124448284
OG0000656	Hydra|LOC105848791, Hydra|LOC105848790, Hydra|LOC124812769, Hydra|LOC101234527	Xenia|LOC124446704, Xenia|LOC124446705
OG0000658	Hydra|LOC124817963	Xenia|LOC124452168, Xenia|LOC124458063, Xenia|LOC124440394
OG0000661	Hydra|LOC124815310, Hydra|LOC124810745, Hydra|LOC124810816	Xenia|LOC124456964, Xenia|LOC124456443, Xenia|LOC124436149, Xenia|LOC124436007
OG0000663	Hydra|LOC124808316, Hydra|LOC124808317, Hydra|LOC124808079, Hydra|LOC100214764	Xenia|LOC124457738, Xenia|LOC124457739, Xenia|LOC124434435, Xenia|LOC124439963
OG0000664	Hydra|LOC101235368, Hydra|LOC100198539, Hydra|LOC105846314	Xenia|LOC124442239
OG0000664	Hydra|LOC105847679	Xenia|LOC124441678
OG0000665	Hydra|LOC100212876	Xenia|LOC124449815
OG0000668	Hydra|LOC100206304	Xenia|LOC124438090, Xenia|LOC124439503
