Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_NematostellaProteins
OG0000250	Clytia|LOC021853, Clytia|LOC042181, Clytia|LOC041867, Clytia|LOC020770, Clytia|LOC042180, Clytia|LOC024224, Clytia|LOC024226, Clytia|LOC040797, Clytia|LOC044494, Clytia|LOC014870, Clytia|LOC024229, Clytia|LOC041868, Clytia|LOC018681, Clytia|LOC018684, Clytia|LOC040798, Clytia|LOC028986, Clytia|LOC029061, Clytia|LOC027238, Clytia|LOC027177, Clytia|LOC024228, Clytia|LOC014869, Clytia|LOC027995, Clytia|LOC027239, Clytia|LOC027905, Clytia|LOC021210, Clytia|LOC024227	Nematostella|LOC125568046
OG0000257	Clytia|LOC044269, Clytia|LOC000327	Nematostella|LOC5511530
OG0000257	Clytia|LOC043124, Clytia|LOC001911, Clytia|LOC001919	Nematostella|LOC5514597, Nematostella|LOC116611354
OG0000258	Clytia|LOC036240, Clytia|LOC025573, Clytia|LOC014601, Clytia|LOC016508, Clytia|LOC042164, Clytia|LOC000371, Clytia|LOC024452, Clytia|LOC019753, Clytia|LOC000422, Clytia|LOC036328, Clytia|LOC020973, Clytia|LOC007771, Clytia|LOC021397, Clytia|LOC031607, Clytia|LOC012738, Clytia|LOC018299, Clytia|LOC037445, Clytia|LOC042225, Clytia|LOC024303, Clytia|LOC030318	Nematostella|LOC125568304
OG0000261	Clytia|LOC012602, Clytia|LOC002012	Nematostella|LOC5513714
OG0000261	Clytia|LOC014168	Nematostella|LOC5506480, Nematostella|LOC5506481
OG0000261	Clytia|LOC016821	Nematostella|LOC5513715
OG0000262	Clytia|LOC018004, Clytia|LOC035294, Clytia|LOC010180, Clytia|LOC041344, Clytia|LOC002653, Clytia|LOC028582, Clytia|LOC023922, Clytia|LOC025253	Nematostella|LOC116620164
OG0000262	Clytia|LOC003922	Nematostella|LOC116601955
OG0000265	Clytia|LOC013471, Clytia|LOC041519, Clytia|LOC017493	Nematostella|LOC116614110
OG0000266	Clytia|LOC018914	Nematostella|LOC125561134
OG0000267	Clytia|LOC019739, Clytia|LOC033609	Nematostella|LOC116612509, Nematostella|LOC116608633, Nematostella|LOC5501502, Nematostella|LOC116607829, Nematostella|LOC116613948, Nematostella|LOC125571976, Nematostella|LOC116603121, Nematostella|LOC116603128, Nematostella|LOC125563083, Nematostella|LOC125563088, Nematostella|LOC125560738, Nematostella|LOC116609826, Nematostella|LOC116616700, Nematostella|LOC116602090, Nematostella|LOC125557471, Nematostella|LOC125568433, Nematostella|LOC125570197, Nematostella|LOC116614895
OG0000269	Clytia|LOC033264, Clytia|LOC033262, Clytia|LOC031147	Nematostella|LOC5517997
OG0000277	Clytia|LOC009456, Clytia|LOC010944, Clytia|LOC005670	Nematostella|LOC5508492
OG0000277	Clytia|LOC011667, Clytia|LOC000059, Clytia|LOC000130	Nematostella|LOC5521343
OG0000278	Clytia|LOC025682, Clytia|LOC011215, Clytia|LOC019613, Clytia|LOC025603, Clytia|LOC042936, Clytia|LOC017868, Clytia|LOC020821, Clytia|LOC039180, Clytia|LOC040629, Clytia|LOC017579, Clytia|LOC014306, Clytia|LOC019271, Clytia|LOC045401, Clytia|LOC000674, Clytia|LOC000395, Clytia|LOC041478, Clytia|LOC003629, Clytia|LOC026874, Clytia|LOC028312, Clytia|LOC038961, Clytia|LOC018485, Clytia|LOC038913	Nematostella|LOC5499458, Nematostella|LOC125568296, Nematostella|LOC116615558
OG0000279	Clytia|LOC030117	Nematostella|LOC5510986
OG0000279	Clytia|LOC000977	Nematostella|LOC5519311
OG0000279	Clytia|LOC039146	Nematostella|LOC5516868
OG0000279	Clytia|LOC003372	Nematostella|LOC5513963, Nematostella|LOC5502729
OG0000280	Clytia|LOC011505	Nematostella|LOC5509846
OG0000280	Clytia|LOC001450, Clytia|LOC001418, Clytia|LOC001449	Nematostella|LOC5509334, Nematostella|LOC5509313, Nematostella|LOC5517808, Nematostella|LOC125572134
OG0000280	Clytia|LOC008533	Nematostella|LOC5512699, Nematostella|LOC125572133
OG0000281	Clytia|LOC008322	Nematostella|LOC5518278
OG0000281	Clytia|LOC016957	Nematostella|LOC5521624
OG0000281	Clytia|LOC025482, Clytia|LOC028489, Clytia|LOC002092, Clytia|LOC008936, Clytia|LOC036139, Clytia|LOC004844, Clytia|LOC006414, Clytia|LOC025483	Nematostella|LOC5519116, Nematostella|LOC5519208
OG0000282	Clytia|LOC003361	Nematostella|LOC116611732, Nematostella|LOC5504151, Nematostella|LOC125559774, Nematostella|LOC5504163, Nematostella|LOC125559776, Nematostella|LOC116607161, Nematostella|LOC5499744, Nematostella|LOC116611836, Nematostella|LOC125559775, Nematostella|LOC5504149, Nematostella|LOC125559773, Nematostella|LOC5513284, Nematostella|LOC125559740, Nematostella|LOC125559741, Nematostella|LOC5501412, Nematostella|LOC116608917, Nematostella|LOC116615461, Nematostella|LOC125559778, Nematostella|LOC5501806, Nematostella|LOC116610947, Nematostella|LOC5504288, Nematostella|LOC5504291, Nematostella|LOC125556752
OG0000283	Clytia|LOC010937	Nematostella|LOC5508720
OG0000286	Clytia|LOC015257	Nematostella|LOC125573916
OG0000287	Clytia|LOC018502	Nematostella|LOC5504776, Nematostella|LOC5504777, Nematostella|LOC5504941, Nematostella|LOC5504926, Nematostella|LOC116610167, Nematostella|LOC5502619, Nematostella|LOC116618287, Nematostella|LOC116617321, Nematostella|LOC5520471, Nematostella|LOC116603905, Nematostella|LOC116618430, Nematostella|LOC5496659, Nematostella|LOC5520660, Nematostella|LOC5497961, Nematostella|LOC116620312, Nematostella|LOC116601367, Nematostella|LOC116601398, Nematostella|LOC5517712, Nematostella|LOC5509472, Nematostella|LOC116617164, Nematostella|LOC116617200, Nematostella|LOC116617175, Nematostella|LOC116604763, Nematostella|LOC5510501
OG0000288	Clytia|LOC020354, Clytia|LOC033711	Nematostella|LOC5516947
OG0000289	Clytia|LOC025447	Nematostella|LOC125559092, Nematostella|LOC125573783, Nematostella|LOC125561906, Nematostella|LOC116620287, Nematostella|LOC125561787, Nematostella|LOC116613488, Nematostella|LOC125561811, Nematostella|LOC125557128, Nematostella|LOC125559757, Nematostella|LOC125568051, Nematostella|LOC125561820, Nematostella|LOC125573301, Nematostella|LOC116618855, Nematostella|LOC116608949, Nematostella|LOC125562975, Nematostella|LOC125559781, Nematostella|LOC116617347, Nematostella|LOC125559164, Nematostella|LOC116614064, Nematostella|LOC116614069, Nematostella|LOC125573781, Nematostella|LOC125561169, Nematostella|LOC125560760, Nematostella|LOC125561910
OG0000290	Clytia|LOC027865, Clytia|LOC033830	Nematostella|LOC116608109
OG0000290	Clytia|LOC043827	Nematostella|LOC5518650, Nematostella|LOC116606501, Nematostella|LOC5521105, Nematostella|LOC5514282, Nematostella|LOC116620186, Nematostella|LOC125561308, Nematostella|LOC125561310, Nematostella|LOC125561311, Nematostella|LOC116615728, Nematostella|LOC5519385, Nematostella|LOC5496719, Nematostella|LOC5516211, Nematostella|LOC116609577, Nematostella|LOC5505932, Nematostella|LOC116616809, Nematostella|LOC116609540
OG0000291	Clytia|LOC038146	Nematostella|LOC5503888
OG0000304	Clytia|LOC034583	Nematostella|LOC5509496, Nematostella|LOC5519047, Nematostella|LOC5504871
OG0000304	Clytia|LOC005719, Clytia|LOC002744	Nematostella|LOC5504878, Nematostella|LOC125568263, Nematostella|LOC5517411, Nematostella|LOC5500447, Nematostella|LOC116617856, Nematostella|LOC5504888, Nematostella|LOC5516361, Nematostella|LOC5519106, Nematostella|LOC5522318, Nematostella|LOC5517412
OG0000305	Clytia|LOC014496, Clytia|LOC041012, Clytia|LOC003734	Nematostella|LOC5518727
OG0000305	Clytia|LOC022216	Nematostella|LOC116613026, Nematostella|LOC5509896, Nematostella|LOC5506544, Nematostella|LOC5510617, Nematostella|LOC5519257, Nematostella|LOC5509923, Nematostella|LOC5514842, Nematostella|LOC5521308
OG0000306	Clytia|LOC003766, Clytia|LOC016805, Clytia|LOC004055, Clytia|LOC045762	Nematostella|LOC5500532, Nematostella|LOC5507013
OG0000309	Clytia|LOC007510, Clytia|LOC027869, Clytia|LOC035082, Clytia|LOC042732, Clytia|LOC040382	Nematostella|LOC5499247, Nematostella|LOC5498035, Nematostella|LOC125570596, Nematostella|LOC116604819
OG0000310	Clytia|LOC044479	Nematostella|LOC5512892
OG0000310	Clytia|LOC034852, Clytia|LOC042738, Clytia|LOC016635, Clytia|LOC043847, Clytia|LOC017352	Nematostella|LOC5520851, Nematostella|LOC5520746
OG0000311	Clytia|LOC023455, Clytia|LOC017085, Clytia|LOC035106	Nematostella|LOC116609790, Nematostella|LOC116614937, Nematostella|LOC116606566, Nematostella|LOC116610238, Nematostella|LOC5504118, Nematostella|LOC116614302, Nematostella|LOC116618681, Nematostella|LOC125556734, Nematostella|LOC125567889, Nematostella|LOC125557321, Nematostella|LOC125568043, Nematostella|LOC116619725, Nematostella|LOC125557320, Nematostella|LOC116608628, Nematostella|LOC116614318
OG0000330	Clytia|LOC027742, Clytia|LOC039226, Clytia|LOC002488, Clytia|LOC013116, Clytia|LOC032150, Clytia|LOC011418, Clytia|LOC025928, Clytia|LOC020550, Clytia|LOC036090, Clytia|LOC023751, Clytia|LOC016447, Clytia|LOC002403, Clytia|LOC010283, Clytia|LOC027258, Clytia|LOC003554, Clytia|LOC032673, Clytia|LOC031094, Clytia|LOC003537, Clytia|LOC000396, Clytia|LOC040746, Clytia|LOC017881, Clytia|LOC025815	Nematostella|LOC5502654
OG0000333	Clytia|LOC004485, Clytia|LOC045505, Clytia|LOC022440, Clytia|LOC018481, Clytia|LOC015625, Clytia|LOC044014, Clytia|LOC030812, Clytia|LOC027179, Clytia|LOC018671, Clytia|LOC027015, Clytia|LOC030447, Clytia|LOC021479, Clytia|LOC016758, Clytia|LOC009518, Clytia|LOC040064	Nematostella|LOC5520811, Nematostella|LOC5514665, Nematostella|LOC125561752
OG0000334	Clytia|LOC023664, Clytia|LOC043801, Clytia|LOC005481, Clytia|LOC044564, Clytia|LOC024843, Clytia|LOC016741, Clytia|LOC029664	Nematostella|LOC5507829, Nematostella|LOC5498446
OG0000335	Clytia|LOC005781	Nematostella|LOC5517780, Nematostella|LOC125572356, Nematostella|LOC5515407
OG0000336	Clytia|LOC010556, Clytia|LOC019217, Clytia|LOC029184, Clytia|LOC006014, Clytia|LOC006013, Clytia|LOC045249, Clytia|LOC045232	Nematostella|LOC5514073, Nematostella|LOC116601594, Nematostella|LOC125558981, Nematostella|LOC5508185, Nematostella|LOC5508184
OG0000337	Clytia|LOC008668, Clytia|LOC008658, Clytia|LOC021492, Clytia|LOC006163, Clytia|LOC043457	Nematostella|LOC116619080, Nematostella|LOC5508734, Nematostella|LOC5519266, Nematostella|LOC5512129, Nematostella|LOC5505539, Nematostella|LOC5513568
OG0000338	Clytia|LOC006386	Nematostella|LOC116619868
OG0000338	Clytia|LOC034521, Clytia|LOC034522, Clytia|LOC040056	Nematostella|LOC116608505
OG0000339	Clytia|LOC007143, Clytia|LOC007144, Clytia|LOC030032, Clytia|LOC030035	Nematostella|LOC116601446, Nematostella|LOC5520445, Nematostella|LOC116618902, Nematostella|LOC5513544
OG0000341	Clytia|LOC011689, Clytia|LOC011684, Clytia|LOC021750, Clytia|LOC040487, Clytia|LOC033009	Nematostella|LOC5509562, Nematostella|LOC5510121, Nematostella|LOC5514531, Nematostella|LOC116619369, Nematostella|LOC5517034, Nematostella|LOC5509543
OG0000341	Clytia|LOC009088	Nematostella|LOC5507558
OG0000342	Clytia|LOC037955, Clytia|LOC023140, Clytia|LOC023139, Clytia|LOC025686	Nematostella|LOC125559097, Nematostella|LOC116614060
OG0000343	Clytia|LOC020025, Clytia|LOC022135	Nematostella|LOC125568422
OG0000343	Clytia|LOC035136, Clytia|LOC031411, Clytia|LOC035403, Clytia|LOC011057	Nematostella|LOC125570293
OG0000344	Clytia|LOC038326, Clytia|LOC014578	Nematostella|LOC5515100, Nematostella|LOC5515109
OG0000344	Clytia|LOC026046	Nematostella|LOC116619736
OG0000346	Clytia|LOC016877	Nematostella|LOC116604102
OG0000347	Clytia|LOC016387, Clytia|LOC017615	Nematostella|LOC116616787, Nematostella|LOC116614096, Nematostella|LOC116607290, Nematostella|LOC116601557, Nematostella|LOC116617073, Nematostella|LOC125560731, Nematostella|LOC116618013, Nematostella|LOC125568400, Nematostella|LOC125560732, Nematostella|LOC116603135, Nematostella|LOC125561785
OG0000348	Clytia|LOC038570, Clytia|LOC032982, Clytia|LOC019175, Clytia|LOC031691	Nematostella|LOC5514719, Nematostella|LOC5514586
OG0000361	Clytia|LOC000177	Nematostella|LOC5506379, Nematostella|LOC116619740, Nematostella|LOC5506973, Nematostella|LOC5522331, Nematostella|LOC5510809, Nematostella|LOC5516473, Nematostella|LOC5521850, Nematostella|LOC5522365, Nematostella|LOC5522364, Nematostella|LOC5513460, Nematostella|LOC5506361
OG0000361	Clytia|LOC009620	Nematostella|LOC5522222, Nematostella|LOC5500417, Nematostella|LOC5501338, Nematostella|LOC5511596
OG0000362	Clytia|LOC009454, Clytia|LOC001196, Clytia|LOC042468, Clytia|LOC009453, Clytia|LOC009452, Clytia|LOC004151, Clytia|LOC043975, Clytia|LOC036879, Clytia|LOC036527, Clytia|LOC042467, Clytia|LOC010260, Clytia|LOC018391, Clytia|LOC002683, Clytia|LOC002682, Clytia|LOC014687, Clytia|LOC002977, Clytia|LOC018634, Clytia|LOC018638, Clytia|LOC043144, Clytia|LOC001859, Clytia|LOC014141	Nematostella|LOC5507776
OG0000363	Clytia|LOC005127	Nematostella|LOC116618128, Nematostella|LOC116618403, Nematostella|LOC5500959
OG0000363	Clytia|LOC040444, Clytia|LOC001573	Nematostella|LOC5514182, Nematostella|LOC5514181
OG0000363	Clytia|LOC039495, Clytia|LOC044987	Nematostella|LOC5520899
OG0000365	Clytia|LOC004359, Clytia|LOC039074, Clytia|LOC030309, Clytia|LOC033663, Clytia|LOC033648, Clytia|LOC036468, Clytia|LOC002942, Clytia|LOC039941, Clytia|LOC029427, Clytia|LOC040770, Clytia|LOC033536, Clytia|LOC036467	Nematostella|LOC5510331
OG0000366	Clytia|LOC003650	Nematostella|LOC125561738, Nematostella|LOC5516533
OG0000367	Clytia|LOC009362, Clytia|LOC004104, Clytia|LOC004103	Nematostella|LOC5501743, Nematostella|LOC5513629, Nematostella|LOC5512616
OG0000369	Clytia|LOC021508, Clytia|LOC021511, Clytia|LOC042288, Clytia|LOC042287, Clytia|LOC005348, Clytia|LOC042520	Nematostella|LOC5502520, Nematostella|LOC5520219, Nematostella|LOC5501184
OG0000370	Clytia|LOC034930, Clytia|LOC006383	Nematostella|LOC5519577, Nematostella|LOC5519570, Nematostella|LOC5510691, Nematostella|LOC5515300, Nematostella|LOC5518168, Nematostella|LOC5519860, Nematostella|LOC116618825, Nematostella|LOC125560665, Nematostella|LOC5515687, Nematostella|LOC5515688, Nematostella|LOC5506078, Nematostella|LOC116619950, Nematostella|LOC5512454, Nematostella|LOC5503201, Nematostella|LOC5502362
OG0000373	Clytia|LOC018133	Nematostella|LOC5521975, Nematostella|LOC5516446, Nematostella|LOC5508151, Nematostella|LOC5513824
OG0000374	Clytia|LOC020004, Clytia|LOC020006	Nematostella|LOC5506873, Nematostella|LOC5506872, Nematostella|LOC125558968
OG0000375	Clytia|LOC035038, Clytia|LOC035041, Clytia|LOC029160, Clytia|LOC035040	Nematostella|LOC5509035
OG0000377	Clytia|LOC042390, Clytia|LOC042391, Clytia|LOC036220, Clytia|LOC040126, Clytia|LOC042389, Clytia|LOC034475	Nematostella|LOC5508718, Nematostella|LOC116619128, Nematostella|LOC5502071, Nematostella|LOC116609536
OG0000378	Clytia|LOC039339	Nematostella|LOC125572428, Nematostella|LOC125568256, Nematostella|LOC125568416, Nematostella|LOC125573226, Nematostella|LOC116618865, Nematostella|LOC125563116, Nematostella|LOC125573230, Nematostella|LOC125572152, Nematostella|LOC125563042, Nematostella|LOC116613966, Nematostella|LOC125573696
OG0000394	Clytia|LOC017206, Clytia|LOC030298, Clytia|LOC000299, Clytia|LOC039358, Clytia|LOC033452, Clytia|LOC030916	Nematostella|LOC5503220, Nematostella|LOC5500400, Nematostella|LOC5500839
OG0000400	Clytia|LOC044823, Clytia|LOC003579	Nematostella|LOC5514130
OG0000400	Clytia|LOC030379, Clytia|LOC038671, Clytia|LOC001844	Nematostella|LOC5521252, Nematostella|LOC5521788
OG0000401	Clytia|LOC041327, Clytia|LOC002110, Clytia|LOC002084	Nematostella|LOC5520274, Nematostella|LOC5520273, Nematostella|LOC5520189, Nematostella|LOC5520547
OG0000403	Clytia|LOC003334	Nematostella|LOC116612986
OG0000404	Clytia|LOC020083	Nematostella|LOC5507501, Nematostella|LOC116604250
OG0000404	Clytia|LOC003678	Nematostella|LOC5506412
OG0000405	Clytia|LOC035853, Clytia|LOC035854, Clytia|LOC035825, Clytia|LOC023186, Clytia|LOC004674, Clytia|LOC036665, Clytia|LOC018105, Clytia|LOC006797	Nematostella|LOC5501788, Nematostella|LOC116608997, Nematostella|LOC5517745
OG0000406	Clytia|LOC004928	Nematostella|LOC5513620, Nematostella|LOC5519045
OG0000407	Clytia|LOC023126, Clytia|LOC036055, Clytia|LOC014637, Clytia|LOC014638, Clytia|LOC026728, Clytia|LOC005619, Clytia|LOC035843, Clytia|LOC035841, Clytia|LOC035842, Clytia|LOC035840, Clytia|LOC035844, Clytia|LOC035845, Clytia|LOC014648, Clytia|LOC023127	Nematostella|LOC5510143
OG0000408	Clytia|LOC038781, Clytia|LOC017079, Clytia|LOC005696, Clytia|LOC011638, Clytia|LOC041260, Clytia|LOC030968, Clytia|LOC016567, Clytia|LOC045654, Clytia|LOC017465, Clytia|LOC008144, Clytia|LOC041263, Clytia|LOC025787, Clytia|LOC023155, Clytia|LOC010665, Clytia|LOC022380, Clytia|LOC033785, Clytia|LOC035803, Clytia|LOC017971, Clytia|LOC019251	Nematostella|LOC116619398
OG0000409	Clytia|LOC031873, Clytia|LOC031871, Clytia|LOC031872, Clytia|LOC006993, Clytia|LOC038472, Clytia|LOC037277, Clytia|LOC039646, Clytia|LOC008003	Nematostella|LOC5518841, Nematostella|LOC5501465
OG0000410	Clytia|LOC007034	Nematostella|LOC5516216, Nematostella|LOC5512770
OG0000410	Clytia|LOC025121, Clytia|LOC022550, Clytia|LOC021886, Clytia|LOC019690, Clytia|LOC025123, Clytia|LOC024972, Clytia|LOC031641, Clytia|LOC021881, Clytia|LOC021884, Clytia|LOC018468	Nematostella|LOC5510464
OG0000411	Clytia|LOC009058	Nematostella|LOC5512053
OG0000411	Clytia|LOC043051, Clytia|LOC043740	Nematostella|LOC116601508, Nematostella|LOC116613033, Nematostella|LOC5505204, Nematostella|LOC5505201, Nematostella|LOC5505207
OG0000411	Clytia|LOC007385	Nematostella|LOC116613161
OG0000412	Clytia|LOC042317, Clytia|LOC007461, Clytia|LOC032672	Nematostella|LOC125568407, Nematostella|LOC125563007, Nematostella|LOC125572228, Nematostella|LOC125568305, Nematostella|LOC125570174, Nematostella|LOC125573887, Nematostella|LOC125560710, Nematostella|LOC125570095, Nematostella|LOC125570104, Nematostella|LOC125562973, Nematostella|LOC116604220, Nematostella|LOC116610285
OG0000414	Clytia|LOC009053, Clytia|LOC009060, Clytia|LOC009059	Nematostella|LOC5513398
OG0000416	Clytia|LOC028653	Nematostella|LOC5514646
OG0000416	Clytia|LOC024024, Clytia|LOC020329	Nematostella|LOC5504947
OG0000429	Clytia|LOC023980, Clytia|LOC021157, Clytia|LOC041806, Clytia|LOC000125, Clytia|LOC000016, Clytia|LOC024160, Clytia|LOC000485, Clytia|LOC024523, Clytia|LOC015527, Clytia|LOC000124, Clytia|LOC013340, Clytia|LOC022607, Clytia|LOC017725	Nematostella|LOC5516570, Nematostella|LOC5512364, Nematostella|LOC116604693, Nematostella|LOC5514707, Nematostella|LOC5500193, Nematostella|LOC5499018, Nematostella|LOC5521641
OG0000430	Clytia|LOC034461, Clytia|LOC001058, Clytia|LOC001057, Clytia|LOC006932, Clytia|LOC037221, Clytia|LOC000975, Clytia|LOC001009, Clytia|LOC006933, Clytia|LOC001010, Clytia|LOC036380, Clytia|LOC012242	Nematostella|LOC5498205
OG0000431	Clytia|LOC045237, Clytia|LOC001761, Clytia|LOC022950, Clytia|LOC040691	Nematostella|LOC116607885, Nematostella|LOC5500940, Nematostella|LOC5500939, Nematostella|LOC5497604, Nematostella|LOC116618244, Nematostella|LOC116618238, Nematostella|LOC116611659, Nematostella|LOC5512336, Nematostella|LOC116601186, Nematostella|LOC116617535, Nematostella|LOC5508158, Nematostella|LOC116601179, Nematostella|LOC116620385, Nematostella|LOC5507219, Nematostella|LOC5519073
OG0000433	Clytia|LOC010330, Clytia|LOC042933, Clytia|LOC042907, Clytia|LOC002837, Clytia|LOC002858	Nematostella|LOC5517438, Nematostella|LOC5520145, Nematostella|LOC5511858, Nematostella|LOC5517437, Nematostella|LOC5517470, Nematostella|LOC5506453, Nematostella|LOC5514851, Nematostella|LOC5517082, Nematostella|LOC5506329, Nematostella|LOC5506322
OG0000435	Clytia|LOC024631, Clytia|LOC003914, Clytia|LOC021399, Clytia|LOC023078, Clytia|LOC025117, Clytia|LOC026997, Clytia|LOC025875, Clytia|LOC023925, Clytia|LOC032740, Clytia|LOC019651, Clytia|LOC014237, Clytia|LOC040939, Clytia|LOC032741, Clytia|LOC016256, Clytia|LOC018198	Nematostella|LOC5517307
OG0000436	Clytia|LOC003958	Nematostella|LOC5521686, Nematostella|LOC5506648
OG0000436	Clytia|LOC008532, Clytia|LOC029916, Clytia|LOC027959, Clytia|LOC029143, Clytia|LOC029918	Nematostella|LOC5517967, Nematostella|LOC5500362
OG0000437	Clytia|LOC031807, Clytia|LOC029284, Clytia|LOC004118	Nematostella|LOC5520388, Nematostella|LOC5517727, Nematostella|LOC5519567, Nematostella|LOC5498266, Nematostella|LOC5506515, Nematostella|LOC125561276, Nematostella|LOC5506520
OG0000438	Clytia|LOC036779, Clytia|LOC008148, Clytia|LOC020214, Clytia|LOC027918, Clytia|LOC007003, Clytia|LOC006575, Clytia|LOC021861, Clytia|LOC011238, Clytia|LOC010540, Clytia|LOC012032, Clytia|LOC024710, Clytia|LOC027916, Clytia|LOC021785, Clytia|LOC040593, Clytia|LOC005130, Clytia|LOC043806, Clytia|LOC026446, Clytia|LOC021463	Nematostella|LOC125573819, Nematostella|LOC125560711
OG0000440	Clytia|LOC040609, Clytia|LOC040607, Clytia|LOC006482	Nematostella|LOC5514735, Nematostella|LOC116619500, Nematostella|LOC5514757, Nematostella|LOC116619501, Nematostella|LOC116609408, Nematostella|LOC5514755
