Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_HydractiniaProteins
OG0000138	Clytia|LOC027347, Clytia|LOC035704	Hydractinia|LOC130621582
OG0000138	Clytia|LOC026225, Clytia|LOC035095, Clytia|LOC017566, Clytia|LOC044252, Clytia|LOC011224, Clytia|LOC018202	Hydractinia|LOC130612928
OG0000139	Clytia|LOC020618	Hydractinia|LOC130621322, Hydractinia|LOC130653661, Hydractinia|LOC130613623, Hydractinia|LOC130630067, Hydractinia|LOC130648534, Hydractinia|LOC130642286, Hydractinia|LOC130621328, Hydractinia|LOC130613473, Hydractinia|LOC130641597, Hydractinia|LOC130636059, Hydractinia|LOC130641009, Hydractinia|LOC130642287, Hydractinia|LOC130648581, Hydractinia|LOC130630084, Hydractinia|LOC130646011, Hydractinia|LOC130648492, Hydractinia|LOC130613605, Hydractinia|LOC130613495, Hydractinia|LOC130649018, Hydractinia|LOC130648086
OG0000140	Clytia|LOC036855	Hydractinia|LOC130641301
OG0000149	Clytia|LOC009534	Hydractinia|LOC130628858
OG0000150	Clytia|LOC017886	Hydractinia|LOC130623094, Hydractinia|LOC130614455, Hydractinia|LOC130636886, Hydractinia|LOC130648223
OG0000154	Clytia|LOC042630	Hydractinia|LOC130635740
OG0000154	Clytia|LOC011976	Hydractinia|LOC130657584
OG0000154	Clytia|LOC034772, Clytia|LOC042612	Hydractinia|LOC130657427, Hydractinia|LOC130613896, Hydractinia|LOC130641759, Hydractinia|LOC130641844, Hydractinia|LOC130642139
OG0000154	Clytia|LOC042611, Clytia|LOC034773, Clytia|LOC011977	Hydractinia|LOC130645618
OG0000154	Clytia|LOC000885	Hydractinia|LOC130657903
OG0000155	Clytia|LOC032603, Clytia|LOC021535, Clytia|LOC017132, Clytia|LOC020254	Hydractinia|LOC130657861
OG0000155	Clytia|LOC039596, Clytia|LOC032125, Clytia|LOC001369, Clytia|LOC023743, Clytia|LOC020141, Clytia|LOC029953, Clytia|LOC010883, Clytia|LOC026548, Clytia|LOC037931, Clytia|LOC019447, Clytia|LOC001626	Hydractinia|LOC130625062, Hydractinia|LOC130625059, Hydractinia|LOC130653704, Hydractinia|LOC130653651, Hydractinia|LOC130657855, Hydractinia|LOC130613475
OG0000158	Clytia|LOC022281, Clytia|LOC022893, Clytia|LOC022894, Clytia|LOC042747, Clytia|LOC011790, Clytia|LOC018100, Clytia|LOC016156, Clytia|LOC006891, Clytia|LOC024665, Clytia|LOC024339	Hydractinia|LOC130645457
OG0000158	Clytia|LOC027385	Hydractinia|LOC130642126, Hydractinia|LOC130613119, Hydractinia|LOC130612235, Hydractinia|LOC130636324, Hydractinia|LOC130613655, Hydractinia|LOC130646508, Hydractinia|LOC130642065
OG0000159	Clytia|LOC024765, Clytia|LOC022927, Clytia|LOC039952, Clytia|LOC015782, Clytia|LOC022926, Clytia|LOC021070, Clytia|LOC025716, Clytia|LOC027117, Clytia|LOC037971, Clytia|LOC025092, Clytia|LOC025169, Clytia|LOC029504, Clytia|LOC037972, Clytia|LOC025466, Clytia|LOC021912, Clytia|LOC028961, Clytia|LOC044173, Clytia|LOC009358, Clytia|LOC024766, Clytia|LOC017443, Clytia|LOC028836, Clytia|LOC020835, Clytia|LOC021911, Clytia|LOC042766, Clytia|LOC032872, Clytia|LOC012982, Clytia|LOC028273, Clytia|LOC018259, Clytia|LOC028188, Clytia|LOC041277, Clytia|LOC038317	Hydractinia|LOC130645961
OG0000160	Clytia|LOC036803, Clytia|LOC023545	Hydractinia|LOC130629802, Hydractinia|LOC130613469, Hydractinia|LOC130642401, Hydractinia|LOC130613568, Hydractinia|LOC130647862, Hydractinia|LOC130630324, Hydractinia|LOC130647928, Hydractinia|LOC130648690
OG0000160	Clytia|LOC014238	Hydractinia|LOC130623148
OG0000161	Clytia|LOC037546, Clytia|LOC044964	Hydractinia|LOC130614501, Hydractinia|LOC130614209
OG0000161	Clytia|LOC035657, Clytia|LOC020579	Hydractinia|LOC130649412, Hydractinia|LOC130614697, Hydractinia|LOC130657331, Hydractinia|LOC130657065, Hydractinia|LOC130614141, Hydractinia|LOC130635813, Hydractinia|LOC130614444, Hydractinia|LOC130613923
OG0000162	Clytia|LOC026733	Hydractinia|LOC130657272
OG0000168	Clytia|LOC002373, Clytia|LOC044196, Clytia|LOC009329, Clytia|LOC032646, Clytia|LOC001263, Clytia|LOC000322, Clytia|LOC007192, Clytia|LOC009626, Clytia|LOC030827, Clytia|LOC016616, Clytia|LOC038417, Clytia|LOC009627, Clytia|LOC001261, Clytia|LOC004655, Clytia|LOC044197, Clytia|LOC030743, Clytia|LOC030780, Clytia|LOC034127, Clytia|LOC019142, Clytia|LOC019200, Clytia|LOC035167, Clytia|LOC006214, Clytia|LOC044198, Clytia|LOC001220, Clytia|LOC030828, Clytia|LOC009628, Clytia|LOC038333	Hydractinia|LOC130624205, Hydractinia|LOC130623627, Hydractinia|LOC130629190, Hydractinia|LOC130629475
OG0000169	Clytia|LOC023498	Hydractinia|LOC130636080, Hydractinia|LOC130645822
OG0000169	Clytia|LOC024290, Clytia|LOC008029, Clytia|LOC011940	Hydractinia|LOC130622497
OG0000169	Clytia|LOC023367, Clytia|LOC039604	Hydractinia|LOC130629950, Hydractinia|LOC130646905
OG0000169	Clytia|LOC023602, Clytia|LOC028079	Hydractinia|LOC130657880
OG0000171	Clytia|LOC010525, Clytia|LOC013644, Clytia|LOC013785	Hydractinia|LOC130630584, Hydractinia|LOC130635978
OG0000171	Clytia|LOC017940, Clytia|LOC004093, Clytia|LOC004092	Hydractinia|LOC130612962
OG0000172	Clytia|LOC038813	Hydractinia|LOC130622353, Hydractinia|LOC130621787
OG0000172	Clytia|LOC036838, Clytia|LOC029414, Clytia|LOC007993, Clytia|LOC040448	Hydractinia|LOC130641323, Hydractinia|LOC130614311, Hydractinia|LOC130614104, Hydractinia|LOC130641319
OG0000174	Clytia|LOC023712, Clytia|LOC045059, Clytia|LOC020661	Hydractinia|LOC130626114, Hydractinia|LOC130629882, Hydractinia|LOC130629725
OG0000175	Clytia|LOC033667	Hydractinia|LOC130635458, Hydractinia|LOC130614280, Hydractinia|LOC130647296, Hydractinia|LOC130647303, Hydractinia|LOC130647269, Hydractinia|LOC130653893, Hydractinia|LOC130648616, Hydractinia|LOC130625043, Hydractinia|LOC130648053, Hydractinia|LOC130636932, Hydractinia|LOC130626006, Hydractinia|LOC130645867, Hydractinia|LOC130646081, Hydractinia|LOC130657690, Hydractinia|LOC130636087, Hydractinia|LOC130636182, Hydractinia|LOC130628956, Hydractinia|LOC130612256, Hydractinia|LOC130629431, Hydractinia|LOC130629430, Hydractinia|LOC130662544, Hydractinia|LOC130662521, Hydractinia|LOC130613407, Hydractinia|LOC130614473, Hydractinia|LOC130613391, Hydractinia|LOC130635470, Hydractinia|LOC130654570, Hydractinia|LOC130622883, Hydractinia|LOC130655355, Hydractinia|LOC130642366
OG0000181	Clytia|LOC018765, Clytia|LOC002562, Clytia|LOC014700, Clytia|LOC014689, Clytia|LOC008546, Clytia|LOC001455, Clytia|LOC004883, Clytia|LOC001454, Clytia|LOC001493, Clytia|LOC001492, Clytia|LOC018768, Clytia|LOC009350, Clytia|LOC001420, Clytia|LOC014688, Clytia|LOC018763, Clytia|LOC018766, Clytia|LOC013298, Clytia|LOC013308, Clytia|LOC013309, Clytia|LOC010820, Clytia|LOC005300, Clytia|LOC017683, Clytia|LOC006384, Clytia|LOC043267, Clytia|LOC010993, Clytia|LOC033091	Hydractinia|LOC130613306, Hydractinia|LOC130613128, Hydractinia|LOC130613327
OG0000183	Clytia|LOC002151	Hydractinia|LOC130635962
OG0000183	Clytia|LOC007968, Clytia|LOC011732	Hydractinia|LOC130654792
OG0000186	Clytia|LOC024944, Clytia|LOC005054	Hydractinia|LOC130625526
OG0000186	Clytia|LOC023425, Clytia|LOC016594	Hydractinia|LOC130648507
OG0000186	Clytia|LOC029851	Hydractinia|LOC130625967, Hydractinia|LOC130625319, Hydractinia|LOC130629570
OG0000187	Clytia|LOC012759	Hydractinia|LOC130647682, Hydractinia|LOC130630266, Hydractinia|LOC130640802, Hydractinia|LOC130629182, Hydractinia|LOC130629118, Hydractinia|LOC130645432
OG0000187	Clytia|LOC020952, Clytia|LOC006913, Clytia|LOC016922	Hydractinia|LOC130623300, Hydractinia|LOC130645817, Hydractinia|LOC130645779
OG0000189	Clytia|LOC011151, Clytia|LOC016571, Clytia|LOC016487	Hydractinia|LOC130647329
OG0000190	Clytia|LOC023819, Clytia|LOC020840, Clytia|LOC027512, Clytia|LOC027341, Clytia|LOC032511, Clytia|LOC025012, Clytia|LOC011983, Clytia|LOC016941, Clytia|LOC032213, Clytia|LOC016144, Clytia|LOC023005, Clytia|LOC040833	Hydractinia|LOC130618404
OG0000190	Clytia|LOC027398, Clytia|LOC038726, Clytia|LOC017775, Clytia|LOC037337, Clytia|LOC016365, Clytia|LOC027418, Clytia|LOC029726, Clytia|LOC013678, Clytia|LOC040437, Clytia|LOC025594, Clytia|LOC031361, Clytia|LOC025023	Hydractinia|LOC130612071
OG0000191	Clytia|LOC041886	Hydractinia|LOC130657618, Hydractinia|LOC130657620
OG0000191	Clytia|LOC044011, Clytia|LOC013758, Clytia|LOC038024, Clytia|LOC041071	Hydractinia|LOC130648147, Hydractinia|LOC130647516, Hydractinia|LOC130648148, Hydractinia|LOC130647785, Hydractinia|LOC130648146
OG0000198	Clytia|LOC010119, Clytia|LOC000685, Clytia|LOC027623, Clytia|LOC000634, Clytia|LOC000635, Clytia|LOC036720	Hydractinia|LOC130653967, Hydractinia|LOC130653966
OG0000199	Clytia|LOC015786, Clytia|LOC036893, Clytia|LOC008541, Clytia|LOC008547	Hydractinia|LOC130622938, Hydractinia|LOC130623374, Hydractinia|LOC130623591, Hydractinia|LOC130623439
OG0000200	Clytia|LOC001698, Clytia|LOC016910	Hydractinia|LOC130636809, Hydractinia|LOC130645904, Hydractinia|LOC130613405, Hydractinia|LOC130648835, Hydractinia|LOC130653667, Hydractinia|LOC130626799, Hydractinia|LOC130621370, Hydractinia|LOC130636994, Hydractinia|LOC130627205, Hydractinia|LOC130629658, Hydractinia|LOC130613388, Hydractinia|LOC130623214, Hydractinia|LOC130629923, Hydractinia|LOC130642306, Hydractinia|LOC130621307, Hydractinia|LOC130657863, Hydractinia|LOC130648450, Hydractinia|LOC130653632, Hydractinia|LOC130621285
OG0000201	Clytia|LOC041794, Clytia|LOC002740	Hydractinia|LOC130612681
OG0000201	Clytia|LOC002457	Hydractinia|LOC130648604
OG0000201	Clytia|LOC045779	Hydractinia|LOC130647706
OG0000201	Clytia|LOC010572	Hydractinia|LOC130653710
OG0000201	Clytia|LOC038470	Hydractinia|LOC130613628
OG0000203	Clytia|LOC006283	Hydractinia|LOC130635907, Hydractinia|LOC130657780, Hydractinia|LOC130614022, Hydractinia|LOC130623202, Hydractinia|LOC130635468, Hydractinia|LOC130635671, Hydractinia|LOC130636911, Hydractinia|LOC130657266, Hydractinia|LOC130623540
OG0000204	Clytia|LOC011197, Clytia|LOC031082	Hydractinia|LOC130642028, Hydractinia|LOC130642416, Hydractinia|LOC130621302, Hydractinia|LOC130662721, Hydractinia|LOC130644247, Hydractinia|LOC130636916, Hydractinia|LOC130645916, Hydractinia|LOC130625275, Hydractinia|LOC130625351, Hydractinia|LOC130645997, Hydractinia|LOC130647009, Hydractinia|LOC130641526, Hydractinia|LOC130656395, Hydractinia|LOC130628366, Hydractinia|LOC130613854, Hydractinia|LOC130648320, Hydractinia|LOC130648728, Hydractinia|LOC130642413, Hydractinia|LOC130648729, Hydractinia|LOC130645803, Hydractinia|LOC130625069, Hydractinia|LOC130635489, Hydractinia|LOC130645272, Hydractinia|LOC130648979, Hydractinia|LOC130636117, Hydractinia|LOC130644248
OG0000205	Clytia|LOC033080	Hydractinia|LOC130629734
OG0000205	Clytia|LOC014280	Hydractinia|LOC130630351
OG0000205	Clytia|LOC011480	Hydractinia|LOC130612854
OG0000214	Clytia|LOC012980	Hydractinia|LOC130649000
OG0000214	Clytia|LOC030307	Hydractinia|LOC130630376
OG0000214	Clytia|LOC013572	Hydractinia|LOC130641033
OG0000214	Clytia|LOC001305, Clytia|LOC001335, Clytia|LOC012853	Hydractinia|LOC130641895, Hydractinia|LOC130641896
OG0000215	Clytia|LOC013410, Clytia|LOC035157, Clytia|LOC018790, Clytia|LOC009521	Hydractinia|LOC130627141, Hydractinia|LOC130624933
OG0000215	Clytia|LOC039222, Clytia|LOC045565, Clytia|LOC016483, Clytia|LOC038952, Clytia|LOC022174, Clytia|LOC019231, Clytia|LOC008952, Clytia|LOC012389, Clytia|LOC037965, Clytia|LOC007268, Clytia|LOC000698, Clytia|LOC022231, Clytia|LOC021982, Clytia|LOC024302, Clytia|LOC036244, Clytia|LOC036442, Clytia|LOC023670	Hydractinia|LOC130612947
OG0000215	Clytia|LOC028408	Hydractinia|LOC130647547
OG0000217	Clytia|LOC008664	Hydractinia|LOC130633574
OG0000217	Clytia|LOC029191, Clytia|LOC042121, Clytia|LOC042120, Clytia|LOC042712, Clytia|LOC042711, Clytia|LOC042091, Clytia|LOC042713, Clytia|LOC042710, Clytia|LOC042736, Clytia|LOC002212, Clytia|LOC002197, Clytia|LOC042709, Clytia|LOC042734, Clytia|LOC040814, Clytia|LOC024875, Clytia|LOC042737, Clytia|LOC042735, Clytia|LOC042100, Clytia|LOC042753, Clytia|LOC042708, Clytia|LOC042733, Clytia|LOC002214, Clytia|LOC002213, Clytia|LOC024173, Clytia|LOC037126	Hydractinia|LOC130649228
OG0000218	Clytia|LOC010889	Hydractinia|LOC130629126
OG0000218	Clytia|LOC030794, Clytia|LOC036043, Clytia|LOC009449	Hydractinia|LOC130623887
OG0000218	Clytia|LOC036042	Hydractinia|LOC130614503
OG0000219	Clytia|LOC044296, Clytia|LOC044298, Clytia|LOC003370, Clytia|LOC044436, Clytia|LOC044437, Clytia|LOC044297, Clytia|LOC043867, Clytia|LOC043896	Hydractinia|LOC130644730
OG0000220	Clytia|LOC026605, Clytia|LOC026230	Hydractinia|LOC130636480, Hydractinia|LOC130612922
OG0000220	Clytia|LOC025956, Clytia|LOC004562, Clytia|LOC038615, Clytia|LOC009923	Hydractinia|LOC130630165, Hydractinia|LOC130630146
OG0000221	Clytia|LOC004593	Hydractinia|LOC130645495
OG0000221	Clytia|LOC007532	Hydractinia|LOC130645059, Hydractinia|LOC130645917
OG0000221	Clytia|LOC004602	Hydractinia|LOC130645419
OG0000222	Clytia|LOC006561, Clytia|LOC006528, Clytia|LOC045427, Clytia|LOC013725	Hydractinia|LOC130655657
OG0000222	Clytia|LOC037515	Hydractinia|LOC130626869, Hydractinia|LOC130629633, Hydractinia|LOC130629665, Hydractinia|LOC130641305, Hydractinia|LOC130642243
OG0000222	Clytia|LOC040111, Clytia|LOC041400, Clytia|LOC038422	Hydractinia|LOC130644460
OG0000223	Clytia|LOC007998, Clytia|LOC021056	Hydractinia|LOC130636936, Hydractinia|LOC130641585, Hydractinia|LOC130641256, Hydractinia|LOC130625048, Hydractinia|LOC130625047, Hydractinia|LOC130656038, Hydractinia|LOC130637841, Hydractinia|LOC130623057, Hydractinia|LOC130630209, Hydractinia|LOC130623791, Hydractinia|LOC130613783, Hydractinia|LOC130629744, Hydractinia|LOC130628906, Hydractinia|LOC130635762, Hydractinia|LOC130637017, Hydractinia|LOC130629745, Hydractinia|LOC130645927, Hydractinia|LOC130629050, Hydractinia|LOC130628862, Hydractinia|LOC130648464, Hydractinia|LOC130656145, Hydractinia|LOC130629205, Hydractinia|LOC130636077, Hydractinia|LOC130629061, Hydractinia|LOC130644419
OG0000224	Clytia|LOC015644, Clytia|LOC026830, Clytia|LOC035120, Clytia|LOC024900, Clytia|LOC032063, Clytia|LOC024901, Clytia|LOC024243, Clytia|LOC032053	Hydractinia|LOC130613753, Hydractinia|LOC130614680, Hydractinia|LOC130655868, Hydractinia|LOC130655613, Hydractinia|LOC130655615
OG0000224	Clytia|LOC010546, Clytia|LOC023270	Hydractinia|LOC130655123, Hydractinia|LOC130655125, Hydractinia|LOC130655926, Hydractinia|LOC130655923, Hydractinia|LOC130655034, Hydractinia|LOC130655710
OG0000225	Clytia|LOC016459, Clytia|LOC020220	Hydractinia|LOC130621570, Hydractinia|LOC130630148
OG0000225	Clytia|LOC034739, Clytia|LOC012216, Clytia|LOC027151	Hydractinia|LOC130656673, Hydractinia|LOC130614331, Hydractinia|LOC130642150, Hydractinia|LOC130625083, Hydractinia|LOC130642400
OG0000226	Clytia|LOC014089	Hydractinia|LOC130626168
OG0000226	Clytia|LOC013058, Clytia|LOC014105, Clytia|LOC017296	Hydractinia|LOC130614267
OG0000226	Clytia|LOC029263	Hydractinia|LOC130649567, Hydractinia|LOC130649566
OG0000226	Clytia|LOC017102	Hydractinia|LOC130623805, Hydractinia|LOC130624101, Hydractinia|LOC130623879
OG0000227	Clytia|LOC015656	Hydractinia|LOC130630554, Hydractinia|LOC130613199, Hydractinia|LOC130621497, Hydractinia|LOC130622501, Hydractinia|LOC130644463, Hydractinia|LOC130641087, Hydractinia|LOC130632739, Hydractinia|LOC130649627
OG0000227	Clytia|LOC025421, Clytia|LOC015661, Clytia|LOC025259, Clytia|LOC025997, Clytia|LOC041252, Clytia|LOC045475	Hydractinia|LOC130623749, Hydractinia|LOC130647750, Hydractinia|LOC130647778, Hydractinia|LOC130622139, Hydractinia|LOC130613938, Hydractinia|LOC130636305, Hydractinia|LOC130614230, Hydractinia|LOC130645613, Hydractinia|LOC130630278, Hydractinia|LOC130645188, Hydractinia|LOC130635776, Hydractinia|LOC130623131, Hydractinia|LOC130640745
OG0000228	Clytia|LOC025631	Hydractinia|LOC130621280, Hydractinia|LOC130636823
OG0000228	Clytia|LOC018666	Hydractinia|LOC130636898
OG0000229	Clytia|LOC026488	Hydractinia|LOC130625042, Hydractinia|LOC130612839, Hydractinia|LOC130653669, Hydractinia|LOC130634787, Hydractinia|LOC130657858, Hydractinia|LOC130629226, Hydractinia|LOC130623572, Hydractinia|LOC130648779, Hydractinia|LOC130655000, Hydractinia|LOC130612838, Hydractinia|LOC130641564, Hydractinia|LOC130625442, Hydractinia|LOC130648109, Hydractinia|LOC130654525, Hydractinia|LOC130641241, Hydractinia|LOC130630583, Hydractinia|LOC130655900, Hydractinia|LOC130622503, Hydractinia|LOC130623571, Hydractinia|LOC130636242, Hydractinia|LOC130644967
OG0000230	Clytia|LOC030138	Hydractinia|LOC130628627, Hydractinia|LOC130645063
OG0000244	Clytia|LOC001828	Hydractinia|LOC130622669, Hydractinia|LOC130622668
OG0000247	Clytia|LOC003365	Hydractinia|LOC130655006
OG0000248	Clytia|LOC039904, Clytia|LOC019920, Clytia|LOC042773, Clytia|LOC041042, Clytia|LOC042385, Clytia|LOC005021, Clytia|LOC026424, Clytia|LOC023334, Clytia|LOC016275, Clytia|LOC004992, Clytia|LOC020721, Clytia|LOC023335, Clytia|LOC022587, Clytia|LOC011957, Clytia|LOC022764, Clytia|LOC004985, Clytia|LOC026423, Clytia|LOC041039, Clytia|LOC041041, Clytia|LOC020718, Clytia|LOC023336, Clytia|LOC015314, Clytia|LOC016267, Clytia|LOC021330, Clytia|LOC004958, Clytia|LOC019914	Hydractinia|LOC130613985
OG0000249	Clytia|LOC033026, Clytia|LOC014697, Clytia|LOC029265, Clytia|LOC039351, Clytia|LOC044359, Clytia|LOC014696, Clytia|LOC044358, Clytia|LOC034610, Clytia|LOC034590, Clytia|LOC044293, Clytia|LOC038072	Hydractinia|LOC130625798, Hydractinia|LOC130648404, Hydractinia|LOC130648405
OG0000251	Clytia|LOC028705, Clytia|LOC021458, Clytia|LOC019534, Clytia|LOC025206, Clytia|LOC021966, Clytia|LOC015693	Hydractinia|LOC130613428, Hydractinia|LOC130629871, Hydractinia|LOC130612645, Hydractinia|LOC130626110, Hydractinia|LOC130630424, Hydractinia|LOC130630516, Hydractinia|LOC130645169, Hydractinia|LOC130621979, Hydractinia|LOC130613432, Hydractinia|LOC130657186, Hydractinia|LOC130629110, Hydractinia|LOC130612828, Hydractinia|LOC130630193, Hydractinia|LOC130629547, Hydractinia|LOC130641540, Hydractinia|LOC130641544, Hydractinia|LOC130641543, Hydractinia|LOC130635683, Hydractinia|LOC130641118, Hydractinia|LOC130656437, Hydractinia|LOC130641542
OG0000257	Clytia|LOC003027, Clytia|LOC004382, Clytia|LOC004381, Clytia|LOC004365, Clytia|LOC030664, Clytia|LOC002272, Clytia|LOC011232, Clytia|LOC015403, Clytia|LOC042339, Clytia|LOC004366, Clytia|LOC003007	Hydractinia|LOC130641978, Hydractinia|LOC130641981, Hydractinia|LOC130641980
OG0000257	Clytia|LOC043124, Clytia|LOC001911, Clytia|LOC001919	Hydractinia|LOC130640971, Hydractinia|LOC130641072
OG0000258	Clytia|LOC036240	Hydractinia|LOC130612902
OG0000258	Clytia|LOC025573, Clytia|LOC014601, Clytia|LOC016508, Clytia|LOC042164, Clytia|LOC000371, Clytia|LOC024452, Clytia|LOC019753, Clytia|LOC000422, Clytia|LOC036328, Clytia|LOC020973, Clytia|LOC007771, Clytia|LOC021397, Clytia|LOC031607, Clytia|LOC012738, Clytia|LOC018299, Clytia|LOC037445, Clytia|LOC042225, Clytia|LOC024303, Clytia|LOC030318	Hydractinia|LOC130655702
OG0000260	Clytia|LOC009094, Clytia|LOC009108, Clytia|LOC030014, Clytia|LOC043565, Clytia|LOC035791, Clytia|LOC010482, Clytia|LOC038404, Clytia|LOC001041, Clytia|LOC017527, Clytia|LOC017526, Clytia|LOC011623, Clytia|LOC039331, Clytia|LOC009253, Clytia|LOC000905, Clytia|LOC010484, Clytia|LOC010477, Clytia|LOC030013, Clytia|LOC001033, Clytia|LOC009111, Clytia|LOC009082, Clytia|LOC009107, Clytia|LOC038403, Clytia|LOC039329, Clytia|LOC008912	Hydractinia|LOC130649384, Hydractinia|LOC130628634
OG0000261	Clytia|LOC012602	Hydractinia|LOC130612514
OG0000261	Clytia|LOC002012	Hydractinia|LOC130622988
OG0000261	Clytia|LOC016821	Hydractinia|LOC130624060
OG0000262	Clytia|LOC018004, Clytia|LOC035294, Clytia|LOC010180, Clytia|LOC041344, Clytia|LOC002653, Clytia|LOC028582, Clytia|LOC023922, Clytia|LOC025253	Hydractinia|LOC130648141
OG0000262	Clytia|LOC027872	Hydractinia|LOC130646058, Hydractinia|LOC130623099
OG0000262	Clytia|LOC022888, Clytia|LOC022891, Clytia|LOC025655, Clytia|LOC005364, Clytia|LOC017718	Hydractinia|LOC130649053
OG0000262	Clytia|LOC003922	Hydractinia|LOC130645006
OG0000263	Clytia|LOC021796, Clytia|LOC007373	Hydractinia|LOC130648415, Hydractinia|LOC130645405, Hydractinia|LOC130645010, Hydractinia|LOC130629383, Hydractinia|LOC130644958, Hydractinia|LOC130641938, Hydractinia|LOC130636378, Hydractinia|LOC130656923, Hydractinia|LOC130656015, Hydractinia|LOC130613057, Hydractinia|LOC130649608, Hydractinia|LOC130649454, Hydractinia|LOC130635945, Hydractinia|LOC130649250, Hydractinia|LOC130630250, Hydractinia|LOC130630639, Hydractinia|LOC130612887, Hydractinia|LOC130655135, Hydractinia|LOC130649343, Hydractinia|LOC130624202, Hydractinia|LOC130655704, Hydractinia|LOC130628693, Hydractinia|LOC130648553, Hydractinia|LOC130648704
OG0000264	Clytia|LOC009295	Hydractinia|LOC130647655, Hydractinia|LOC130623543, Hydractinia|LOC130613905, Hydractinia|LOC130614313, Hydractinia|LOC130614672, Hydractinia|LOC130625630, Hydractinia|LOC130629259, Hydractinia|LOC130625444, Hydractinia|LOC130622600, Hydractinia|LOC130654699, Hydractinia|LOC130641346, Hydractinia|LOC130625510, Hydractinia|LOC130625522, Hydractinia|LOC130648574, Hydractinia|LOC130612096, Hydractinia|LOC130625548, Hydractinia|LOC130625067, Hydractinia|LOC130622037
