Orthogroup	longest_isoform_ClytiaProteins	longest_isoform_XeniaProteins
OG0000265	Clytia|LOC044647, Clytia|LOC041873	Xenia|LOC124452014, Xenia|LOC124435919, Xenia|LOC124454223, Xenia|LOC124449256, Xenia|LOC124435134, Xenia|LOC124457083, Xenia|LOC124456983, Xenia|LOC124449257
OG0000265	Clytia|LOC013471, Clytia|LOC041519, Clytia|LOC017493	Xenia|LOC124455227, Xenia|LOC124441684, Xenia|LOC124449123, Xenia|LOC124459169
OG0000266	Clytia|LOC022141, Clytia|LOC026887	Xenia|LOC124455325, Xenia|LOC124455244, Xenia|LOC124459173, Xenia|LOC124449168, Xenia|LOC124435918, Xenia|LOC124456335, Xenia|LOC124456128, Xenia|LOC124435907, Xenia|LOC124454218, Xenia|LOC124457241, Xenia|LOC124455225, Xenia|LOC124457238, Xenia|LOC124459171, Xenia|LOC124455326, Xenia|LOC124459172, Xenia|LOC124455226, Xenia|LOC124454217, Xenia|LOC124449645, Xenia|LOC124448193
OG0000277	Clytia|LOC009456, Clytia|LOC010944, Clytia|LOC005670	Xenia|LOC124453160
OG0000277	Clytia|LOC011667	Xenia|LOC124445271
OG0000277	Clytia|LOC000059, Clytia|LOC000130	Xenia|LOC124459577
OG0000279	Clytia|LOC030117	Xenia|LOC124446247
OG0000279	Clytia|LOC000977	Xenia|LOC124438589
OG0000279	Clytia|LOC039146	Xenia|LOC124449546, Xenia|LOC124449835
OG0000279	Clytia|LOC003372	Xenia|LOC124446748
OG0000280	Clytia|LOC001450, Clytia|LOC001418, Clytia|LOC001449	Xenia|LOC124444769
OG0000281	Clytia|LOC008322	Xenia|LOC124453718
OG0000281	Clytia|LOC016957	Xenia|LOC124444138
OG0000281	Clytia|LOC025482, Clytia|LOC028489, Clytia|LOC002092, Clytia|LOC008936, Clytia|LOC036139, Clytia|LOC004844, Clytia|LOC006414, Clytia|LOC025483	Xenia|LOC124436136
OG0000283	Clytia|LOC010937	Xenia|LOC124456594
OG0000284	Clytia|LOC024165, Clytia|LOC011078, Clytia|LOC020167, Clytia|LOC013873, Clytia|LOC021894	Xenia|LOC124455617, Xenia|LOC124439838
OG0000286	Clytia|LOC032344	Xenia|LOC124455276, Xenia|LOC124456889, Xenia|LOC124449240, Xenia|LOC124457216, Xenia|LOC124455818, Xenia|LOC124448992, Xenia|LOC124455584, Xenia|LOC124449304, Xenia|LOC124456032
OG0000286	Clytia|LOC015257	Xenia|LOC124456078, Xenia|LOC124456079
OG0000288	Clytia|LOC020354, Clytia|LOC033711	Xenia|LOC124457148, Xenia|LOC124456830, Xenia|LOC124457719, Xenia|LOC124457698, Xenia|LOC124457144, Xenia|LOC124457854, Xenia|LOC124457543, Xenia|LOC124458384, Xenia|LOC124457740, Xenia|LOC124449287, Xenia|LOC124455391, Xenia|LOC124458243, Xenia|LOC124458196, Xenia|LOC124458312, Xenia|LOC124457558, Xenia|LOC124457595, Xenia|LOC124458106, Xenia|LOC124458291, Xenia|LOC124457157, Xenia|LOC124457149, Xenia|LOC124457150, Xenia|LOC124457154
OG0000290	Clytia|LOC043827	Xenia|LOC124454167, Xenia|LOC124454011
OG0000291	Clytia|LOC038146	Xenia|LOC124440975, Xenia|LOC124440982, Xenia|LOC124457898, Xenia|LOC124459016, Xenia|LOC124453854, Xenia|LOC124457941, Xenia|LOC124457251, Xenia|LOC124448011, Xenia|LOC124457894, Xenia|LOC124448818, Xenia|LOC124457939, Xenia|LOC124456706, Xenia|LOC124440974, Xenia|LOC124457264, Xenia|LOC124440977, Xenia|LOC124459013, Xenia|LOC124456696, Xenia|LOC124457896, Xenia|LOC124440978, Xenia|LOC124457938, Xenia|LOC124440891
OG0000303	Clytia|LOC044718, Clytia|LOC017781, Clytia|LOC024381, Clytia|LOC033332, Clytia|LOC026062, Clytia|LOC023556, Clytia|LOC020795, Clytia|LOC020799, Clytia|LOC017375, Clytia|LOC027189, Clytia|LOC019923, Clytia|LOC001703, Clytia|LOC018190, Clytia|LOC024382, Clytia|LOC027913, Clytia|LOC023382, Clytia|LOC018812, Clytia|LOC018191, Clytia|LOC027328, Clytia|LOC017374, Clytia|LOC021658, Clytia|LOC023375, Clytia|LOC045538	Xenia|LOC124458302
OG0000304	Clytia|LOC034583	Xenia|LOC124447064, Xenia|LOC124446861
OG0000304	Clytia|LOC005719, Clytia|LOC002744	Xenia|LOC124433871, Xenia|LOC124439166
OG0000305	Clytia|LOC022216	Xenia|LOC124452655
OG0000306	Clytia|LOC003766, Clytia|LOC016805, Clytia|LOC004055, Clytia|LOC045762	Xenia|LOC124442512, Xenia|LOC124441839, Xenia|LOC124458204, Xenia|LOC124434594, Xenia|LOC124458283, Xenia|LOC124458284, Xenia|LOC124458282, Xenia|LOC124458152, Xenia|LOC124454055, Xenia|LOC124458244, Xenia|LOC124457158, Xenia|LOC124458532, Xenia|LOC124458533, Xenia|LOC124458531, Xenia|LOC124457646, Xenia|LOC124457647
OG0000308	Clytia|LOC005081, Clytia|LOC019979	Xenia|LOC124457070, Xenia|LOC124455695, Xenia|LOC124455563, Xenia|LOC124436758, Xenia|LOC124438919, Xenia|LOC124455049, Xenia|LOC124448761, Xenia|LOC124457233, Xenia|LOC124447527, Xenia|LOC124447340
OG0000308	Clytia|LOC020060	Xenia|LOC124446996, Xenia|LOC124457064
OG0000310	Clytia|LOC034852, Clytia|LOC042738, Clytia|LOC016635, Clytia|LOC043847, Clytia|LOC017352	Xenia|LOC124441151
OG0000311	Clytia|LOC023455, Clytia|LOC017085, Clytia|LOC035106	Xenia|LOC124435952
OG0000312	Clytia|LOC019618	Xenia|LOC124448808
OG0000314	Clytia|LOC043818, Clytia|LOC043799, Clytia|LOC021969	Xenia|LOC124450387, Xenia|LOC124452126, Xenia|LOC124443381, Xenia|LOC124442659, Xenia|LOC124456601, Xenia|LOC124443385, Xenia|LOC124457571, Xenia|LOC124446190, Xenia|LOC124442042, Xenia|LOC124442043, Xenia|LOC124458472, Xenia|LOC124457322, Xenia|LOC124457314, Xenia|LOC124442029, Xenia|LOC124457338, Xenia|LOC124442034, Xenia|LOC124442436, Xenia|LOC124457607, Xenia|LOC124440918, Xenia|LOC124442035
OG0000332	Clytia|LOC043812, Clytia|LOC011693, Clytia|LOC000883, Clytia|LOC006124	Xenia|LOC124449089, Xenia|LOC124445570, Xenia|LOC124449189, Xenia|LOC124437163, Xenia|LOC124458015
OG0000334	Clytia|LOC023664, Clytia|LOC043801, Clytia|LOC005481, Clytia|LOC044564, Clytia|LOC024843, Clytia|LOC016741, Clytia|LOC029664	Xenia|LOC124455817, Xenia|LOC124452023, Xenia|LOC124435993, Xenia|LOC124456810, Xenia|LOC124455809, Xenia|LOC124436033, Xenia|LOC124454130, Xenia|LOC124446617, Xenia|LOC124444376, Xenia|LOC124455719, Xenia|LOC124450401, Xenia|LOC124452127
OG0000335	Clytia|LOC005781	Xenia|LOC124457357, Xenia|LOC124456757, Xenia|LOC124458254, Xenia|LOC124455471, Xenia|LOC124456758, Xenia|LOC124455678, Xenia|LOC124455399, Xenia|LOC124455400, Xenia|LOC124436581, Xenia|LOC124455423, Xenia|LOC124448758, Xenia|LOC124448161, Xenia|LOC124452895, Xenia|LOC124453035, Xenia|LOC124449840, Xenia|LOC124455797, Xenia|LOC124453579, Xenia|LOC124446699
OG0000336	Clytia|LOC010556, Clytia|LOC019217, Clytia|LOC029184, Clytia|LOC006014, Clytia|LOC006013, Clytia|LOC045249, Clytia|LOC045232	Xenia|LOC124437185
OG0000337	Clytia|LOC008668, Clytia|LOC008658, Clytia|LOC021492, Clytia|LOC006163, Clytia|LOC043457	Xenia|LOC124446027, Xenia|LOC124445818, Xenia|LOC124445820, Xenia|LOC124445819
OG0000339	Clytia|LOC007143, Clytia|LOC007144, Clytia|LOC030032, Clytia|LOC030035	Xenia|LOC124445637, Xenia|LOC124446636, Xenia|LOC124440529, Xenia|LOC124445636
OG0000340	Clytia|LOC015680, Clytia|LOC008020, Clytia|LOC019894	Xenia|LOC124451107
OG0000341	Clytia|LOC011689, Clytia|LOC011684, Clytia|LOC021750, Clytia|LOC040487, Clytia|LOC033009, Clytia|LOC009088	Xenia|LOC124450350, Xenia|LOC124448043
OG0000342	Clytia|LOC037955, Clytia|LOC023140, Clytia|LOC023139, Clytia|LOC025686, Clytia|LOC019883, Clytia|LOC015475, Clytia|LOC018613, Clytia|LOC021874, Clytia|LOC010165, Clytia|LOC030325	Xenia|LOC124435124, Xenia|LOC124438979, Xenia|LOC124449217, Xenia|LOC124438795, Xenia|LOC124446909, Xenia|LOC124453977, Xenia|LOC124456985
OG0000343	Clytia|LOC035136, Clytia|LOC031411, Clytia|LOC035403, Clytia|LOC011057	Xenia|LOC124458300
OG0000344	Clytia|LOC038326, Clytia|LOC014578	Xenia|LOC124444411, Xenia|LOC124455264, Xenia|LOC124443506, Xenia|LOC124444944, Xenia|LOC124444763, Xenia|LOC124444766, Xenia|LOC124444765
OG0000344	Clytia|LOC026046	Xenia|LOC124443654, Xenia|LOC124444525
OG0000346	Clytia|LOC016140	Xenia|LOC124438412
OG0000346	Clytia|LOC016877, Clytia|LOC016175, Clytia|LOC017403	Xenia|LOC124448974, Xenia|LOC124441647
OG0000347	Clytia|LOC040661	Xenia|LOC124451112
OG0000347	Clytia|LOC016387, Clytia|LOC017615	Xenia|LOC124443125, Xenia|LOC124453392, Xenia|LOC124457028, Xenia|LOC124453393, Xenia|LOC124449057
OG0000348	Clytia|LOC038570, Clytia|LOC032982, Clytia|LOC019175, Clytia|LOC031691	Xenia|LOC124433344, Xenia|LOC124433441, Xenia|LOC124453945, Xenia|LOC124433345, Xenia|LOC124433347, Xenia|LOC124443578
OG0000361	Clytia|LOC009620	Xenia|LOC124438445
OG0000363	Clytia|LOC005127	Xenia|LOC124449321
OG0000363	Clytia|LOC039495, Clytia|LOC044987	Xenia|LOC124443892
OG0000366	Clytia|LOC003650	Xenia|LOC124449825, Xenia|LOC124449826, Xenia|LOC124452703, Xenia|LOC124452687
OG0000369	Clytia|LOC021508, Clytia|LOC021511, Clytia|LOC042288, Clytia|LOC042287, Clytia|LOC005348, Clytia|LOC042520	Xenia|LOC124443113
OG0000370	Clytia|LOC034930, Clytia|LOC006383	Xenia|LOC124433330
OG0000371	Clytia|LOC025995, Clytia|LOC019430, Clytia|LOC018757	Xenia|LOC124435189
OG0000371	Clytia|LOC030499, Clytia|LOC030502, Clytia|LOC030501, Clytia|LOC009864, Clytia|LOC030254, Clytia|LOC021289, Clytia|LOC025071, Clytia|LOC044910, Clytia|LOC035161, Clytia|LOC016727, Clytia|LOC044714, Clytia|LOC017663, Clytia|LOC020464, Clytia|LOC044711, Clytia|LOC019668, Clytia|LOC024933	Xenia|LOC124456898
OG0000373	Clytia|LOC018133	Xenia|LOC124436565, Xenia|LOC124436954, Xenia|LOC124454890, Xenia|LOC124454910, Xenia|LOC124454816, Xenia|LOC124454896, Xenia|LOC124454271, Xenia|LOC124454118, Xenia|LOC124454960, Xenia|LOC124454844, Xenia|LOC124454561, Xenia|LOC124454893, Xenia|LOC124454939, Xenia|LOC124454809
OG0000374	Clytia|LOC020004, Clytia|LOC020006	Xenia|LOC124436838, Xenia|LOC124437347, Xenia|LOC124437349, Xenia|LOC124436046, Xenia|LOC124437106, Xenia|LOC124436028, Xenia|LOC124436036, Xenia|LOC124436035, Xenia|LOC124437350, Xenia|LOC124437353, Xenia|LOC124437351, Xenia|LOC124437348, Xenia|LOC124436415, Xenia|LOC124436381
OG0000375	Clytia|LOC043991	Xenia|LOC124447397
OG0000377	Clytia|LOC042390, Clytia|LOC042391, Clytia|LOC036220, Clytia|LOC040126, Clytia|LOC042389, Clytia|LOC034475	Xenia|LOC124459568, Xenia|LOC124451012
OG0000394	Clytia|LOC017206, Clytia|LOC030298, Clytia|LOC000299, Clytia|LOC039358, Clytia|LOC033452, Clytia|LOC030916	Xenia|LOC124436146, Xenia|LOC124436157
OG0000395	Clytia|LOC040288, Clytia|LOC014387, Clytia|LOC009531, Clytia|LOC016393, Clytia|LOC037705, Clytia|LOC037707, Clytia|LOC016115, Clytia|LOC033101, Clytia|LOC037717, Clytia|LOC037718, Clytia|LOC001231	Xenia|LOC124447313
OG0000400	Clytia|LOC044823, Clytia|LOC003579	Xenia|LOC124438286
OG0000400	Clytia|LOC030379, Clytia|LOC038671, Clytia|LOC001844	Xenia|LOC124440520, Xenia|LOC124440162
OG0000401	Clytia|LOC041327, Clytia|LOC002110, Clytia|LOC002084	Xenia|LOC124449069, Xenia|LOC124449066, Xenia|LOC124449068, Xenia|LOC124447967, Xenia|LOC124447966, Xenia|LOC124447970, Xenia|LOC124447852
OG0000402	Clytia|LOC011034, Clytia|LOC003240	Xenia|LOC124458345, Xenia|LOC124454012, Xenia|LOC124447130, Xenia|LOC124454148, Xenia|LOC124453349, Xenia|LOC124439435
OG0000403	Clytia|LOC003334	Xenia|LOC124435644, Xenia|LOC124434837, Xenia|LOC124441740, Xenia|LOC124456290, Xenia|LOC124456298, Xenia|LOC124445173, Xenia|LOC124447019, Xenia|LOC124445174, Xenia|LOC124447042, Xenia|LOC124455714, Xenia|LOC124451976, Xenia|LOC124451942, Xenia|LOC124451948, Xenia|LOC124451527, Xenia|LOC124451525, Xenia|LOC124451951, Xenia|LOC124451261
OG0000404	Clytia|LOC020083	Xenia|LOC124454233, Xenia|LOC124454639, Xenia|LOC124454779, Xenia|LOC124454235, Xenia|LOC124454778, Xenia|LOC124454234, Xenia|LOC124441858
OG0000404	Clytia|LOC003678	Xenia|LOC124447699
OG0000405	Clytia|LOC035853, Clytia|LOC035854, Clytia|LOC035825, Clytia|LOC023186, Clytia|LOC004674, Clytia|LOC036665, Clytia|LOC018105, Clytia|LOC006797	Xenia|LOC124447854
OG0000406	Clytia|LOC004928	Xenia|LOC124449360, Xenia|LOC124454965, Xenia|LOC124454961, Xenia|LOC124454926, Xenia|LOC124455062, Xenia|LOC124455063, Xenia|LOC124454872, Xenia|LOC124454875, Xenia|LOC124455065, Xenia|LOC124439597, Xenia|LOC124439595, Xenia|LOC124439596, Xenia|LOC124438584, Xenia|LOC124447101, Xenia|LOC124454398, Xenia|LOC124454447
OG0000409	Clytia|LOC031873, Clytia|LOC031871, Clytia|LOC031872, Clytia|LOC006993, Clytia|LOC038472, Clytia|LOC037277, Clytia|LOC039646, Clytia|LOC008003	Xenia|LOC124447255, Xenia|LOC124442350
OG0000410	Clytia|LOC007034	Xenia|LOC124444338
OG0000411	Clytia|LOC009058	Xenia|LOC124443609
OG0000411	Clytia|LOC043051, Clytia|LOC043740	Xenia|LOC124453549
OG0000411	Clytia|LOC007385	Xenia|LOC124452824, Xenia|LOC124453153
OG0000412	Clytia|LOC042317, Clytia|LOC007461, Clytia|LOC032672	Xenia|LOC124456495
OG0000414	Clytia|LOC009053, Clytia|LOC009060, Clytia|LOC009059	Xenia|LOC124437592, Xenia|LOC124455468, Xenia|LOC124449789, Xenia|LOC124443944, Xenia|LOC124455718, Xenia|LOC124455556, Xenia|LOC124455750, Xenia|LOC124452150
OG0000416	Clytia|LOC024024, Clytia|LOC020329	Xenia|LOC124444231, Xenia|LOC124444541, Xenia|LOC124444224, Xenia|LOC124444836, Xenia|LOC124444835, Xenia|LOC124443864
OG0000430	Clytia|LOC034461, Clytia|LOC001058, Clytia|LOC001057, Clytia|LOC006932, Clytia|LOC037221, Clytia|LOC000975, Clytia|LOC001009, Clytia|LOC006933, Clytia|LOC001010, Clytia|LOC036380, Clytia|LOC012242	Xenia|LOC124433838
OG0000433	Clytia|LOC010330, Clytia|LOC042933, Clytia|LOC042907, Clytia|LOC002837, Clytia|LOC002858	Xenia|LOC124439912
OG0000435	Clytia|LOC024631, Clytia|LOC003914, Clytia|LOC021399, Clytia|LOC023078, Clytia|LOC025117, Clytia|LOC026997, Clytia|LOC025875, Clytia|LOC023925, Clytia|LOC032740, Clytia|LOC019651, Clytia|LOC014237, Clytia|LOC040939, Clytia|LOC032741, Clytia|LOC016256, Clytia|LOC018198	Xenia|LOC124443386, Xenia|LOC124448126
OG0000436	Clytia|LOC003958	Xenia|LOC124440479
OG0000436	Clytia|LOC008532, Clytia|LOC029916, Clytia|LOC027959, Clytia|LOC029143, Clytia|LOC029918	Xenia|LOC124439872, Xenia|LOC124440783
OG0000437	Clytia|LOC031807, Clytia|LOC029284, Clytia|LOC004118	Xenia|LOC124453238, Xenia|LOC124455460, Xenia|LOC124455459, Xenia|LOC124455640, Xenia|LOC124455638, Xenia|LOC124455637
OG0000440	Clytia|LOC040609, Clytia|LOC040607, Clytia|LOC006482	Xenia|LOC124457828, Xenia|LOC124442173
OG0000441	Clytia|LOC017647, Clytia|LOC042477, Clytia|LOC009851	Xenia|LOC124434673, Xenia|LOC124448238, Xenia|LOC124448237
OG0000444	Clytia|LOC014077	Xenia|LOC124457309, Xenia|LOC124458429, Xenia|LOC124442867, Xenia|LOC124458424, Xenia|LOC124458427, Xenia|LOC124458488, Xenia|LOC124457297, Xenia|LOC124442041, Xenia|LOC124442037, Xenia|LOC124457354, Xenia|LOC124440970, Xenia|LOC124442026, Xenia|LOC124442022, Xenia|LOC124442024, Xenia|LOC124442870, Xenia|LOC124441576
OG0000449	Clytia|LOC033440	Xenia|LOC124446295, Xenia|LOC124436086
OG0000449	Clytia|LOC033441	Xenia|LOC124445912
OG0000450	Clytia|LOC033799, Clytia|LOC033841, Clytia|LOC041981	Xenia|LOC124457686, Xenia|LOC124458226, Xenia|LOC124457991, Xenia|LOC124458211, Xenia|LOC124455668, Xenia|LOC124449081, Xenia|LOC124440136
OG0000471	Clytia|LOC020984, Clytia|LOC000475, Clytia|LOC027753, Clytia|LOC022362	Xenia|LOC124440070, Xenia|LOC124455041, Xenia|LOC124455038, Xenia|LOC124455040, Xenia|LOC124442828
OG0000472	Clytia|LOC039663, Clytia|LOC001181, Clytia|LOC039662	Xenia|LOC124434089, Xenia|LOC124435232
OG0000474	Clytia|LOC008506, Clytia|LOC018332, Clytia|LOC001814, Clytia|LOC040779	Xenia|LOC124447165, Xenia|LOC124445314, Xenia|LOC124452548
OG0000476	Clytia|LOC029728	Xenia|LOC124436435
OG0000476	Clytia|LOC006366, Clytia|LOC004215	Xenia|LOC124437052, Xenia|LOC124436436, Xenia|LOC124437051, Xenia|LOC124436437
OG0000478	Clytia|LOC039390, Clytia|LOC039400, Clytia|LOC015626, Clytia|LOC004921, Clytia|LOC009789, Clytia|LOC009804	Xenia|LOC124436852, Xenia|LOC124438356, Xenia|LOC124443946, Xenia|LOC124444486, Xenia|LOC124446116
OG0000480	Clytia|LOC012101	Xenia|LOC124457929
OG0000480	Clytia|LOC005176, Clytia|LOC005156, Clytia|LOC005177	Xenia|LOC124444659
OG0000481	Clytia|LOC040553, Clytia|LOC005196	Xenia|LOC124437074
OG0000482	Clytia|LOC008167	Xenia|LOC124441043, Xenia|LOC124442733, Xenia|LOC124442734, Xenia|LOC124441053, Xenia|LOC124442732, Xenia|LOC124441022, Xenia|LOC124441044, Xenia|LOC124441021, Xenia|LOC124441024, Xenia|LOC124441042, Xenia|LOC124441025, Xenia|LOC124441041, Xenia|LOC124442735, Xenia|LOC124441023, Xenia|LOC124441020
OG0000484	Clytia|LOC030334, Clytia|LOC035392, Clytia|LOC035388, Clytia|LOC009294	Xenia|LOC124459414, Xenia|LOC124446360, Xenia|LOC124436024, Xenia|LOC124436000, Xenia|LOC124448158, Xenia|LOC124446225, Xenia|LOC124436098
OG0000486	Clytia|LOC045208, Clytia|LOC010627, Clytia|LOC037362, Clytia|LOC010626	Xenia|LOC124454973
OG0000487	Clytia|LOC039374, Clytia|LOC015876, Clytia|LOC014287, Clytia|LOC033678, Clytia|LOC010682, Clytia|LOC012588	Xenia|LOC124439638, Xenia|LOC124456071, Xenia|LOC124458380, Xenia|LOC124448862, Xenia|LOC124440511
OG0000489	Clytia|LOC040932, Clytia|LOC040337, Clytia|LOC021485, Clytia|LOC012606, Clytia|LOC021486, Clytia|LOC040503, Clytia|LOC021487, Clytia|LOC040934	Xenia|LOC124456353
OG0000490	Clytia|LOC042550, Clytia|LOC014135	Xenia|LOC124452291
OG0000492	Clytia|LOC022316, Clytia|LOC045315, Clytia|LOC016259, Clytia|LOC021708, Clytia|LOC021577, Clytia|LOC032765, Clytia|LOC036296, Clytia|LOC025276, Clytia|LOC026166, Clytia|LOC021298, Clytia|LOC039753, Clytia|LOC039746, Clytia|LOC022058	Xenia|LOC124456461, Xenia|LOC124436497
OG0000493	Clytia|LOC031973, Clytia|LOC027082	Xenia|LOC124441603
OG0000493	Clytia|LOC020665, Clytia|LOC021856	Xenia|LOC124451716, Xenia|LOC124449172, Xenia|LOC124456941, Xenia|LOC124456891
OG0000496	Clytia|LOC035540, Clytia|LOC042659, Clytia|LOC025407, Clytia|LOC039470	Xenia|LOC124436042, Xenia|LOC124454213, Xenia|LOC124456568, Xenia|LOC124451167, Xenia|LOC124438929, Xenia|LOC124452206, Xenia|LOC124438754, Xenia|LOC124449073
OG0000497	Clytia|LOC040262	Xenia|LOC124440230, Xenia|LOC124440231, Xenia|LOC124440216, Xenia|LOC124440217, Xenia|LOC124440219, Xenia|LOC124440215, Xenia|LOC124440228, Xenia|LOC124440247, Xenia|LOC124440226, Xenia|LOC124440294
OG0000498	Clytia|LOC044130, Clytia|LOC044129	Xenia|LOC124438127, Xenia|LOC124438128, Xenia|LOC124438126, Xenia|LOC124438124, Xenia|LOC124438122, Xenia|LOC124438130, Xenia|LOC124438165, Xenia|LOC124437967, Xenia|LOC124438131, Xenia|LOC124437961, Xenia|LOC124438133, Xenia|LOC124438134, Xenia|LOC124437924, Xenia|LOC124438156, Xenia|LOC124439306
OG0000515	Clytia|LOC000476, Clytia|LOC001003, Clytia|LOC032810	Xenia|LOC124445035
OG0000515	Clytia|LOC044119	Xenia|LOC124445802
OG0000516	Clytia|LOC003010, Clytia|LOC003009, Clytia|LOC001098	Xenia|LOC124435360
OG0000516	Clytia|LOC031827	Xenia|LOC124437648, Xenia|LOC124452952, Xenia|LOC124451481
OG0000522	Clytia|LOC041976, Clytia|LOC007029, Clytia|LOC006965, Clytia|LOC018539, Clytia|LOC037365	Xenia|LOC124435867, Xenia|LOC124435869, Xenia|LOC124435866, Xenia|LOC124436940
OG0000524	Clytia|LOC045410, Clytia|LOC007699, Clytia|LOC042360	Xenia|LOC124443799
OG0000528	Clytia|LOC010811	Xenia|LOC124454584, Xenia|LOC124454457, Xenia|LOC124454977, Xenia|LOC124454367
OG0000529	Clytia|LOC027437, Clytia|LOC012413	Xenia|LOC124453012
OG0000532	Clytia|LOC015765	Xenia|LOC124435469, Xenia|LOC124434187, Xenia|LOC124434189, Xenia|LOC124453947, Xenia|LOC124453940, Xenia|LOC124435466, Xenia|LOC124435468, Xenia|LOC124435485, Xenia|LOC124434184, Xenia|LOC124435483, Xenia|LOC124435482, Xenia|LOC124435481, Xenia|LOC124435476, Xenia|LOC124435474
OG0000534	Clytia|LOC023327, Clytia|LOC035084	Xenia|LOC124451973, Xenia|LOC124449183, Xenia|LOC124445545, Xenia|LOC124456883, Xenia|LOC124452056, Xenia|LOC124458337, Xenia|LOC124452155, Xenia|LOC124445130, Xenia|LOC124438658, Xenia|LOC124451105, Xenia|LOC124435201, Xenia|LOC124436095
OG0000535	Clytia|LOC024622	Xenia|LOC124456868, Xenia|LOC124449236, Xenia|LOC124456963, Xenia|LOC124456997
OG0000536	Clytia|LOC032026	Xenia|LOC124447065
OG0000537	Clytia|LOC035633, Clytia|LOC039041	Xenia|LOC124437095, Xenia|LOC124438619, Xenia|LOC124439563, Xenia|LOC124437832
OG0000538	Clytia|LOC037279	Xenia|LOC124441254, Xenia|LOC124449478, Xenia|LOC124449484, Xenia|LOC124449481, Xenia|LOC124449490, Xenia|LOC124441253, Xenia|LOC124447954, Xenia|LOC124447950, Xenia|LOC124441245, Xenia|LOC124441246, Xenia|LOC124441247, Xenia|LOC124441072, Xenia|LOC124441250
OG0000539	Clytia|LOC037627, Clytia|LOC040998, Clytia|LOC044552	Xenia|LOC124434317
OG0000562	Clytia|LOC040914, Clytia|LOC000065, Clytia|LOC009603, Clytia|LOC003208	Xenia|LOC124446033
OG0000562	Clytia|LOC040066	Xenia|LOC124445163, Xenia|LOC124446113, Xenia|LOC124446112
OG0000563	Clytia|LOC000129	Xenia|LOC124433340
OG0000569	Clytia|LOC002113, Clytia|LOC038677	Xenia|LOC124437527, Xenia|LOC124439994, Xenia|LOC124439973, Xenia|LOC124439993
OG0000570	Clytia|LOC038154	Xenia|LOC124449771
OG0000570	Clytia|LOC002254	Xenia|LOC124447050
OG0000570	Clytia|LOC008612	Xenia|LOC124453780
OG0000571	Clytia|LOC034665, Clytia|LOC002392	Xenia|LOC124459539, Xenia|LOC124437750
OG0000575	Clytia|LOC043112, Clytia|LOC010182, Clytia|LOC002896, Clytia|LOC002895	Xenia|LOC124451665
OG0000577	Clytia|LOC003722	Xenia|LOC124452949
OG0000577	Clytia|LOC004099	Xenia|LOC124439513
OG0000580	Clytia|LOC005855	Xenia|LOC124449520, Xenia|LOC124449147
OG0000583	Clytia|LOC040774, Clytia|LOC040176, Clytia|LOC008923, Clytia|LOC008934, Clytia|LOC008937, Clytia|LOC008933	Xenia|LOC124434150, Xenia|LOC124452199, Xenia|LOC124433398, Xenia|LOC124433328, Xenia|LOC124446883
OG0000585	Clytia|LOC038649, Clytia|LOC013578	Xenia|LOC124447286, Xenia|LOC124447446, Xenia|LOC124445364
OG0000586	Clytia|LOC014082	Xenia|LOC124440174, Xenia|LOC124456179, Xenia|LOC124459284, Xenia|LOC124457035, Xenia|LOC124459282
OG0000587	Clytia|LOC016442, Clytia|LOC021892, Clytia|LOC019902	Xenia|LOC124457300, Xenia|LOC124451530, Xenia|LOC124449207, Xenia|LOC124439438, Xenia|LOC124457303, Xenia|LOC124438652, Xenia|LOC124440390, Xenia|LOC124455766, Xenia|LOC124449209, Xenia|LOC124449206, Xenia|LOC124458433
OG0000588	Clytia|LOC031823, Clytia|LOC022682, Clytia|LOC025016, Clytia|LOC022183, Clytia|LOC016522	Xenia|LOC124454135, Xenia|LOC124451991, Xenia|LOC124456337, Xenia|LOC124455247, Xenia|LOC124457707, Xenia|LOC124448352, Xenia|LOC124454529
OG0000589	Clytia|LOC039177, Clytia|LOC039176	Xenia|LOC124442220, Xenia|LOC124442210
OG0000590	Clytia|LOC017674, Clytia|LOC030982	Xenia|LOC124441110, Xenia|LOC124441488
OG0000591	Clytia|LOC018033	Xenia|LOC124449345, Xenia|LOC124449336, Xenia|LOC124449357, Xenia|LOC124448038, Xenia|LOC124435754, Xenia|LOC124449350, Xenia|LOC124455392, Xenia|LOC124455365, Xenia|LOC124449355, Xenia|LOC124449461, Xenia|LOC124449464, Xenia|LOC124448336
