Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydractiniaProteins
OG0000208	Xenia|LOC124458361	Hydractinia|LOC130648161, Hydractinia|LOC130623083, Hydractinia|LOC130645913, Hydractinia|LOC130645914, Hydractinia|LOC130642247, Hydractinia|LOC130657904, Hydractinia|LOC130621347, Hydractinia|LOC130629769, Hydractinia|LOC130653809, Hydractinia|LOC130630085, Hydractinia|LOC130613572, Hydractinia|LOC130637013, Hydractinia|LOC130653921, Hydractinia|LOC130625137, Hydractinia|LOC130645948, Hydractinia|LOC130623075, Hydractinia|LOC130623031, Hydractinia|LOC130612853, Hydractinia|LOC130612995, Hydractinia|LOC130642168, Hydractinia|LOC130657898, Hydractinia|LOC130648235, Hydractinia|LOC130648641, Hydractinia|LOC130625061, Hydractinia|LOC130649367, Hydractinia|LOC130613531, Hydractinia|LOC130629884
OG0000210	Xenia|LOC124441597	Hydractinia|LOC130629961, Hydractinia|LOC130630063, Hydractinia|LOC130642201, Hydractinia|LOC130645933, Hydractinia|LOC130625183, Hydractinia|LOC130646045, Hydractinia|LOC130623240, Hydractinia|LOC130629922, Hydractinia|LOC130655823, Hydractinia|LOC130640698, Hydractinia|LOC130636999, Hydractinia|LOC130630064, Hydractinia|LOC130648639, Hydractinia|LOC130642192, Hydractinia|LOC130621192, Hydractinia|LOC130629960, Hydractinia|LOC130629804, Hydractinia|LOC130657833, Hydractinia|LOC130613614, Hydractinia|LOC130612942, Hydractinia|LOC130642308, Hydractinia|LOC130621221, Hydractinia|LOC130612943, Hydractinia|LOC130613635, Hydractinia|LOC130618570, Hydractinia|LOC130648022
OG0000214	Xenia|LOC124444458, Xenia|LOC124443640, Xenia|LOC124458224, Xenia|LOC124443768, Xenia|LOC124443476	Hydractinia|LOC130649000, Hydractinia|LOC130630376, Hydractinia|LOC130641894, Hydractinia|LOC130641033, Hydractinia|LOC130641895, Hydractinia|LOC130641896
OG0000219	Xenia|LOC124443201	Hydractinia|LOC130635424, Hydractinia|LOC130621343, Hydractinia|LOC130622214
OG0000219	Xenia|LOC124449141, Xenia|LOC124442228, Xenia|LOC124441475	Hydractinia|LOC130644730
OG0000220	Xenia|LOC124456439, Xenia|LOC124436110	Hydractinia|LOC130636480, Hydractinia|LOC130612922, Hydractinia|LOC130630165, Hydractinia|LOC130630146
OG0000221	Xenia|LOC124442944, Xenia|LOC124438663	Hydractinia|LOC130645495, Hydractinia|LOC130645059, Hydractinia|LOC130645917
OG0000222	Xenia|LOC124439368, Xenia|LOC124439554, Xenia|LOC124439555, Xenia|LOC124435718	Hydractinia|LOC130655657, Hydractinia|LOC130626869, Hydractinia|LOC130629633, Hydractinia|LOC130629665, Hydractinia|LOC130641305, Hydractinia|LOC130642243, Hydractinia|LOC130644460
OG0000226	Xenia|LOC124435288, Xenia|LOC124437602	Hydractinia|LOC130626168, Hydractinia|LOC130614267, Hydractinia|LOC130649567, Hydractinia|LOC130649566, Hydractinia|LOC130623805, Hydractinia|LOC130624101, Hydractinia|LOC130623879
OG0000228	Xenia|LOC124452073, Xenia|LOC124456516, Xenia|LOC124456935, Xenia|LOC124442558	Hydractinia|LOC130621280, Hydractinia|LOC130636823
OG0000228	Xenia|LOC124457104, Xenia|LOC124435146, Xenia|LOC124453382, Xenia|LOC124439436, Xenia|LOC124441600, Xenia|LOC124457214, Xenia|LOC124453996	Hydractinia|LOC130648566, Hydractinia|LOC130644500
OG0000230	Xenia|LOC124444827, Xenia|LOC124439300, Xenia|LOC124438682, Xenia|LOC124438967, Xenia|LOC124438988, Xenia|LOC124438987, Xenia|LOC124434561	Hydractinia|LOC130657342
OG0000230	Xenia|LOC124444646	Hydractinia|LOC130628627, Hydractinia|LOC130645063
OG0000234	Xenia|LOC124451462	Hydractinia|LOC130660127, Hydractinia|LOC130630166, Hydractinia|LOC130648427, Hydractinia|LOC130621291, Hydractinia|LOC130656538, Hydractinia|LOC130636526, Hydractinia|LOC130622976, Hydractinia|LOC130614012, Hydractinia|LOC130656603, Hydractinia|LOC130647953, Hydractinia|LOC130656585, Hydractinia|LOC130627797, Hydractinia|LOC130636909, Hydractinia|LOC130636816, Hydractinia|LOC130642172, Hydractinia|LOC130636848, Hydractinia|LOC130629936
OG0000237	Xenia|LOC124435261, Xenia|LOC124449318, Xenia|LOC124434442, Xenia|LOC124450770, Xenia|LOC124452176, Xenia|LOC124434399, Xenia|LOC124435337, Xenia|LOC124452683	Hydractinia|LOC130645527
OG0000238	Xenia|LOC124440148, Xenia|LOC124435502	Hydractinia|LOC130656750
OG0000244	Xenia|LOC124449158	Hydractinia|LOC130622669, Hydractinia|LOC130622668
OG0000244	Xenia|LOC124449016, Xenia|LOC124448986, Xenia|LOC124448930, Xenia|LOC124433262, Xenia|LOC124449007, Xenia|LOC124433527, Xenia|LOC124438362, Xenia|LOC124438363	Hydractinia|LOC130642385
OG0000247	Xenia|LOC124447391, Xenia|LOC124452124, Xenia|LOC124456882, Xenia|LOC124452068	Hydractinia|LOC130655006
OG0000249	Xenia|LOC124457153, Xenia|LOC124457732	Hydractinia|LOC130625798, Hydractinia|LOC130648404, Hydractinia|LOC130648405, Hydractinia|LOC130614482
OG0000257	Xenia|LOC124444024	Hydractinia|LOC130641978, Hydractinia|LOC130641981, Hydractinia|LOC130641980
OG0000257	Xenia|LOC124448006	Hydractinia|LOC130640971, Hydractinia|LOC130641072
OG0000261	Xenia|LOC124435231	Hydractinia|LOC130612514, Hydractinia|LOC130622988
OG0000261	Xenia|LOC124434401	Hydractinia|LOC130624060
OG0000265	Xenia|LOC124452014, Xenia|LOC124435919, Xenia|LOC124454223, Xenia|LOC124449256, Xenia|LOC124435134, Xenia|LOC124457083, Xenia|LOC124456983, Xenia|LOC124449257, Xenia|LOC124455227, Xenia|LOC124441684, Xenia|LOC124449123, Xenia|LOC124459169	Hydractinia|LOC130621272, Hydractinia|LOC130625174
OG0000277	Xenia|LOC124453160	Hydractinia|LOC130640590, Hydractinia|LOC130643508, Hydractinia|LOC130622778
OG0000277	Xenia|LOC124445271	Hydractinia|LOC130641505, Hydractinia|LOC130642113
OG0000277	Xenia|LOC124459577	Hydractinia|LOC130647139
OG0000279	Xenia|LOC124446247	Hydractinia|LOC130654577
OG0000279	Xenia|LOC124438589	Hydractinia|LOC130624219
OG0000279	Xenia|LOC124449546, Xenia|LOC124449835	Hydractinia|LOC130614316
OG0000279	Xenia|LOC124446748	Hydractinia|LOC130629129
OG0000280	Xenia|LOC124444769	Hydractinia|LOC130623559
OG0000281	Xenia|LOC124453718	Hydractinia|LOC130641264
OG0000281	Xenia|LOC124444138	Hydractinia|LOC130636970
OG0000281	Xenia|LOC124436136	Hydractinia|LOC130644290, Hydractinia|LOC130644762
OG0000283	Xenia|LOC124456594	Hydractinia|LOC130612738
OG0000284	Xenia|LOC124455617, Xenia|LOC124439838	Hydractinia|LOC130642325, Hydractinia|LOC130623168, Hydractinia|LOC130657229, Hydractinia|LOC130655460, Hydractinia|LOC130653792, Hydractinia|LOC130614156, Hydractinia|LOC130655456
OG0000290	Xenia|LOC124454167, Xenia|LOC124454011	Hydractinia|LOC130654316
OG0000291	Xenia|LOC124440975, Xenia|LOC124440982, Xenia|LOC124457898, Xenia|LOC124459016, Xenia|LOC124453854, Xenia|LOC124457941, Xenia|LOC124457251, Xenia|LOC124448011, Xenia|LOC124457894, Xenia|LOC124448818, Xenia|LOC124457939, Xenia|LOC124456706, Xenia|LOC124440974, Xenia|LOC124457264, Xenia|LOC124440977, Xenia|LOC124459013, Xenia|LOC124456696, Xenia|LOC124457896, Xenia|LOC124440978, Xenia|LOC124457938, Xenia|LOC124440891	Hydractinia|LOC130649614
OG0000304	Xenia|LOC124447064, Xenia|LOC124446861	Hydractinia|LOC130655917
OG0000304	Xenia|LOC124433871	Hydractinia|LOC130662330
OG0000305	Xenia|LOC124452655	Hydractinia|LOC130628615
OG0000306	Xenia|LOC124442512, Xenia|LOC124441839, Xenia|LOC124458204, Xenia|LOC124434594, Xenia|LOC124458283, Xenia|LOC124458284, Xenia|LOC124458282, Xenia|LOC124458152, Xenia|LOC124454055, Xenia|LOC124458244, Xenia|LOC124457158, Xenia|LOC124458532, Xenia|LOC124458533, Xenia|LOC124458531, Xenia|LOC124457646, Xenia|LOC124457647	Hydractinia|LOC130640815, Hydractinia|LOC130614260
OG0000308	Xenia|LOC124457070, Xenia|LOC124455695, Xenia|LOC124455563, Xenia|LOC124436758, Xenia|LOC124438919, Xenia|LOC124455049, Xenia|LOC124448761, Xenia|LOC124457233, Xenia|LOC124447527, Xenia|LOC124447340	Hydractinia|LOC130613643
OG0000308	Xenia|LOC124446996, Xenia|LOC124457064	Hydractinia|LOC130630066
OG0000310	Xenia|LOC124441150	Hydractinia|LOC130655719
OG0000310	Xenia|LOC124441151	Hydractinia|LOC130613344, Hydractinia|LOC130629277, Hydractinia|LOC130629209, Hydractinia|LOC130625523, Hydractinia|LOC130625828
OG0000311	Xenia|LOC124435952	Hydractinia|LOC130628779, Hydractinia|LOC130628799, Hydractinia|LOC130647352, Hydractinia|LOC130642350, Hydractinia|LOC130624262
OG0000332	Xenia|LOC124449089, Xenia|LOC124445570, Xenia|LOC124449189, Xenia|LOC124437163, Xenia|LOC124458015	Hydractinia|LOC130635598, Hydractinia|LOC130624306, Hydractinia|LOC130612862, Hydractinia|LOC130626043, Hydractinia|LOC130635641, Hydractinia|LOC130622420, Hydractinia|LOC130657233, Hydractinia|LOC130636030, Hydractinia|LOC130636891, Hydractinia|LOC130655219, Hydractinia|LOC130623656, Hydractinia|LOC130621528, Hydractinia|LOC130621529, Hydractinia|LOC130635409
OG0000334	Xenia|LOC124455817, Xenia|LOC124452023, Xenia|LOC124435993, Xenia|LOC124456810, Xenia|LOC124455809, Xenia|LOC124436033, Xenia|LOC124454130, Xenia|LOC124446617, Xenia|LOC124444376, Xenia|LOC124455719, Xenia|LOC124450401, Xenia|LOC124452127	Hydractinia|LOC130645999
OG0000335	Xenia|LOC124457357, Xenia|LOC124456757, Xenia|LOC124458254, Xenia|LOC124455471, Xenia|LOC124456758, Xenia|LOC124455678, Xenia|LOC124455399, Xenia|LOC124455400, Xenia|LOC124436581, Xenia|LOC124455423, Xenia|LOC124448758, Xenia|LOC124448161, Xenia|LOC124452895, Xenia|LOC124453035, Xenia|LOC124449840, Xenia|LOC124455797, Xenia|LOC124453579, Xenia|LOC124446699	Hydractinia|LOC130656133
OG0000336	Xenia|LOC124437185	Hydractinia|LOC130655359, Hydractinia|LOC130649314, Hydractinia|LOC130654703, Hydractinia|LOC130613909, Hydractinia|LOC130614193
OG0000337	Xenia|LOC124446027, Xenia|LOC124445818, Xenia|LOC124445820, Xenia|LOC124445819	Hydractinia|LOC130646253, Hydractinia|LOC130646170, Hydractinia|LOC130623488, Hydractinia|LOC130624094, Hydractinia|LOC130624147, Hydractinia|LOC130644816, Hydractinia|LOC130646292
OG0000339	Xenia|LOC124445637, Xenia|LOC124446636, Xenia|LOC124440529, Xenia|LOC124445636	Hydractinia|LOC130653991, Hydractinia|LOC130662777, Hydractinia|LOC130662779, Hydractinia|LOC130662780, Hydractinia|LOC130644387, Hydractinia|LOC130644385
OG0000340	Xenia|LOC124451107	Hydractinia|LOC130630419, Hydractinia|LOC130644352
OG0000341	Xenia|LOC124450350, Xenia|LOC124448043	Hydractinia|LOC130648738, Hydractinia|LOC130649434, Hydractinia|LOC130649433, Hydractinia|LOC130649112, Hydractinia|LOC130641289
OG0000342	Xenia|LOC124435124, Xenia|LOC124438979, Xenia|LOC124449217, Xenia|LOC124438795, Xenia|LOC124446909, Xenia|LOC124453977, Xenia|LOC124456985	Hydractinia|LOC130642266, Hydractinia|LOC130625249, Hydractinia|LOC130657906, Hydractinia|LOC130644974
OG0000343	Xenia|LOC124458300	Hydractinia|LOC130654828, Hydractinia|LOC130655713, Hydractinia|LOC130655712
OG0000344	Xenia|LOC124444411, Xenia|LOC124455264, Xenia|LOC124443506, Xenia|LOC124444944, Xenia|LOC124444763, Xenia|LOC124444766, Xenia|LOC124444765	Hydractinia|LOC130644346, Hydractinia|LOC130644345
OG0000344	Xenia|LOC124443654, Xenia|LOC124444525	Hydractinia|LOC130623605, Hydractinia|LOC130644349, Hydractinia|LOC130644347
OG0000346	Xenia|LOC124448974, Xenia|LOC124441647	Hydractinia|LOC130657847, Hydractinia|LOC130644946, Hydractinia|LOC130630612, Hydractinia|LOC130629891, Hydractinia|LOC130629822, Hydractinia|LOC130648288, Hydractinia|LOC130612963, Hydractinia|LOC130629901, Hydractinia|LOC130629847, Hydractinia|LOC130647562, Hydractinia|LOC130647222, Hydractinia|LOC130649288, Hydractinia|LOC130653774, Hydractinia|LOC130653671, Hydractinia|LOC130656356
OG0000347	Xenia|LOC124443125, Xenia|LOC124453392, Xenia|LOC124457028, Xenia|LOC124453393, Xenia|LOC124449057	Hydractinia|LOC130623052
OG0000348	Xenia|LOC124433344, Xenia|LOC124433441, Xenia|LOC124453945, Xenia|LOC124433345, Xenia|LOC124433347, Xenia|LOC124443578	Hydractinia|LOC130630174, Hydractinia|LOC130641924, Hydractinia|LOC130642118, Hydractinia|LOC130645154, Hydractinia|LOC130645155
OG0000363	Xenia|LOC124449321	Hydractinia|LOC130641303, Hydractinia|LOC130644296
OG0000363	Xenia|LOC124443892	Hydractinia|LOC130655952, Hydractinia|LOC130655951, Hydractinia|LOC130644376
OG0000366	Xenia|LOC124449825, Xenia|LOC124449826, Xenia|LOC124452703, Xenia|LOC124452687	Hydractinia|LOC130623545, Hydractinia|LOC130626057, Hydractinia|LOC130644698, Hydractinia|LOC130621426
OG0000369	Xenia|LOC124443113	Hydractinia|LOC130614146
OG0000370	Xenia|LOC124433330	Hydractinia|LOC130653865, Hydractinia|LOC130654605
OG0000371	Xenia|LOC124435189	Hydractinia|LOC130654559
OG0000373	Xenia|LOC124436565, Xenia|LOC124436954, Xenia|LOC124454890, Xenia|LOC124454910, Xenia|LOC124454816, Xenia|LOC124454896, Xenia|LOC124454271, Xenia|LOC124454118, Xenia|LOC124454960, Xenia|LOC124454844, Xenia|LOC124454561, Xenia|LOC124454893, Xenia|LOC124454939, Xenia|LOC124454809	Hydractinia|LOC130642204, Hydractinia|LOC130640654, Hydractinia|LOC130613561
OG0000374	Xenia|LOC124436838, Xenia|LOC124437347, Xenia|LOC124437349, Xenia|LOC124436046, Xenia|LOC124437106, Xenia|LOC124436028, Xenia|LOC124436036, Xenia|LOC124436035, Xenia|LOC124437350, Xenia|LOC124437353, Xenia|LOC124437351, Xenia|LOC124437348, Xenia|LOC124436415, Xenia|LOC124436381	Hydractinia|LOC130612430, Hydractinia|LOC130612512
OG0000377	Xenia|LOC124459568, Xenia|LOC124451012	Hydractinia|LOC130647013, Hydractinia|LOC130647047, Hydractinia|LOC130645231
OG0000394	Xenia|LOC124436146, Xenia|LOC124436157	Hydractinia|LOC130623737, Hydractinia|LOC130621834, Hydractinia|LOC130621837, Hydractinia|LOC130630684, Hydractinia|LOC130647701
OG0000395	Xenia|LOC124447313	Hydractinia|LOC130636810, Hydractinia|LOC130612487, Hydractinia|LOC130612979, Hydractinia|LOC130612684, Hydractinia|LOC130637004, Hydractinia|LOC130636819, Hydractinia|LOC130645924, Hydractinia|LOC130644479, Hydractinia|LOC130641658
OG0000400	Xenia|LOC124438286	Hydractinia|LOC130612653, Hydractinia|LOC130662686
OG0000400	Xenia|LOC124440520, Xenia|LOC124440162	Hydractinia|LOC130621874, Hydractinia|LOC130622636, Hydractinia|LOC130621108
OG0000401	Xenia|LOC124449069, Xenia|LOC124449066, Xenia|LOC124449068, Xenia|LOC124447967, Xenia|LOC124447966, Xenia|LOC124447970, Xenia|LOC124447852	Hydractinia|LOC130648767, Hydractinia|LOC130648772, Hydractinia|LOC130631987
OG0000402	Xenia|LOC124458345, Xenia|LOC124454012, Xenia|LOC124447130, Xenia|LOC124454148, Xenia|LOC124453349, Xenia|LOC124439435	Hydractinia|LOC130614074
OG0000402	Xenia|LOC124448172, Xenia|LOC124447974, Xenia|LOC124451003, Xenia|LOC124449282	Hydractinia|LOC130622783
OG0000403	Xenia|LOC124435644, Xenia|LOC124434837, Xenia|LOC124441740, Xenia|LOC124456290, Xenia|LOC124456298, Xenia|LOC124445173, Xenia|LOC124447019, Xenia|LOC124445174, Xenia|LOC124447042, Xenia|LOC124455714, Xenia|LOC124451976, Xenia|LOC124451942, Xenia|LOC124451948, Xenia|LOC124451527, Xenia|LOC124451525, Xenia|LOC124451951, Xenia|LOC124451261	Hydractinia|LOC130629000
OG0000404	Xenia|LOC124454233, Xenia|LOC124454639, Xenia|LOC124454779, Xenia|LOC124454235, Xenia|LOC124454778, Xenia|LOC124454234, Xenia|LOC124441858	Hydractinia|LOC130654883
OG0000404	Xenia|LOC124447699	Hydractinia|LOC130657318
OG0000405	Xenia|LOC124447854	Hydractinia|LOC130631879, Hydractinia|LOC130631925, Hydractinia|LOC130642279, Hydractinia|LOC130639142, Hydractinia|LOC130623917
OG0000406	Xenia|LOC124449360, Xenia|LOC124454965, Xenia|LOC124454961, Xenia|LOC124454926, Xenia|LOC124455062, Xenia|LOC124455063, Xenia|LOC124454872, Xenia|LOC124454875, Xenia|LOC124455065, Xenia|LOC124439597, Xenia|LOC124439595, Xenia|LOC124439596, Xenia|LOC124438584, Xenia|LOC124447101, Xenia|LOC124454398, Xenia|LOC124454447	Hydractinia|LOC130656313
OG0000409	Xenia|LOC124447255, Xenia|LOC124442350	Hydractinia|LOC130613823, Hydractinia|LOC130614186, Hydractinia|LOC130614185, Hydractinia|LOC130644695
OG0000410	Xenia|LOC124444338	Hydractinia|LOC130613241, Hydractinia|LOC130613242, Hydractinia|LOC130612891, Hydractinia|LOC130612892, Hydractinia|LOC130662274, Hydractinia|LOC130612597
OG0000411	Xenia|LOC124443609	Hydractinia|LOC130645687, Hydractinia|LOC130645856
OG0000411	Xenia|LOC124453549	Hydractinia|LOC130636007
OG0000412	Xenia|LOC124456495	Hydractinia|LOC130648160, Hydractinia|LOC130623194, Hydractinia|LOC130630140, Hydractinia|LOC130613551, Hydractinia|LOC130623281
OG0000414	Xenia|LOC124437592, Xenia|LOC124455468, Xenia|LOC124449789, Xenia|LOC124443944, Xenia|LOC124455718, Xenia|LOC124455556, Xenia|LOC124455750, Xenia|LOC124452150	Hydractinia|LOC130645219, Hydractinia|LOC130623375, Hydractinia|LOC130623048, Hydractinia|LOC130623765, Hydractinia|LOC130624067, Hydractinia|LOC130623797, Hydractinia|LOC130623047, Hydractinia|LOC130612735
OG0000416	Xenia|LOC124444231, Xenia|LOC124444541, Xenia|LOC124444224, Xenia|LOC124444836, Xenia|LOC124444835, Xenia|LOC124443864	Hydractinia|LOC130613503, Hydractinia|LOC130614044, Hydractinia|LOC130614291, Hydractinia|LOC130614290, Hydractinia|LOC130614292, Hydractinia|LOC130614295, Hydractinia|LOC130614301, Hydractinia|LOC130613541
OG0000423	Xenia|LOC124458320, Xenia|LOC124445237, Xenia|LOC124445243, Xenia|LOC124445238, Xenia|LOC124449194	Hydractinia|LOC130613381
OG0000424	Xenia|LOC124436622, Xenia|LOC124436778, Xenia|LOC124451062, Xenia|LOC124441895, Xenia|LOC124441726, Xenia|LOC124440450, Xenia|LOC124440473, Xenia|LOC124440767, Xenia|LOC124437204, Xenia|LOC124440493, Xenia|LOC124440502, Xenia|LOC124448106, Xenia|LOC124448764, Xenia|LOC124448102, Xenia|LOC124440462, Xenia|LOC124440482	Hydractinia|LOC130630116, Hydractinia|LOC130627690, Hydractinia|LOC130630658
OG0000425	Xenia|LOC124449244, Xenia|LOC124456563, Xenia|LOC124437284, Xenia|LOC124456869, Xenia|LOC124449243, Xenia|LOC124440332, Xenia|LOC124456562, Xenia|LOC124434285, Xenia|LOC124434770	Hydractinia|LOC130645899, Hydractinia|LOC130646146, Hydractinia|LOC130646153, Hydractinia|LOC130648501, Hydractinia|LOC130623155, Hydractinia|LOC130625119, Hydractinia|LOC130623195
OG0000430	Xenia|LOC124433838	Hydractinia|LOC130653687, Hydractinia|LOC130653619, Hydractinia|LOC130653620, Hydractinia|LOC130614206
OG0000433	Xenia|LOC124439912	Hydractinia|LOC130662484, Hydractinia|LOC130630661, Hydractinia|LOC130645153, Hydractinia|LOC130621164
OG0000435	Xenia|LOC124443386, Xenia|LOC124448126	Hydractinia|LOC130636890, Hydractinia|LOC130642353
OG0000436	Xenia|LOC124440479	Hydractinia|LOC130635891
OG0000436	Xenia|LOC124439872, Xenia|LOC124440783	Hydractinia|LOC130622479, Hydractinia|LOC130622403, Hydractinia|LOC130623630
OG0000437	Xenia|LOC124453238, Xenia|LOC124455460, Xenia|LOC124455459, Xenia|LOC124455640, Xenia|LOC124455638, Xenia|LOC124455637	Hydractinia|LOC130644337
OG0000440	Xenia|LOC124457828, Xenia|LOC124442173	Hydractinia|LOC130630312, Hydractinia|LOC130630311, Hydractinia|LOC130630313, Hydractinia|LOC130614001, Hydractinia|LOC130614000, Hydractinia|LOC130614003, Hydractinia|LOC130614004, Hydractinia|LOC130614390
OG0000441	Xenia|LOC124434673, Xenia|LOC124448238, Xenia|LOC124448237	Hydractinia|LOC130612269, Hydractinia|LOC130662813, Hydractinia|LOC130656302, Hydractinia|LOC130645619
OG0000444	Xenia|LOC124457309, Xenia|LOC124458429, Xenia|LOC124442867, Xenia|LOC124458424, Xenia|LOC124458427, Xenia|LOC124458488, Xenia|LOC124457297, Xenia|LOC124442041, Xenia|LOC124442037, Xenia|LOC124457354, Xenia|LOC124440970, Xenia|LOC124442026, Xenia|LOC124442022, Xenia|LOC124442024, Xenia|LOC124442870, Xenia|LOC124441576	Hydractinia|LOC130644365
OG0000449	Xenia|LOC124445912	Hydractinia|LOC130630348, Hydractinia|LOC130630346, Hydractinia|LOC130630347, Hydractinia|LOC130630295, Hydractinia|LOC130630289, Hydractinia|LOC130630294, Hydractinia|LOC130630288, Hydractinia|LOC130630287, Hydractinia|LOC130630286, Hydractinia|LOC130630298, Hydractinia|LOC130630285
OG0000450	Xenia|LOC124457686, Xenia|LOC124458226, Xenia|LOC124457991, Xenia|LOC124458211, Xenia|LOC124455668, Xenia|LOC124449081, Xenia|LOC124440136	Hydractinia|LOC130630679, Hydractinia|LOC130623498, Hydractinia|LOC130622917, Hydractinia|LOC130626949, Hydractinia|LOC130645490, Hydractinia|LOC130630521
OG0000460	Xenia|LOC124449814	Hydractinia|LOC130644334
OG0000471	Xenia|LOC124440070, Xenia|LOC124455041, Xenia|LOC124455038, Xenia|LOC124455040, Xenia|LOC124442828	Hydractinia|LOC130622055, Hydractinia|LOC130656668, Hydractinia|LOC130657829, Hydractinia|LOC130656844, Hydractinia|LOC130656513
OG0000472	Xenia|LOC124434089, Xenia|LOC124435232	Hydractinia|LOC130645281, Hydractinia|LOC130644670, Hydractinia|LOC130629177, Hydractinia|LOC130628888, Hydractinia|LOC130636015
OG0000474	Xenia|LOC124447165, Xenia|LOC124445314, Xenia|LOC124452548	Hydractinia|LOC130630737, Hydractinia|LOC130630700, Hydractinia|LOC130621679, Hydractinia|LOC130628988, Hydractinia|LOC130614371, Hydractinia|LOC130657046
OG0000476	Xenia|LOC124436435	Hydractinia|LOC130612936
OG0000476	Xenia|LOC124437052, Xenia|LOC124436436, Xenia|LOC124437051, Xenia|LOC124436437	Hydractinia|LOC130614756
OG0000478	Xenia|LOC124436852, Xenia|LOC124438356, Xenia|LOC124443946, Xenia|LOC124444486, Xenia|LOC124446116	Hydractinia|LOC130655233, Hydractinia|LOC130642174, Hydractinia|LOC130640862
OG0000480	Xenia|LOC124457929	Hydractinia|LOC130612262
OG0000480	Xenia|LOC124444659	Hydractinia|LOC130645862, Hydractinia|LOC130645683, Hydractinia|LOC130645682, Hydractinia|LOC130645860, Hydractinia|LOC130645858, Hydractinia|LOC130645681
