Orthogroup	longest_isoform_XeniaProteins	longest_isoform_HydraProteins
OG0000292	Xenia|LOC124458303	Hydra|LOC124818326, Hydra|LOC124813258, Hydra|LOC105848243, Hydra|LOC101241339, Hydra|LOC124815445, Hydra|LOC124815421, Hydra|LOC105846306, Hydra|LOC124806912, Hydra|LOC101239754, Hydra|LOC124818590, Hydra|LOC124818291, Hydra|LOC124816567, Hydra|LOC124812766, Hydra|LOC124815481, Hydra|LOC124818391, Hydra|LOC124811329, Hydra|LOC124809431, Hydra|LOC101237252, Hydra|LOC124807529, Hydra|LOC124811238, Hydra|LOC124808602, Hydra|LOC105846603, Hydra|LOC124813285, Hydra|LOC124815870
OG0000304	Xenia|LOC124447064, Xenia|LOC124446861	Hydra|LOC100206771
OG0000304	Xenia|LOC124433871	Hydra|LOC101238869
OG0000308	Xenia|LOC124457070, Xenia|LOC124455695, Xenia|LOC124455563, Xenia|LOC124436758, Xenia|LOC124438919, Xenia|LOC124455049, Xenia|LOC124448761, Xenia|LOC124457233, Xenia|LOC124447527, Xenia|LOC124447340	Hydra|LOC124816082
OG0000308	Xenia|LOC124446996, Xenia|LOC124457064	Hydra|LOC124806263, Hydra|LOC124809494, Hydra|LOC124818199, Hydra|LOC101236230, Hydra|LOC105845665, Hydra|LOC124814676
OG0000310	Xenia|LOC124441150	Hydra|LOC101239608
OG0000310	Xenia|LOC124441151	Hydra|LOC100201778, Hydra|LOC100203385, Hydra|LOC100200988, Hydra|LOC100200849
OG0000312	Xenia|LOC124448808	Hydra|LOC124816306, Hydra|LOC124814848, Hydra|LOC124812336, Hydra|LOC124814334, Hydra|LOC124813246, Hydra|LOC124808242, Hydra|LOC124813211, Hydra|LOC124807335, Hydra|LOC124811538, Hydra|LOC124809267, Hydra|LOC124809818, Hydra|LOC124812195, Hydra|LOC124817810, Hydra|LOC124806101, Hydra|LOC124818945, Hydra|LOC124806716, Hydra|LOC124810743, Hydra|LOC124808060, Hydra|LOC124809232, Hydra|LOC124814265, Hydra|LOC124816040, Hydra|LOC105849187
OG0000314	Xenia|LOC124450387, Xenia|LOC124452126, Xenia|LOC124443381, Xenia|LOC124442659, Xenia|LOC124456601, Xenia|LOC124443385, Xenia|LOC124457571, Xenia|LOC124446190, Xenia|LOC124442042, Xenia|LOC124442043, Xenia|LOC124458472, Xenia|LOC124457322, Xenia|LOC124457314, Xenia|LOC124442029, Xenia|LOC124457338, Xenia|LOC124442034, Xenia|LOC124442436, Xenia|LOC124457607, Xenia|LOC124440918, Xenia|LOC124442035	Hydra|LOC124812533
OG0000334	Xenia|LOC124455817, Xenia|LOC124452023, Xenia|LOC124435993, Xenia|LOC124456810, Xenia|LOC124455809, Xenia|LOC124436033, Xenia|LOC124454130, Xenia|LOC124446617, Xenia|LOC124444376, Xenia|LOC124455719, Xenia|LOC124450401, Xenia|LOC124452127	Hydra|LOC124819151
OG0000336	Xenia|LOC124437185	Hydra|LOC100204715, Hydra|LOC100201090, Hydra|LOC100209245, Hydra|LOC105849771, Hydra|LOC101234338
OG0000337	Xenia|LOC124446027, Xenia|LOC124445818, Xenia|LOC124445820, Xenia|LOC124445819	Hydra|LOC100213007
OG0000339	Xenia|LOC124445637, Xenia|LOC124446636, Xenia|LOC124440529, Xenia|LOC124445636	Hydra|LOC105844805, Hydra|LOC105844804, Hydra|LOC105845061, Hydra|LOC105848891, Hydra|LOC105844099
OG0000340	Xenia|LOC124451107	Hydra|LOC124812517, Hydra|LOC124806663, Hydra|LOC124818536, Hydra|LOC124805950, Hydra|LOC124811622, Hydra|LOC124807667, Hydra|LOC124807648, Hydra|LOC124812158, Hydra|LOC124807070, Hydra|LOC124811102, Hydra|LOC124814359, Hydra|LOC124810450, Hydra|LOC124810389, Hydra|LOC124811095, Hydra|LOC124810415, Hydra|LOC124817367, Hydra|LOC124807594
OG0000341	Xenia|LOC124450350, Xenia|LOC124448043	Hydra|LOC100202036, Hydra|LOC100206987, Hydra|LOC100201545
OG0000343	Xenia|LOC124458300	Hydra|LOC124806296
OG0000344	Xenia|LOC124444411, Xenia|LOC124455264, Xenia|LOC124443506, Xenia|LOC124444944, Xenia|LOC124444763, Xenia|LOC124444766, Xenia|LOC124444765	Hydra|LOC100214111
OG0000347	Xenia|LOC124443125, Xenia|LOC124453392, Xenia|LOC124457028, Xenia|LOC124453393, Xenia|LOC124449057	Hydra|LOC124816101, Hydra|LOC124814900
OG0000348	Xenia|LOC124433344, Xenia|LOC124433441, Xenia|LOC124453945, Xenia|LOC124433345, Xenia|LOC124433347, Xenia|LOC124443578	Hydra|LOC100206629, Hydra|LOC105846103, Hydra|LOC100198468, Hydra|LOC105846088, Hydra|LOC100201161, Hydra|LOC105846111
OG0000353	Xenia|LOC124444775, Xenia|LOC124436539, Xenia|LOC124436514, Xenia|LOC124436542, Xenia|LOC124436518, Xenia|LOC124436532, Xenia|LOC124436538, Xenia|LOC124436535, Xenia|LOC124436516, Xenia|LOC124436526, Xenia|LOC124436534, Xenia|LOC124436515, Xenia|LOC124436517, Xenia|LOC124436541, Xenia|LOC124436546, Xenia|LOC124437115, Xenia|LOC124437116, Xenia|LOC124437104, Xenia|LOC124437119, Xenia|LOC124436521	Hydra|LOC105844208
OG0000363	Xenia|LOC124443892	Hydra|LOC100206928, Hydra|LOC100207915
OG0000366	Xenia|LOC124449825, Xenia|LOC124449826, Xenia|LOC124452703, Xenia|LOC124452687	Hydra|LOC124807971, Hydra|LOC124807972, Hydra|LOC124807919, Hydra|LOC124807918, Hydra|LOC124816626, Hydra|LOC124816818, Hydra|LOC100203304, Hydra|LOC100202286, Hydra|LOC105844776
OG0000369	Xenia|LOC124443113	Hydra|LOC100205709, Hydra|LOC124806016, Hydra|LOC124806003, Hydra|LOC100205257, Hydra|LOC105849737, Hydra|LOC124817219, Hydra|LOC105846466, Hydra|LOC124808797, Hydra|LOC100215273, Hydra|LOC100197123, Hydra|LOC101240212
OG0000370	Xenia|LOC124433330	Hydra|LOC105850852, Hydra|LOC124808207
OG0000374	Xenia|LOC124436838, Xenia|LOC124437347, Xenia|LOC124437349, Xenia|LOC124436046, Xenia|LOC124437106, Xenia|LOC124436028, Xenia|LOC124436036, Xenia|LOC124436035, Xenia|LOC124437350, Xenia|LOC124437353, Xenia|LOC124437351, Xenia|LOC124437348, Xenia|LOC124436415, Xenia|LOC124436381	Hydra|LOC100200569
OG0000377	Xenia|LOC124459568, Xenia|LOC124451012	Hydra|LOC105843326, Hydra|LOC105843327, Hydra|LOC105845470, Hydra|LOC101237735, Hydra|LOC105845005, Hydra|LOC101240970, Hydra|LOC100207736
OG0000387	Xenia|LOC124443373, Xenia|LOC124442390, Xenia|LOC124443371, Xenia|LOC124443375, Xenia|LOC124442183, Xenia|LOC124442389, Xenia|LOC124443374, Xenia|LOC124441121, Xenia|LOC124442199, Xenia|LOC124441527, Xenia|LOC124441120, Xenia|LOC124443427, Xenia|LOC124442386, Xenia|LOC124443118, Xenia|LOC124441119, Xenia|LOC124441293, Xenia|LOC124443398, Xenia|LOC124441526, Xenia|LOC124441529, Xenia|LOC124441531	Hydra|LOC105848063
OG0000388	Xenia|LOC124435943, Xenia|LOC124454770, Xenia|LOC124456968, Xenia|LOC124449139, Xenia|LOC124434208, Xenia|LOC124457074, Xenia|LOC124455889, Xenia|LOC124455866, Xenia|LOC124457143, Xenia|LOC124448221, Xenia|LOC124453403, Xenia|LOC124452512, Xenia|LOC124438610, Xenia|LOC124441367, Xenia|LOC124456343, Xenia|LOC124456334, Xenia|LOC124436018, Xenia|LOC124456967, Xenia|LOC124455451, Xenia|LOC124449339, Xenia|LOC124452093	Hydra|LOC124816738
OG0000394	Xenia|LOC124436146, Xenia|LOC124436157	Hydra|LOC100210525, Hydra|LOC100206475, Hydra|LOC105843944, Hydra|LOC100211568, Hydra|LOC100198324
OG0000400	Xenia|LOC124438286	Hydra|LOC100204954, Hydra|LOC100208676
OG0000400	Xenia|LOC124440520, Xenia|LOC124440162	Hydra|LOC100199754, Hydra|LOC100212826, Hydra|LOC100211987
OG0000401	Xenia|LOC124449069, Xenia|LOC124449066, Xenia|LOC124449068, Xenia|LOC124447967, Xenia|LOC124447966, Xenia|LOC124447970, Xenia|LOC124447852	Hydra|LOC100210722, Hydra|LOC100205448, Hydra|LOC100198882, Hydra|LOC100206156
OG0000402	Xenia|LOC124458317, Xenia|LOC124433831	Hydra|LOC124809277
OG0000402	Xenia|LOC124458345, Xenia|LOC124454012, Xenia|LOC124447130, Xenia|LOC124454148, Xenia|LOC124453349, Xenia|LOC124439435, Xenia|LOC124448172, Xenia|LOC124447974, Xenia|LOC124451003, Xenia|LOC124449282	Hydra|LOC124816000
OG0000403	Xenia|LOC124435644, Xenia|LOC124434837, Xenia|LOC124441740, Xenia|LOC124456290, Xenia|LOC124456298, Xenia|LOC124445173, Xenia|LOC124447019, Xenia|LOC124445174, Xenia|LOC124447042, Xenia|LOC124455714, Xenia|LOC124451976, Xenia|LOC124451942, Xenia|LOC124451948, Xenia|LOC124451527, Xenia|LOC124451525, Xenia|LOC124451951, Xenia|LOC124451261	Hydra|LOC100196960
OG0000404	Xenia|LOC124454233, Xenia|LOC124454639, Xenia|LOC124454779, Xenia|LOC124454235, Xenia|LOC124454778, Xenia|LOC124454234, Xenia|LOC124441858	Hydra|LOC100209688, Hydra|LOC100215198, Hydra|LOC100205453, Hydra|LOC105846370, Hydra|LOC100202910
OG0000404	Xenia|LOC124447699	Hydra|LOC100212587
OG0000405	Xenia|LOC124447854	Hydra|LOC101236485, Hydra|LOC105849595, Hydra|LOC105844666, Hydra|LOC100213859
OG0000406	Xenia|LOC124449360, Xenia|LOC124454965, Xenia|LOC124454961, Xenia|LOC124454926, Xenia|LOC124455062, Xenia|LOC124455063, Xenia|LOC124454872, Xenia|LOC124454875, Xenia|LOC124455065, Xenia|LOC124439597, Xenia|LOC124439595, Xenia|LOC124439596, Xenia|LOC124438584, Xenia|LOC124447101, Xenia|LOC124454398, Xenia|LOC124454447	Hydra|LOC100212249
OG0000409	Xenia|LOC124447255, Xenia|LOC124442350	Hydra|LOC100215181, Hydra|LOC100206874, Hydra|LOC100209159, Hydra|LOC100212224, Hydra|LOC100200950
OG0000411	Xenia|LOC124443609	Hydra|LOC100214228
OG0000411	Xenia|LOC124453549	Hydra|LOC105845539
OG0000414	Xenia|LOC124437592, Xenia|LOC124455468, Xenia|LOC124449789, Xenia|LOC124443944, Xenia|LOC124455718, Xenia|LOC124455556, Xenia|LOC124455750, Xenia|LOC124452150	Hydra|LOC100212614
OG0000416	Xenia|LOC124444231, Xenia|LOC124444541, Xenia|LOC124444224, Xenia|LOC124444836, Xenia|LOC124444835, Xenia|LOC124443864	Hydra|LOC100200589, Hydra|LOC100212316
OG0000423	Xenia|LOC124458320, Xenia|LOC124445237, Xenia|LOC124445243, Xenia|LOC124445238, Xenia|LOC124449194	Hydra|LOC105848150, Hydra|LOC124806518
OG0000424	Xenia|LOC124436622, Xenia|LOC124436778, Xenia|LOC124451062, Xenia|LOC124441895, Xenia|LOC124441726, Xenia|LOC124440450, Xenia|LOC124440473, Xenia|LOC124440767, Xenia|LOC124437204, Xenia|LOC124440493, Xenia|LOC124440502, Xenia|LOC124448106, Xenia|LOC124448764, Xenia|LOC124448102, Xenia|LOC124440462, Xenia|LOC124440482	Hydra|LOC101237440
OG0000430	Xenia|LOC124433838	Hydra|LOC124809697, Hydra|LOC105844031, Hydra|LOC101235146
OG0000436	Xenia|LOC124440479	Hydra|LOC100205067
OG0000436	Xenia|LOC124439872, Xenia|LOC124440783	Hydra|LOC101238114, Hydra|LOC100213119
OG0000437	Xenia|LOC124453238, Xenia|LOC124455460, Xenia|LOC124455459, Xenia|LOC124455640, Xenia|LOC124455638, Xenia|LOC124455637	Hydra|LOC105847897, Hydra|LOC105846236, Hydra|LOC101237961
OG0000440	Xenia|LOC124457828, Xenia|LOC124442173	Hydra|LOC100211951
OG0000441	Xenia|LOC124434673, Xenia|LOC124448238, Xenia|LOC124448237	Hydra|LOC105846732, Hydra|LOC100215816, Hydra|LOC101238234, Hydra|LOC105843697, Hydra|LOC124812477, Hydra|LOC100197702, Hydra|LOC101235962, Hydra|LOC105848291, Hydra|LOC105844508, Hydra|LOC101238498
OG0000444	Xenia|LOC124457309, Xenia|LOC124458429, Xenia|LOC124442867, Xenia|LOC124458424, Xenia|LOC124458427, Xenia|LOC124458488, Xenia|LOC124457297, Xenia|LOC124442041, Xenia|LOC124442037, Xenia|LOC124457354, Xenia|LOC124440970, Xenia|LOC124442026, Xenia|LOC124442022, Xenia|LOC124442024, Xenia|LOC124442870, Xenia|LOC124441576	Hydra|LOC100213595
OG0000449	Xenia|LOC124446295, Xenia|LOC124436086	Hydra|LOC100198055
OG0000450	Xenia|LOC124457686, Xenia|LOC124458226, Xenia|LOC124457991, Xenia|LOC124458211, Xenia|LOC124455668, Xenia|LOC124449081, Xenia|LOC124440136	Hydra|LOC105844041, Hydra|LOC105848843, Hydra|LOC105844245
OG0000454	Xenia|LOC124442059	Hydra|LOC124815915, Hydra|LOC124819164, Hydra|LOC124813691, Hydra|LOC124807444, Hydra|LOC124817866, Hydra|LOC124819019, Hydra|LOC124806407, Hydra|LOC124812160, Hydra|LOC124808421, Hydra|LOC105848609, Hydra|LOC124805792, Hydra|LOC124808448, Hydra|LOC124811590, Hydra|LOC124808479, Hydra|LOC124819051, Hydra|LOC105849646, Hydra|LOC124808008, Hydra|LOC124816505, Hydra|LOC124817089
OG0000471	Xenia|LOC124440070, Xenia|LOC124455041, Xenia|LOC124455038, Xenia|LOC124455040, Xenia|LOC124442828	Hydra|LOC101239942
OG0000472	Xenia|LOC124434089, Xenia|LOC124435232	Hydra|LOC101240498, Hydra|LOC105846933, Hydra|LOC100205374, Hydra|LOC105847264, Hydra|LOC124816015, Hydra|LOC105847360, Hydra|LOC101237218, Hydra|LOC105848448
OG0000474	Xenia|LOC124447165, Xenia|LOC124445314, Xenia|LOC124452548	Hydra|LOC100204993, Hydra|LOC100208998
OG0000476	Xenia|LOC124436435	Hydra|LOC100214212
OG0000476	Xenia|LOC124436437	Hydra|LOC100199191
OG0000478	Xenia|LOC124436852, Xenia|LOC124438356, Xenia|LOC124443946, Xenia|LOC124444486, Xenia|LOC124446116	Hydra|LOC101234579, Hydra|LOC124807596, Hydra|LOC100207622, Hydra|LOC100212592
OG0000480	Xenia|LOC124457929	Hydra|LOC100198016
OG0000480	Xenia|LOC124444659	Hydra|LOC100210404, Hydra|LOC100206868
OG0000481	Xenia|LOC124437074	Hydra|LOC100203636, Hydra|LOC100210959, Hydra|LOC100198891, Hydra|LOC100206174
OG0000482	Xenia|LOC124441043, Xenia|LOC124442733, Xenia|LOC124442734, Xenia|LOC124441053, Xenia|LOC124442732, Xenia|LOC124441022, Xenia|LOC124441044, Xenia|LOC124441021, Xenia|LOC124441024, Xenia|LOC124441042, Xenia|LOC124441025, Xenia|LOC124441041, Xenia|LOC124442735, Xenia|LOC124441023, Xenia|LOC124441020	Hydra|LOC100206938
OG0000484	Xenia|LOC124459414, Xenia|LOC124446360, Xenia|LOC124436024, Xenia|LOC124436000, Xenia|LOC124448158, Xenia|LOC124446225, Xenia|LOC124436098	Hydra|LOC105845009, Hydra|LOC124819118, Hydra|LOC124814609, Hydra|LOC124818146, Hydra|LOC124819038, Hydra|LOC124816348, Hydra|LOC101240758, Hydra|LOC101241578
OG0000486	Xenia|LOC124454973	Hydra|LOC124812251, Hydra|LOC100198963, Hydra|LOC100213209, Hydra|LOC124817226, Hydra|LOC100209412
OG0000487	Xenia|LOC124439638, Xenia|LOC124456071, Xenia|LOC124458380, Xenia|LOC124448862, Xenia|LOC124440511	Hydra|LOC124808516, Hydra|LOC124815037, Hydra|LOC124814269, Hydra|LOC124819143, Hydra|LOC124819047
OG0000489	Xenia|LOC124456353	Hydra|LOC101236232, Hydra|LOC101237007
OG0000490	Xenia|LOC124452291	Hydra|LOC100198129, Hydra|LOC100212526, Hydra|LOC100209538, Hydra|LOC100215130, Hydra|LOC100199638
OG0000492	Xenia|LOC124456461, Xenia|LOC124436497	Hydra|LOC124819203
OG0000496	Xenia|LOC124436042, Xenia|LOC124454213, Xenia|LOC124456568, Xenia|LOC124451167, Xenia|LOC124438929, Xenia|LOC124452206, Xenia|LOC124438754, Xenia|LOC124449073	Hydra|LOC124814981
OG0000497	Xenia|LOC124440230, Xenia|LOC124440231, Xenia|LOC124440216, Xenia|LOC124440217, Xenia|LOC124440219, Xenia|LOC124440215, Xenia|LOC124440228, Xenia|LOC124440247, Xenia|LOC124440226, Xenia|LOC124440294	Hydra|LOC100202151, Hydra|LOC101239034, Hydra|LOC100206667
OG0000505	Xenia|LOC124443523, Xenia|LOC124443525, Xenia|LOC124443517, Xenia|LOC124443522, Xenia|LOC124443516, Xenia|LOC124444362, Xenia|LOC124444371, Xenia|LOC124444364, Xenia|LOC124444360, Xenia|LOC124443530, Xenia|LOC124443524, Xenia|LOC124444363, Xenia|LOC124443521, Xenia|LOC124443518, Xenia|LOC124444980, Xenia|LOC124444359, Xenia|LOC124444367	Hydra|LOC105845578, Hydra|LOC124816979
OG0000506	Xenia|LOC124454643, Xenia|LOC124454795, Xenia|LOC124454912, Xenia|LOC124454898, Xenia|LOC124454979, Xenia|LOC124454538, Xenia|LOC124454980, Xenia|LOC124454908, Xenia|LOC124454402, Xenia|LOC124454798, Xenia|LOC124454819, Xenia|LOC124454923, Xenia|LOC124454822, Xenia|LOC124455022, Xenia|LOC124454240, Xenia|LOC124454253	Hydra|LOC100215955
OG0000515	Xenia|LOC124445035	Hydra|LOC100214221, Hydra|LOC101241654, Hydra|LOC100210916
OG0000516	Xenia|LOC124435360	Hydra|LOC100213869
OG0000516	Xenia|LOC124437648, Xenia|LOC124452952, Xenia|LOC124451481	Hydra|LOC100201684
OG0000522	Xenia|LOC124435867, Xenia|LOC124435869, Xenia|LOC124435866, Xenia|LOC124436940	Hydra|LOC100206725, Hydra|LOC100197138, Hydra|LOC100198821
OG0000524	Xenia|LOC124443799	Hydra|LOC105847451, Hydra|LOC100197593, Hydra|LOC101241819, Hydra|LOC100209185
OG0000528	Xenia|LOC124454584, Xenia|LOC124454457, Xenia|LOC124454977, Xenia|LOC124454367	Hydra|LOC100208781, Hydra|LOC100206971
OG0000529	Xenia|LOC124453012	Hydra|LOC100211532
OG0000531	Xenia|LOC124435891	Hydra|LOC100206500
OG0000532	Xenia|LOC124435469, Xenia|LOC124434187, Xenia|LOC124434189, Xenia|LOC124453947, Xenia|LOC124453940, Xenia|LOC124435466, Xenia|LOC124435468, Xenia|LOC124435485, Xenia|LOC124434184, Xenia|LOC124435483, Xenia|LOC124435482, Xenia|LOC124435481, Xenia|LOC124435476, Xenia|LOC124435474	Hydra|LOC100198812
OG0000534	Xenia|LOC124451973, Xenia|LOC124449183, Xenia|LOC124445545, Xenia|LOC124456883, Xenia|LOC124452056, Xenia|LOC124458337, Xenia|LOC124452155, Xenia|LOC124445130, Xenia|LOC124438658, Xenia|LOC124451105, Xenia|LOC124435201, Xenia|LOC124436095	Hydra|LOC124806098
OG0000535	Xenia|LOC124456868, Xenia|LOC124449236, Xenia|LOC124456963, Xenia|LOC124456997	Hydra|LOC124813552
OG0000536	Xenia|LOC124447065	Hydra|LOC124805892, Hydra|LOC124819091
OG0000536	Xenia|LOC124435262, Xenia|LOC124445101, Xenia|LOC124454630	Hydra|LOC124808777, Hydra|LOC124816383, Hydra|LOC124815057
OG0000537	Xenia|LOC124437095, Xenia|LOC124438619, Xenia|LOC124439563, Xenia|LOC124437832	Hydra|LOC105844973
OG0000538	Xenia|LOC124441254, Xenia|LOC124449478, Xenia|LOC124449484, Xenia|LOC124449481, Xenia|LOC124449490, Xenia|LOC124441253, Xenia|LOC124447954, Xenia|LOC124447950, Xenia|LOC124441245, Xenia|LOC124441246, Xenia|LOC124441247, Xenia|LOC124441072, Xenia|LOC124441250	Hydra|LOC101240553
OG0000539	Xenia|LOC124434317	Hydra|LOC105849237, Hydra|LOC100197878, Hydra|LOC101238752, Hydra|LOC100209643, Hydra|LOC124809651
OG0000542	Xenia|LOC124451395, Xenia|LOC124445959	Hydra|LOC105846123, Hydra|LOC101240731
OG0000562	Xenia|LOC124446033	Hydra|LOC101234655, Hydra|LOC101235862, Hydra|LOC100212792, Hydra|LOC100214788, Hydra|LOC100203803
OG0000563	Xenia|LOC124433340	Hydra|LOC100204925
OG0000569	Xenia|LOC124437527, Xenia|LOC124439994, Xenia|LOC124439973, Xenia|LOC124439993	Hydra|LOC100211619
OG0000570	Xenia|LOC124449771	Hydra|LOC100203362
OG0000570	Xenia|LOC124447050	Hydra|LOC100211154
OG0000570	Xenia|LOC124453780	Hydra|LOC100214825
OG0000571	Xenia|LOC124459539, Xenia|LOC124437750	Hydra|LOC124805767, Hydra|LOC101235287, Hydra|LOC100213237, Hydra|LOC100203972, Hydra|LOC100215462, Hydra|LOC124818722, Hydra|LOC124818140
OG0000575	Xenia|LOC124451665	Hydra|LOC105850989, Hydra|LOC101235969, Hydra|LOC101235562, Hydra|LOC105848757, Hydra|LOC100206238, Hydra|LOC105845479, Hydra|LOC105846265
OG0000577	Xenia|LOC124452949	Hydra|LOC100204665
OG0000577	Xenia|LOC124439513	Hydra|LOC100204204, Hydra|LOC101237421
OG0000583	Xenia|LOC124434150, Xenia|LOC124452199, Xenia|LOC124433398, Xenia|LOC124433328, Xenia|LOC124446883	Hydra|LOC101239471
OG0000585	Xenia|LOC124447286, Xenia|LOC124447446, Xenia|LOC124445364	Hydra|LOC100197861, Hydra|LOC100213426, Hydra|LOC100200627
OG0000587	Xenia|LOC124457300, Xenia|LOC124451530, Xenia|LOC124449207, Xenia|LOC124439438, Xenia|LOC124457303, Xenia|LOC124438652, Xenia|LOC124440390, Xenia|LOC124455766, Xenia|LOC124449209, Xenia|LOC124449206, Xenia|LOC124458433	Hydra|LOC124811264, Hydra|LOC124809468, Hydra|LOC101237054
OG0000589	Xenia|LOC124442220, Xenia|LOC124442210	Hydra|LOC100201524, Hydra|LOC100197473, Hydra|LOC124809336
OG0000590	Xenia|LOC124441110, Xenia|LOC124441488	Hydra|LOC100207175
OG0000591	Xenia|LOC124449345, Xenia|LOC124449336, Xenia|LOC124449357, Xenia|LOC124448038, Xenia|LOC124435754, Xenia|LOC124449350, Xenia|LOC124455392, Xenia|LOC124455365, Xenia|LOC124449355, Xenia|LOC124449461, Xenia|LOC124449464, Xenia|LOC124448336	Hydra|LOC100197302, Hydra|LOC100205961
OG0000593	Xenia|LOC124447480, Xenia|LOC124447145, Xenia|LOC124447481	Hydra|LOC100198021, Hydra|LOC100206431, Hydra|LOC100192298
OG0000596	Xenia|LOC124443158, Xenia|LOC124454707, Xenia|LOC124454387, Xenia|LOC124454228, Xenia|LOC124454388, Xenia|LOC124454390, Xenia|LOC124454230, Xenia|LOC124454232, Xenia|LOC124454231, Xenia|LOC124454226	Hydra|LOC105844135
OG0000609	Xenia|LOC124452129, Xenia|LOC124451299, Xenia|LOC124455808, Xenia|LOC124448991, Xenia|LOC124447403, Xenia|LOC124435254	Hydra|LOC124809322, Hydra|LOC124816304, Hydra|LOC124817075, Hydra|LOC100214846, Hydra|LOC124806285, Hydra|LOC100203217, Hydra|LOC105849194
OG0000613	Xenia|LOC124435294, Xenia|LOC124457398, Xenia|LOC124443266, Xenia|LOC124446354, Xenia|LOC124436755, Xenia|LOC124441628, Xenia|LOC124449671, Xenia|LOC124438863, Xenia|LOC124451419, Xenia|LOC124444761, Xenia|LOC124457391, Xenia|LOC124444762, Xenia|LOC124451986	Hydra|LOC124807243, Hydra|LOC124819116, Hydra|LOC100197382, Hydra|LOC124817766
OG0000628	Xenia|LOC124438442, Xenia|LOC124443665	Hydra|LOC100210716, Hydra|LOC100198022
OG0000631	Xenia|LOC124445778, Xenia|LOC124442994	Hydra|LOC100200547
OG0000631	Xenia|LOC124444943	Hydra|LOC100214022
OG0000633	Xenia|LOC124433303, Xenia|LOC124449289	Hydra|LOC100209113, Hydra|LOC100207090, Hydra|LOC100205457, Hydra|LOC105847354, Hydra|LOC100197680, Hydra|LOC101238334
OG0000637	Xenia|LOC124447586	Hydra|LOC101241252
OG0000637	Xenia|LOC124453543	Hydra|LOC100207630
OG0000637	Xenia|LOC124447587	Hydra|LOC101241519
OG0000638	Xenia|LOC124444294	Hydra|LOC100208856
OG0000643	Xenia|LOC124456028	Hydra|LOC100201221
OG0000643	Xenia|LOC124433487	Hydra|LOC100212336, Hydra|LOC100199424
OG0000644	Xenia|LOC124456893, Xenia|LOC124457160, Xenia|LOC124446735, Xenia|LOC124452010, Xenia|LOC124457337, Xenia|LOC124435137, Xenia|LOC124437276	Hydra|LOC105844171
OG0000647	Xenia|LOC124434116	Hydra|LOC105843322, Hydra|LOC124816725, Hydra|LOC124816831, Hydra|LOC101237956, Hydra|LOC124816294, Hydra|LOC124816994, Hydra|LOC124816654, Hydra|LOC124807370, Hydra|LOC124807281, Hydra|LOC124807108
OG0000649	Xenia|LOC124457014, Xenia|LOC124457012, Xenia|LOC124453353	Hydra|LOC100213781, Hydra|LOC100211106, Hydra|LOC124808905, Hydra|LOC101238683
OG0000650	Xenia|LOC124447673	Hydra|LOC100215717
OG0000653	Xenia|LOC124446506	Hydra|LOC100202203
OG0000653	Xenia|LOC124443327	Hydra|LOC100202929
OG0000653	Xenia|LOC124443035	Hydra|LOC100201910
OG0000654	Xenia|LOC124446079	Hydra|LOC100211434, Hydra|LOC100199050
OG0000654	Xenia|LOC124445638, Xenia|LOC124440032	Hydra|LOC100212209
OG0000655	Xenia|LOC124448284	Hydra|LOC100215845, Hydra|LOC100206549
OG0000656	Xenia|LOC124446704, Xenia|LOC124446705	Hydra|LOC105848791, Hydra|LOC105848790, Hydra|LOC124812769, Hydra|LOC101234527
OG0000658	Xenia|LOC124452168, Xenia|LOC124458063, Xenia|LOC124440394	Hydra|LOC124817963
OG0000661	Xenia|LOC124456964, Xenia|LOC124456443, Xenia|LOC124436149, Xenia|LOC124436007	Hydra|LOC124815310, Hydra|LOC124810745, Hydra|LOC124810816
OG0000663	Xenia|LOC124457738, Xenia|LOC124457739, Xenia|LOC124434435, Xenia|LOC124439963	Hydra|LOC124808316, Hydra|LOC124808317, Hydra|LOC124808079, Hydra|LOC100214764
OG0000664	Xenia|LOC124442239	Hydra|LOC101235368, Hydra|LOC100198539, Hydra|LOC105846314
OG0000664	Xenia|LOC124441678	Hydra|LOC105847679
OG0000665	Xenia|LOC124449815	Hydra|LOC100212876
OG0000668	Xenia|LOC124438090, Xenia|LOC124439503	Hydra|LOC100206304
