Orthogroup	longest_isoform_XeniaProteins	longest_isoform_NematostellaProteins
OG0000122	Xenia|LOC124439451	Nematostella|LOC116601583
OG0000122	Xenia|LOC124451992, Xenia|LOC124457124, Xenia|LOC124435978, Xenia|LOC124457072, Xenia|LOC124452098, Xenia|LOC124436048, Xenia|LOC124457080, Xenia|LOC124455849	Nematostella|LOC125573155, Nematostella|LOC125562996
OG0000122	Xenia|LOC124453409	Nematostella|LOC116612118
OG0000122	Xenia|LOC124440429, Xenia|LOC124448253, Xenia|LOC124451113, Xenia|LOC124453994, Xenia|LOC124435931	Nematostella|LOC116601245
OG0000135	Xenia|LOC124451023	Nematostella|LOC5502632, Nematostella|LOC5507628, Nematostella|LOC5505651, Nematostella|LOC5510410, Nematostella|LOC5505886
OG0000135	Xenia|LOC124450989, Xenia|LOC124433263	Nematostella|LOC5505650, Nematostella|LOC5502628, Nematostella|LOC5508959
OG0000137	Xenia|LOC124436037	Nematostella|LOC125561258
OG0000137	Xenia|LOC124451151, Xenia|LOC124456975, Xenia|LOC124438678	Nematostella|LOC116618025, Nematostella|LOC125568087
OG0000138	Xenia|LOC124438890, Xenia|LOC124457224, Xenia|LOC124455508, Xenia|LOC124440411, Xenia|LOC124436703, Xenia|LOC124457627, Xenia|LOC124450453, Xenia|LOC124451533, Xenia|LOC124449637, Xenia|LOC124457367, Xenia|LOC124434527, Xenia|LOC124453902, Xenia|LOC124454883, Xenia|LOC124454933, Xenia|LOC124440876, Xenia|LOC124441645, Xenia|LOC124453934, Xenia|LOC124454771	Nematostella|LOC116615509
OG0000139	Xenia|LOC124439424, Xenia|LOC124456062, Xenia|LOC124455378	Nematostella|LOC125559101, Nematostella|LOC116620099, Nematostella|LOC116606194, Nematostella|LOC116610903, Nematostella|LOC125567845, Nematostella|LOC116608204, Nematostella|LOC116609382, Nematostella|LOC125567854
OG0000140	Xenia|LOC124448820, Xenia|LOC124448168, Xenia|LOC124440981, Xenia|LOC124440890, Xenia|LOC124457319, Xenia|LOC124457249, Xenia|LOC124447726, Xenia|LOC124448195, Xenia|LOC124459019, Xenia|LOC124456688, Xenia|LOC124456687, Xenia|LOC124457245, Xenia|LOC124448191, Xenia|LOC124448018, Xenia|LOC124456432, Xenia|LOC124456713, Xenia|LOC124457248, Xenia|LOC124457942, Xenia|LOC124457603, Xenia|LOC124457255, Xenia|LOC124448144, Xenia|LOC124448032, Xenia|LOC124456716, Xenia|LOC124457899, Xenia|LOC124448821, Xenia|LOC124448145, Xenia|LOC124448819, Xenia|LOC124448183, Xenia|LOC124448855, Xenia|LOC124448139	Nematostella|LOC5504679
OG0000147	Xenia|LOC124455632, Xenia|LOC124455634, Xenia|LOC124455564, Xenia|LOC124455664, Xenia|LOC124455689	Nematostella|LOC5516567
OG0000149	Xenia|LOC124457306	Nematostella|LOC5502588
OG0000149	Xenia|LOC124445036, Xenia|LOC124445279	Nematostella|LOC5520604, Nematostella|LOC125557159, Nematostella|LOC5519555, Nematostella|LOC5497978, Nematostella|LOC125557162, Nematostella|LOC5497255, Nematostella|LOC5518521, Nematostella|LOC125557160, Nematostella|LOC125557143, Nematostella|LOC5520633, Nematostella|LOC116603289, Nematostella|LOC5508192, Nematostella|LOC5520529, Nematostella|LOC125559142
OG0000150	Xenia|LOC124435136, Xenia|LOC124457159, Xenia|LOC124435981, Xenia|LOC124440422, Xenia|LOC124457336, Xenia|LOC124438683, Xenia|LOC124449302, Xenia|LOC124443488, Xenia|LOC124447401, Xenia|LOC124457005, Xenia|LOC124441793, Xenia|LOC124437164	Nematostella|LOC125557096
OG0000150	Xenia|LOC124435935, Xenia|LOC124456887, Xenia|LOC124440717, Xenia|LOC124456341, Xenia|LOC124440388	Nematostella|LOC116605011, Nematostella|LOC125557540
OG0000154	Xenia|LOC124435225	Nematostella|LOC116616154
OG0000154	Xenia|LOC124444495, Xenia|LOC124451487	Nematostella|LOC5513251
OG0000154	Xenia|LOC124443888	Nematostella|LOC5519352
OG0000155	Xenia|LOC124457140	Nematostella|LOC125570208, Nematostella|LOC116614660, Nematostella|LOC125561890, Nematostella|LOC116617924, Nematostella|LOC116619259, Nematostella|LOC125561067, Nematostella|LOC125561881, Nematostella|LOC116612496
OG0000156	Xenia|LOC124448596, Xenia|LOC124448595, Xenia|LOC124448421, Xenia|LOC124456127, Xenia|LOC124456113, Xenia|LOC124435830, Xenia|LOC124456092	Nematostella|LOC5518974, Nematostella|LOC5519531, Nematostella|LOC5522187, Nematostella|LOC5522305, Nematostella|LOC5512550, Nematostella|LOC5512508, Nematostella|LOC5510645, Nematostella|LOC5510673
OG0000158	Xenia|LOC124457296, Xenia|LOC124451123	Nematostella|LOC5502659
OG0000171	Xenia|LOC124439058	Nematostella|LOC5509032, Nematostella|LOC5512449, Nematostella|LOC116619410, Nematostella|LOC5504472, Nematostella|LOC5504474, Nematostella|LOC5518380
OG0000171	Xenia|LOC124438437	Nematostella|LOC5513501, Nematostella|LOC5505695, Nematostella|LOC5521144
OG0000171	Xenia|LOC124441709	Nematostella|LOC5514908, Nematostella|LOC5514909, Nematostella|LOC5514520, Nematostella|LOC5515632, Nematostella|LOC5514767
OG0000172	Xenia|LOC124446156, Xenia|LOC124446044, Xenia|LOC124441661, Xenia|LOC124442295, Xenia|LOC124441659, Xenia|LOC124442292	Nematostella|LOC5517441, Nematostella|LOC5519744, Nematostella|LOC5517140, Nematostella|LOC5510177
OG0000174	Xenia|LOC124446928, Xenia|LOC124435963, Xenia|LOC124446241, Xenia|LOC124456070, Xenia|LOC124455690, Xenia|LOC124456952, Xenia|LOC124454180, Xenia|LOC124453387, Xenia|LOC124453925, Xenia|LOC124457037, Xenia|LOC124453955, Xenia|LOC124438777, Xenia|LOC124451190, Xenia|LOC124433379, Xenia|LOC124433300, Xenia|LOC124456076, Xenia|LOC124449276, Xenia|LOC124436032, Xenia|LOC124437939, Xenia|LOC124437282, Xenia|LOC124455730, Xenia|LOC124449273, Xenia|LOC124434320, Xenia|LOC124438692	Nematostella|LOC5506259
OG0000178	Xenia|LOC124456045	Nematostella|LOC5497384, Nematostella|LOC5501417, Nematostella|LOC5504294, Nematostella|LOC5512858, Nematostella|LOC116602825, Nematostella|LOC5504157, Nematostella|LOC116611837, Nematostella|LOC5503660, Nematostella|LOC116613001, Nematostella|LOC116611964, Nematostella|LOC116612999, Nematostella|LOC116612998, Nematostella|LOC5496836, Nematostella|LOC116617352, Nematostella|LOC125559933, Nematostella|LOC116611725, Nematostella|LOC5500596, Nematostella|LOC5501811, Nematostella|LOC5503652, Nematostella|LOC5503976, Nematostella|LOC125559929, Nematostella|LOC5504148, Nematostella|LOC5497837, Nematostella|LOC5500166, Nematostella|LOC5504290, Nematostella|LOC5499885, Nematostella|LOC125559930, Nematostella|LOC5504154, Nematostella|LOC125559927, Nematostella|LOC5499698
OG0000182	Xenia|LOC124449684, Xenia|LOC124456773	Nematostella|LOC116605833, Nematostella|LOC116601475
OG0000183	Xenia|LOC124445830	Nematostella|LOC5501306
OG0000183	Xenia|LOC124454260, Xenia|LOC124454518, Xenia|LOC124454261, Xenia|LOC124454193, Xenia|LOC124454194, Xenia|LOC124454168, Xenia|LOC124454166, Xenia|LOC124455089, Xenia|LOC124454158, Xenia|LOC124451095	Nematostella|LOC5512736, Nematostella|LOC5520157, Nematostella|LOC5516328, Nematostella|LOC5514210
OG0000183	Xenia|LOC124441512	Nematostella|LOC5521972, Nematostella|LOC5518717, Nematostella|LOC5508691, Nematostella|LOC5509901
OG0000186	Xenia|LOC124449470, Xenia|LOC124455128, Xenia|LOC124436634, Xenia|LOC124456981, Xenia|LOC124448779, Xenia|LOC124455503, Xenia|LOC124455016, Xenia|LOC124448448, Xenia|LOC124449149, Xenia|LOC124437189, Xenia|LOC124434070, Xenia|LOC124455341	Nematostella|LOC116606147, Nematostella|LOC125559827, Nematostella|LOC116606770, Nematostella|LOC116612862, Nematostella|LOC116618759, Nematostella|LOC116618382, Nematostella|LOC5502006, Nematostella|LOC125567868
OG0000191	Xenia|LOC124444466, Xenia|LOC124444460, Xenia|LOC124444599, Xenia|LOC124444459, Xenia|LOC124440526	Nematostella|LOC5515983, Nematostella|LOC5501704, Nematostella|LOC5504504, Nematostella|LOC5520089, Nematostella|LOC5506502, Nematostella|LOC5504192, Nematostella|LOC116611056
OG0000196	Xenia|LOC124458187, Xenia|LOC124458167, Xenia|LOC124458035, Xenia|LOC124457405, Xenia|LOC124457220, Xenia|LOC124457219, Xenia|LOC124457435, Xenia|LOC124457436, Xenia|LOC124435892, Xenia|LOC124457135, Xenia|LOC124457131	Nematostella|LOC5513615, Nematostella|LOC5506401, Nematostella|LOC5510825, Nematostella|LOC5520053, Nematostella|LOC5517351, Nematostella|LOC5515948, Nematostella|LOC5499017, Nematostella|LOC5518640, Nematostella|LOC116614785, Nematostella|LOC5514079, Nematostella|LOC125556673, Nematostella|LOC5515971, Nematostella|LOC5507712, Nematostella|LOC5518611, Nematostella|LOC5504377, Nematostella|LOC5520115, Nematostella|LOC5518617, Nematostella|LOC5503262
OG0000197	Xenia|LOC124453833	Nematostella|LOC116610354, Nematostella|LOC116602194, Nematostella|LOC5506405, Nematostella|LOC5506913, Nematostella|LOC5520608, Nematostella|LOC125556688, Nematostella|LOC5516914, Nematostella|LOC5520175, Nematostella|LOC116602084, Nematostella|LOC5500530, Nematostella|LOC5520125, Nematostella|LOC5520134, Nematostella|LOC5520129, Nematostella|LOC5506396, Nematostella|LOC116619534, Nematostella|LOC5521275, Nematostella|LOC5505608, Nematostella|LOC5504351, Nematostella|LOC116604958, Nematostella|LOC116602317, Nematostella|LOC5521281, Nematostella|LOC125557587, Nematostella|LOC5510127, Nematostella|LOC5506171, Nematostella|LOC5520124, Nematostella|LOC5509817, Nematostella|LOC5520675, Nematostella|LOC5506920, Nematostella|LOC5505119
OG0000199	Xenia|LOC124451509	Nematostella|LOC116614913, Nematostella|LOC5507995, Nematostella|LOC5500783, Nematostella|LOC5511845, Nematostella|LOC5502715, Nematostella|LOC5504664, Nematostella|LOC5521670, Nematostella|LOC5521669, Nematostella|LOC125559343, Nematostella|LOC116614912, Nematostella|LOC125561029, Nematostella|LOC116614904, Nematostella|LOC5507773, Nematostella|LOC116613843
OG0000200	Xenia|LOC124452086	Nematostella|LOC116619712
OG0000201	Xenia|LOC124446270	Nematostella|LOC5510229
OG0000201	Xenia|LOC124446271	Nematostella|LOC5517676, Nematostella|LOC5517812, Nematostella|LOC5511168
OG0000205	Xenia|LOC124436233	Nematostella|LOC5498275
OG0000205	Xenia|LOC124439062, Xenia|LOC124439073	Nematostella|LOC5511462
OG0000205	Xenia|LOC124442156	Nematostella|LOC5520280, Nematostella|LOC5517153, Nematostella|LOC5520289, Nematostella|LOC5511937, Nematostella|LOC5512965
OG0000210	Xenia|LOC124441597	Nematostella|LOC125562957, Nematostella|LOC116605282
OG0000214	Xenia|LOC124444458, Xenia|LOC124443640	Nematostella|LOC5512777
OG0000214	Xenia|LOC124458224, Xenia|LOC124443768	Nematostella|LOC116614000
OG0000219	Xenia|LOC124443201	Nematostella|LOC5521278, Nematostella|LOC5520824, Nematostella|LOC5512016, Nematostella|LOC5512019, Nematostella|LOC5521135, Nematostella|LOC5521134
OG0000219	Xenia|LOC124449141	Nematostella|LOC125561228
OG0000219	Xenia|LOC124442228, Xenia|LOC124441475	Nematostella|LOC5504566
OG0000220	Xenia|LOC124452530	Nematostella|LOC116617947, Nematostella|LOC125559150, Nematostella|LOC125573175
OG0000220	Xenia|LOC124452177, Xenia|LOC124444586	Nematostella|LOC116618592
OG0000221	Xenia|LOC124442944	Nematostella|LOC5513029, Nematostella|LOC125568323, Nematostella|LOC5520836, Nematostella|LOC5520880, Nematostella|LOC5520783, Nematostella|LOC5520786
OG0000221	Xenia|LOC124438663	Nematostella|LOC5521044, Nematostella|LOC5510002, Nematostella|LOC5508256, Nematostella|LOC5507022
OG0000222	Xenia|LOC124439368, Xenia|LOC124439554, Xenia|LOC124439555, Xenia|LOC124435718	Nematostella|LOC5515125, Nematostella|LOC5518988, Nematostella|LOC5511362, Nematostella|LOC5512427, Nematostella|LOC116618127, Nematostella|LOC5504983, Nematostella|LOC5513879, Nematostella|LOC116616361
OG0000226	Xenia|LOC124435288, Xenia|LOC124437602	Nematostella|LOC5513361, Nematostella|LOC5505182
OG0000228	Xenia|LOC124452073, Xenia|LOC124456516, Xenia|LOC124456935, Xenia|LOC124442558	Nematostella|LOC116614509, Nematostella|LOC116619902
OG0000228	Xenia|LOC124457104, Xenia|LOC124435146, Xenia|LOC124453382, Xenia|LOC124439436, Xenia|LOC124441600, Xenia|LOC124457214, Xenia|LOC124453996	Nematostella|LOC125570217, Nematostella|LOC125568052
OG0000230	Xenia|LOC124444827	Nematostella|LOC5514056, Nematostella|LOC5506680, Nematostella|LOC5519915, Nematostella|LOC5521632, Nematostella|LOC5508626
OG0000230	Xenia|LOC124439300, Xenia|LOC124438682, Xenia|LOC124438967, Xenia|LOC124438988, Xenia|LOC124438987	Nematostella|LOC116617208, Nematostella|LOC116619795
OG0000230	Xenia|LOC124434561	Nematostella|LOC5506472, Nematostella|LOC116603423, Nematostella|LOC5506473
OG0000230	Xenia|LOC124444643	Nematostella|LOC116608936
OG0000230	Xenia|LOC124444646	Nematostella|LOC5520900
OG0000237	Xenia|LOC124450770, Xenia|LOC124452176	Nematostella|LOC5515932
OG0000237	Xenia|LOC124434399	Nematostella|LOC5512166, Nematostella|LOC5520503, Nematostella|LOC116605794, Nematostella|LOC5510221, Nematostella|LOC5517096, Nematostella|LOC5507654, Nematostella|LOC5507662, Nematostella|LOC5517185, Nematostella|LOC5509184, Nematostella|LOC5507695, Nematostella|LOC116604461, Nematostella|LOC5512321, Nematostella|LOC116604405, Nematostella|LOC116617590, Nematostella|LOC5507442
OG0000237	Xenia|LOC124435337, Xenia|LOC124452683	Nematostella|LOC5512654, Nematostella|LOC5518316, Nematostella|LOC5518321
OG0000238	Xenia|LOC124440148, Xenia|LOC124435502	Nematostella|LOC125557208, Nematostella|LOC5498792, Nematostella|LOC125557204, Nematostella|LOC125557215, Nematostella|LOC125557203, Nematostella|LOC125557214, Nematostella|LOC125557213, Nematostella|LOC5495819, Nematostella|LOC125557205, Nematostella|LOC5501615, Nematostella|LOC125557212, Nematostella|LOC5497170, Nematostella|LOC5497954, Nematostella|LOC125557210, Nematostella|LOC125557198, Nematostella|LOC5496421, Nematostella|LOC5495712, Nematostella|LOC125557202, Nematostella|LOC125557197, Nematostella|LOC125557196, Nematostella|LOC5497156, Nematostella|LOC125557200, Nematostella|LOC125557199, Nematostella|LOC125557207, Nematostella|LOC125557209
OG0000240	Xenia|LOC124442240, Xenia|LOC124442241, Xenia|LOC124442244, Xenia|LOC124442238, Xenia|LOC124442237, Xenia|LOC124441683, Xenia|LOC124442235, Xenia|LOC124457196, Xenia|LOC124441685, Xenia|LOC124442223, Xenia|LOC124441680, Xenia|LOC124441687, Xenia|LOC124442227, Xenia|LOC124442229, Xenia|LOC124441679, Xenia|LOC124441682, Xenia|LOC124458186, Xenia|LOC124442236, Xenia|LOC124442243, Xenia|LOC124441688, Xenia|LOC124442224, Xenia|LOC124441689, Xenia|LOC124442226, Xenia|LOC124436475, Xenia|LOC124436477, Xenia|LOC124436474, Xenia|LOC124436100	Nematostella|LOC116616984
OG0000244	Xenia|LOC124449158	Nematostella|LOC125572487
OG0000244	Xenia|LOC124449016, Xenia|LOC124448986, Xenia|LOC124448930, Xenia|LOC124433262, Xenia|LOC124449007, Xenia|LOC124433527, Xenia|LOC124438362, Xenia|LOC124438363	Nematostella|LOC5507923, Nematostella|LOC5507903, Nematostella|LOC5507933, Nematostella|LOC5514716, Nematostella|LOC5514743, Nematostella|LOC116614610, Nematostella|LOC5502045, Nematostella|LOC5499154, Nematostella|LOC5516245, Nematostella|LOC5508491, Nematostella|LOC5508922, Nematostella|LOC125561827
OG0000249	Xenia|LOC124457153, Xenia|LOC124457732	Nematostella|LOC5512027, Nematostella|LOC5499668, Nematostella|LOC5498142, Nematostella|LOC5512040, Nematostella|LOC5512039, Nematostella|LOC5501014
OG0000255	Xenia|LOC124458064, Xenia|LOC124437860, Xenia|LOC124458470, Xenia|LOC124455172, Xenia|LOC124458473, Xenia|LOC124435577, Xenia|LOC124457610, Xenia|LOC124439670, Xenia|LOC124439214, Xenia|LOC124458165, Xenia|LOC124442027, Xenia|LOC124458307, Xenia|LOC124442061, Xenia|LOC124458526, Xenia|LOC124457606, Xenia|LOC124435576, Xenia|LOC124457280, Xenia|LOC124456847, Xenia|LOC124457801, Xenia|LOC124442060, Xenia|LOC124436981, Xenia|LOC124442038, Xenia|LOC124457270, Xenia|LOC124442069, Xenia|LOC124442079, Xenia|LOC124442078	Nematostella|LOC5512515
OG0000257	Xenia|LOC124448006	Nematostella|LOC5511530, Nematostella|LOC5514597, Nematostella|LOC116611354
OG0000261	Xenia|LOC124435231	Nematostella|LOC5513714
OG0000261	Xenia|LOC124434660	Nematostella|LOC5506480, Nematostella|LOC5506481
OG0000261	Xenia|LOC124441143	Nematostella|LOC5518797
OG0000261	Xenia|LOC124446803	Nematostella|LOC5512506, Nematostella|LOC5508688, Nematostella|LOC5508692
OG0000261	Xenia|LOC124434401	Nematostella|LOC5513715
OG0000265	Xenia|LOC124455227, Xenia|LOC124441684, Xenia|LOC124449123, Xenia|LOC124459169	Nematostella|LOC116614110
OG0000266	Xenia|LOC124454216	Nematostella|LOC116617405, Nematostella|LOC125573176
OG0000277	Xenia|LOC124453160	Nematostella|LOC5508492
OG0000277	Xenia|LOC124445271, Xenia|LOC124459577, Xenia|LOC124443957	Nematostella|LOC5521343
OG0000279	Xenia|LOC124446247	Nematostella|LOC5510986
OG0000279	Xenia|LOC124441062	Nematostella|LOC5514903
OG0000279	Xenia|LOC124438589	Nematostella|LOC5519311
OG0000279	Xenia|LOC124449546, Xenia|LOC124449835	Nematostella|LOC5516868
OG0000279	Xenia|LOC124446748	Nematostella|LOC5513963, Nematostella|LOC5502729
OG0000280	Xenia|LOC124444769	Nematostella|LOC5509334, Nematostella|LOC5509313, Nematostella|LOC5517808, Nematostella|LOC125572134
OG0000281	Xenia|LOC124453718	Nematostella|LOC5518278
OG0000281	Xenia|LOC124444138	Nematostella|LOC5521624
OG0000281	Xenia|LOC124436136	Nematostella|LOC5519116, Nematostella|LOC5519208
OG0000283	Xenia|LOC124456594	Nematostella|LOC5508720
OG0000286	Xenia|LOC124456078, Xenia|LOC124456079	Nematostella|LOC125573916
OG0000288	Xenia|LOC124457148, Xenia|LOC124456830, Xenia|LOC124457719, Xenia|LOC124457698, Xenia|LOC124457144, Xenia|LOC124457854, Xenia|LOC124457543, Xenia|LOC124458384, Xenia|LOC124457740, Xenia|LOC124449287, Xenia|LOC124455391, Xenia|LOC124458243, Xenia|LOC124458196, Xenia|LOC124458312, Xenia|LOC124457558, Xenia|LOC124457595, Xenia|LOC124458106, Xenia|LOC124458291, Xenia|LOC124457157, Xenia|LOC124457149, Xenia|LOC124457150, Xenia|LOC124457154	Nematostella|LOC5516947
OG0000290	Xenia|LOC124454167, Xenia|LOC124454011	Nematostella|LOC5518650, Nematostella|LOC116606501, Nematostella|LOC5521105, Nematostella|LOC5514282, Nematostella|LOC116620186, Nematostella|LOC125561308, Nematostella|LOC125561310, Nematostella|LOC125561311, Nematostella|LOC116615728, Nematostella|LOC5519385, Nematostella|LOC5496719, Nematostella|LOC5516211, Nematostella|LOC116609577, Nematostella|LOC5505932, Nematostella|LOC116616809, Nematostella|LOC116609540
OG0000291	Xenia|LOC124440975, Xenia|LOC124440982, Xenia|LOC124457898, Xenia|LOC124459016, Xenia|LOC124453854, Xenia|LOC124457941, Xenia|LOC124457251, Xenia|LOC124448011, Xenia|LOC124457894, Xenia|LOC124448818, Xenia|LOC124457939, Xenia|LOC124456706, Xenia|LOC124440974, Xenia|LOC124457264, Xenia|LOC124440977, Xenia|LOC124459013, Xenia|LOC124456696, Xenia|LOC124457896, Xenia|LOC124440978, Xenia|LOC124457938, Xenia|LOC124440891	Nematostella|LOC5503888
OG0000297	Xenia|LOC124458316	Nematostella|LOC5505768
OG0000297	Xenia|LOC124454080	Nematostella|LOC5520580
OG0000297	Xenia|LOC124435855	Nematostella|LOC5498010
OG0000304	Xenia|LOC124447064, Xenia|LOC124446861	Nematostella|LOC5509496
OG0000304	Xenia|LOC124433871	Nematostella|LOC5504878, Nematostella|LOC125568263, Nematostella|LOC5517411, Nematostella|LOC5500447, Nematostella|LOC116617856, Nematostella|LOC5504888, Nematostella|LOC5516361
OG0000304	Xenia|LOC124439166	Nematostella|LOC5517412
OG0000305	Xenia|LOC124452655	Nematostella|LOC116613026, Nematostella|LOC5509896, Nematostella|LOC5506544, Nematostella|LOC5510617, Nematostella|LOC5519257, Nematostella|LOC5509923, Nematostella|LOC5514842, Nematostella|LOC5521308
OG0000306	Xenia|LOC124442512, Xenia|LOC124441839, Xenia|LOC124458204, Xenia|LOC124434594, Xenia|LOC124458283, Xenia|LOC124458284, Xenia|LOC124458282, Xenia|LOC124458152, Xenia|LOC124454055, Xenia|LOC124458244, Xenia|LOC124457158, Xenia|LOC124458532, Xenia|LOC124458533, Xenia|LOC124458531, Xenia|LOC124457646, Xenia|LOC124457647	Nematostella|LOC5500532, Nematostella|LOC5507013
OG0000310	Xenia|LOC124441150, Xenia|LOC124441151	Nematostella|LOC5520851, Nematostella|LOC5520746
OG0000311	Xenia|LOC124435952	Nematostella|LOC116609790, Nematostella|LOC116614937, Nematostella|LOC116606566, Nematostella|LOC116610238, Nematostella|LOC5504118, Nematostella|LOC116614302, Nematostella|LOC116618681, Nematostella|LOC125556734, Nematostella|LOC125567889, Nematostella|LOC125557321, Nematostella|LOC125568043, Nematostella|LOC116619725, Nematostella|LOC125557320, Nematostella|LOC116608628, Nematostella|LOC116614318
OG0000334	Xenia|LOC124455817, Xenia|LOC124452023, Xenia|LOC124435993, Xenia|LOC124456810, Xenia|LOC124455809, Xenia|LOC124436033, Xenia|LOC124454130, Xenia|LOC124446617, Xenia|LOC124444376, Xenia|LOC124455719, Xenia|LOC124450401, Xenia|LOC124452127	Nematostella|LOC5507829, Nematostella|LOC5498446
OG0000335	Xenia|LOC124457357, Xenia|LOC124456757, Xenia|LOC124458254, Xenia|LOC124455471, Xenia|LOC124456758, Xenia|LOC124455678, Xenia|LOC124455399, Xenia|LOC124455400, Xenia|LOC124436581, Xenia|LOC124455423, Xenia|LOC124448758, Xenia|LOC124448161, Xenia|LOC124452895, Xenia|LOC124453035, Xenia|LOC124449840, Xenia|LOC124455797, Xenia|LOC124453579	Nematostella|LOC5517780, Nematostella|LOC125572356
