Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_HydractiniaProteins
OG0000136	Nematostella|LOC116618386, Nematostella|LOC116616022	Hydractinia|LOC130623837, Hydractinia|LOC130623840, Hydractinia|LOC130624039, Hydractinia|LOC130623846, Hydractinia|LOC130641704, Hydractinia|LOC130621333, Hydractinia|LOC130622679, Hydractinia|LOC130641407, Hydractinia|LOC130612768, Hydractinia|LOC130612688, Hydractinia|LOC130612648, Hydractinia|LOC130612692, Hydractinia|LOC130623761, Hydractinia|LOC130640927
OG0000137	Nematostella|LOC116618025, Nematostella|LOC125568087	Hydractinia|LOC130621345, Hydractinia|LOC130649284, Hydractinia|LOC130649536, Hydractinia|LOC130646614, Hydractinia|LOC130623152, Hydractinia|LOC130648610, Hydractinia|LOC130625264, Hydractinia|LOC130629860, Hydractinia|LOC130629859, Hydractinia|LOC130630172, Hydractinia|LOC130636806, Hydractinia|LOC130630163, Hydractinia|LOC130657868, Hydractinia|LOC130613629, Hydractinia|LOC130630077, Hydractinia|LOC130629969, Hydractinia|LOC130630019, Hydractinia|LOC130636955, Hydractinia|LOC130642190, Hydractinia|LOC130646052, Hydractinia|LOC130653901, Hydractinia|LOC130642299, Hydractinia|LOC130623235
OG0000138	Nematostella|LOC116615509	Hydractinia|LOC130612928
OG0000139	Nematostella|LOC125559101, Nematostella|LOC116620099, Nematostella|LOC116606194, Nematostella|LOC116610903, Nematostella|LOC125567845, Nematostella|LOC116608204, Nematostella|LOC116609382, Nematostella|LOC125567854	Hydractinia|LOC130621322, Hydractinia|LOC130653661, Hydractinia|LOC130613623, Hydractinia|LOC130630067, Hydractinia|LOC130648534, Hydractinia|LOC130642286, Hydractinia|LOC130621328, Hydractinia|LOC130613473, Hydractinia|LOC130641597, Hydractinia|LOC130636059, Hydractinia|LOC130641009, Hydractinia|LOC130642287, Hydractinia|LOC130648581, Hydractinia|LOC130630084, Hydractinia|LOC130646011, Hydractinia|LOC130648492, Hydractinia|LOC130613605, Hydractinia|LOC130613495, Hydractinia|LOC130649018, Hydractinia|LOC130648086
OG0000140	Nematostella|LOC5504679	Hydractinia|LOC130641301
OG0000147	Nematostella|LOC125563127, Nematostella|LOC5498489, Nematostella|LOC5506232, Nematostella|LOC5518903	Hydractinia|LOC130653875
OG0000149	Nematostella|LOC5502588	Hydractinia|LOC130648902
OG0000149	Nematostella|LOC5520604, Nematostella|LOC125557159, Nematostella|LOC5519555, Nematostella|LOC5497978, Nematostella|LOC125557162, Nematostella|LOC5497255, Nematostella|LOC5518521, Nematostella|LOC125557160, Nematostella|LOC125557143, Nematostella|LOC5520633, Nematostella|LOC116603289, Nematostella|LOC5508192, Nematostella|LOC5520529, Nematostella|LOC125559142	Hydractinia|LOC130628858
OG0000150	Nematostella|LOC125557096	Hydractinia|LOC130623094, Hydractinia|LOC130614455, Hydractinia|LOC130636886, Hydractinia|LOC130648223
OG0000154	Nematostella|LOC5513249	Hydractinia|LOC130635740
OG0000154	Nematostella|LOC5518108	Hydractinia|LOC130657903
OG0000155	Nematostella|LOC125570208, Nematostella|LOC116614660, Nematostella|LOC125561890, Nematostella|LOC116617924, Nematostella|LOC116619259, Nematostella|LOC125561067, Nematostella|LOC125561881, Nematostella|LOC116612496	Hydractinia|LOC130657861, Hydractinia|LOC130625062, Hydractinia|LOC130625059, Hydractinia|LOC130653704, Hydractinia|LOC130653651, Hydractinia|LOC130657855, Hydractinia|LOC130613475
OG0000158	Nematostella|LOC5502659	Hydractinia|LOC130645457
OG0000160	Nematostella|LOC5504101	Hydractinia|LOC130629802, Hydractinia|LOC130613469, Hydractinia|LOC130642401, Hydractinia|LOC130613568, Hydractinia|LOC130647862, Hydractinia|LOC130630324, Hydractinia|LOC130647928, Hydractinia|LOC130648690, Hydractinia|LOC130623148
OG0000161	Nematostella|LOC5512101	Hydractinia|LOC130614681
OG0000161	Nematostella|LOC116618135, Nematostella|LOC5502974, Nematostella|LOC5513179	Hydractinia|LOC130614297, Hydractinia|LOC130613483, Hydractinia|LOC130614501, Hydractinia|LOC130614209, Hydractinia|LOC130649412, Hydractinia|LOC130614697, Hydractinia|LOC130657331, Hydractinia|LOC130657065, Hydractinia|LOC130614141, Hydractinia|LOC130635813, Hydractinia|LOC130614444, Hydractinia|LOC130613923, Hydractinia|LOC130649553, Hydractinia|LOC130657872, Hydractinia|LOC130656711
OG0000169	Nematostella|LOC116601539	Hydractinia|LOC130636080, Hydractinia|LOC130645822, Hydractinia|LOC130622497, Hydractinia|LOC130629950, Hydractinia|LOC130646905, Hydractinia|LOC130657880
OG0000171	Nematostella|LOC5509032, Nematostella|LOC5512449, Nematostella|LOC116619410, Nematostella|LOC5504472, Nematostella|LOC5504474, Nematostella|LOC5518380, Nematostella|LOC5513501, Nematostella|LOC5505695, Nematostella|LOC5521144	Hydractinia|LOC130630584, Hydractinia|LOC130635978
OG0000171	Nematostella|LOC5514908, Nematostella|LOC5514909	Hydractinia|LOC130657979
OG0000171	Nematostella|LOC5514520, Nematostella|LOC5515632	Hydractinia|LOC130612962
OG0000172	Nematostella|LOC5517441, Nematostella|LOC5519744, Nematostella|LOC5517140, Nematostella|LOC5510177	Hydractinia|LOC130622353, Hydractinia|LOC130621787, Hydractinia|LOC130641323, Hydractinia|LOC130614311, Hydractinia|LOC130614104, Hydractinia|LOC130641319
OG0000174	Nematostella|LOC5506259	Hydractinia|LOC130626114, Hydractinia|LOC130629882, Hydractinia|LOC130629725
OG0000183	Nematostella|LOC5501306	Hydractinia|LOC130635962
OG0000183	Nematostella|LOC5512736, Nematostella|LOC5520157, Nematostella|LOC5516328, Nematostella|LOC5514210	Hydractinia|LOC130654792
OG0000186	Nematostella|LOC116606147, Nematostella|LOC125559827, Nematostella|LOC116606770, Nematostella|LOC116612862, Nematostella|LOC116618759, Nematostella|LOC116618382, Nematostella|LOC5502006, Nematostella|LOC125567868	Hydractinia|LOC130625526, Hydractinia|LOC130648507, Hydractinia|LOC130625967, Hydractinia|LOC130625319, Hydractinia|LOC130629570
OG0000187	Nematostella|LOC125561166, Nematostella|LOC116610226, Nematostella|LOC125559884, Nematostella|LOC125556769, Nematostella|LOC125561799, Nematostella|LOC125558965, Nematostella|LOC125561744, Nematostella|LOC116615683, Nematostella|LOC116615661, Nematostella|LOC125559956, Nematostella|LOC125561972, Nematostella|LOC125563176	Hydractinia|LOC130647682, Hydractinia|LOC130630266, Hydractinia|LOC130640802, Hydractinia|LOC130629182, Hydractinia|LOC130629118, Hydractinia|LOC130645432, Hydractinia|LOC130623300, Hydractinia|LOC130645817, Hydractinia|LOC130645779
OG0000191	Nematostella|LOC5515983, Nematostella|LOC5501704, Nematostella|LOC5504504, Nematostella|LOC5520089, Nematostella|LOC5506502, Nematostella|LOC5504192, Nematostella|LOC116611056	Hydractinia|LOC130657618, Hydractinia|LOC130657620, Hydractinia|LOC130648147, Hydractinia|LOC130647516, Hydractinia|LOC130648148, Hydractinia|LOC130647785, Hydractinia|LOC130648146
OG0000196	Nematostella|LOC5513615, Nematostella|LOC5506401, Nematostella|LOC5510825, Nematostella|LOC5520053, Nematostella|LOC5517351, Nematostella|LOC5515948, Nematostella|LOC5499017, Nematostella|LOC5518640, Nematostella|LOC116614785, Nematostella|LOC5514079, Nematostella|LOC125556673, Nematostella|LOC5515971, Nematostella|LOC5507712, Nematostella|LOC5518611, Nematostella|LOC5504377, Nematostella|LOC5520115, Nematostella|LOC5518617, Nematostella|LOC5503262	Hydractinia|LOC130648143
OG0000199	Nematostella|LOC116614913, Nematostella|LOC5507995, Nematostella|LOC5500783, Nematostella|LOC5511845, Nematostella|LOC5502715, Nematostella|LOC5504664, Nematostella|LOC5521670, Nematostella|LOC5521669, Nematostella|LOC125559343, Nematostella|LOC116614912, Nematostella|LOC125561029, Nematostella|LOC116614904, Nematostella|LOC5507773, Nematostella|LOC116613843	Hydractinia|LOC130622938, Hydractinia|LOC130623374, Hydractinia|LOC130623591, Hydractinia|LOC130623439
OG0000200	Nematostella|LOC116609446	Hydractinia|LOC130636809, Hydractinia|LOC130645904, Hydractinia|LOC130613405, Hydractinia|LOC130648835, Hydractinia|LOC130653667, Hydractinia|LOC130626799, Hydractinia|LOC130621370, Hydractinia|LOC130636994, Hydractinia|LOC130627205, Hydractinia|LOC130629658, Hydractinia|LOC130613388, Hydractinia|LOC130623214, Hydractinia|LOC130629923, Hydractinia|LOC130642306, Hydractinia|LOC130621307, Hydractinia|LOC130657863, Hydractinia|LOC130648450, Hydractinia|LOC130653632, Hydractinia|LOC130621285
OG0000201	Nematostella|LOC5511581	Hydractinia|LOC130612681
OG0000201	Nematostella|LOC5517676, Nematostella|LOC5517812, Nematostella|LOC5511168	Hydractinia|LOC130648604, Hydractinia|LOC130647706, Hydractinia|LOC130653710, Hydractinia|LOC130613628
OG0000205	Nematostella|LOC5498275	Hydractinia|LOC130629734
OG0000205	Nematostella|LOC5520298	Hydractinia|LOC130630358, Hydractinia|LOC130630351
OG0000205	Nematostella|LOC5511462	Hydractinia|LOC130612854
OG0000205	Nematostella|LOC5514680	Hydractinia|LOC130662687
OG0000207	Nematostella|LOC116603562	Hydractinia|LOC130623045, Hydractinia|LOC130629876, Hydractinia|LOC130628653, Hydractinia|LOC130636948, Hydractinia|LOC130628652, Hydractinia|LOC130613399, Hydractinia|LOC130612975, Hydractinia|LOC130621220, Hydractinia|LOC130628620, Hydractinia|LOC130628632, Hydractinia|LOC130612945, Hydractinia|LOC130646059, Hydractinia|LOC130646087, Hydractinia|LOC130623064, Hydractinia|LOC130629875, Hydractinia|LOC130612835, Hydractinia|LOC130653910, Hydractinia|LOC130648063, Hydractinia|LOC130648247, Hydractinia|LOC130641273
OG0000210	Nematostella|LOC125562957, Nematostella|LOC116605282	Hydractinia|LOC130629961, Hydractinia|LOC130630063, Hydractinia|LOC130642201, Hydractinia|LOC130645933, Hydractinia|LOC130625183, Hydractinia|LOC130646045, Hydractinia|LOC130623240, Hydractinia|LOC130629922, Hydractinia|LOC130655823, Hydractinia|LOC130640698, Hydractinia|LOC130636999, Hydractinia|LOC130630064, Hydractinia|LOC130648639, Hydractinia|LOC130642192, Hydractinia|LOC130621192, Hydractinia|LOC130629960, Hydractinia|LOC130629804, Hydractinia|LOC130657833, Hydractinia|LOC130613614, Hydractinia|LOC130612942, Hydractinia|LOC130642308, Hydractinia|LOC130621221, Hydractinia|LOC130612943, Hydractinia|LOC130613635, Hydractinia|LOC130618570, Hydractinia|LOC130648022
OG0000214	Nematostella|LOC5512777, Nematostella|LOC116614000	Hydractinia|LOC130649000, Hydractinia|LOC130630376, Hydractinia|LOC130641894, Hydractinia|LOC130641033, Hydractinia|LOC130641895, Hydractinia|LOC130641896
OG0000215	Nematostella|LOC125570206, Nematostella|LOC116613106	Hydractinia|LOC130627141, Hydractinia|LOC130624933, Hydractinia|LOC130612947, Hydractinia|LOC130647547
OG0000218	Nematostella|LOC5511087, Nematostella|LOC5500840, Nematostella|LOC5516560, Nematostella|LOC5516623, Nematostella|LOC125561943, Nematostella|LOC5507548, Nematostella|LOC5502044	Hydractinia|LOC130644956
OG0000218	Nematostella|LOC116609477, Nematostella|LOC116603402, Nematostella|LOC5519695, Nematostella|LOC5507537, Nematostella|LOC5516561	Hydractinia|LOC130629126
OG0000218	Nematostella|LOC5517507	Hydractinia|LOC130623887, Hydractinia|LOC130614503
OG0000219	Nematostella|LOC5521278, Nematostella|LOC5520824, Nematostella|LOC5512016, Nematostella|LOC5512019, Nematostella|LOC5521135, Nematostella|LOC5521134	Hydractinia|LOC130635424, Hydractinia|LOC130621343, Hydractinia|LOC130622214
OG0000219	Nematostella|LOC125561228, Nematostella|LOC5504566	Hydractinia|LOC130644730
OG0000221	Nematostella|LOC5513029, Nematostella|LOC125568323, Nematostella|LOC5520836, Nematostella|LOC5520880, Nematostella|LOC5520783, Nematostella|LOC5520786, Nematostella|LOC5521044, Nematostella|LOC5510002, Nematostella|LOC5508256, Nematostella|LOC5507022	Hydractinia|LOC130645495, Hydractinia|LOC130645059, Hydractinia|LOC130645917
OG0000221	Nematostella|LOC116604140, Nematostella|LOC5519890, Nematostella|LOC5515075	Hydractinia|LOC130645419
OG0000222	Nematostella|LOC5515125, Nematostella|LOC5518988, Nematostella|LOC5511362, Nematostella|LOC5512427, Nematostella|LOC116618127, Nematostella|LOC5504983, Nematostella|LOC5513879, Nematostella|LOC116616361	Hydractinia|LOC130655657, Hydractinia|LOC130626869, Hydractinia|LOC130629633, Hydractinia|LOC130629665, Hydractinia|LOC130641305, Hydractinia|LOC130642243, Hydractinia|LOC130644460
OG0000224	Nematostella|LOC5496379, Nematostella|LOC5521005	Hydractinia|LOC130613753, Hydractinia|LOC130614680, Hydractinia|LOC130655868, Hydractinia|LOC130655613, Hydractinia|LOC130655615, Hydractinia|LOC130655123, Hydractinia|LOC130655125, Hydractinia|LOC130655926, Hydractinia|LOC130655923, Hydractinia|LOC130655034, Hydractinia|LOC130655710
OG0000225	Nematostella|LOC116612653, Nematostella|LOC5513436	Hydractinia|LOC130646044, Hydractinia|LOC130621570, Hydractinia|LOC130630148, Hydractinia|LOC130656673, Hydractinia|LOC130614331, Hydractinia|LOC130642150, Hydractinia|LOC130625083, Hydractinia|LOC130642400
OG0000226	Nematostella|LOC5513361, Nematostella|LOC5505182	Hydractinia|LOC130626168, Hydractinia|LOC130614267, Hydractinia|LOC130649567, Hydractinia|LOC130649566, Hydractinia|LOC130623805, Hydractinia|LOC130624101, Hydractinia|LOC130623879
OG0000228	Nematostella|LOC116614509, Nematostella|LOC116619902	Hydractinia|LOC130621280, Hydractinia|LOC130636823
OG0000228	Nematostella|LOC125561899	Hydractinia|LOC130636898
OG0000228	Nematostella|LOC125570217, Nematostella|LOC125568052	Hydractinia|LOC130648566, Hydractinia|LOC130644500
OG0000230	Nematostella|LOC5518689, Nematostella|LOC116611509, Nematostella|LOC5514056, Nematostella|LOC5506680, Nematostella|LOC5519915, Nematostella|LOC5521632, Nematostella|LOC5508626, Nematostella|LOC116617208, Nematostella|LOC116619795, Nematostella|LOC5506472, Nematostella|LOC116603423, Nematostella|LOC5506473	Hydractinia|LOC130657342
OG0000230	Nematostella|LOC5520900	Hydractinia|LOC130628627, Hydractinia|LOC130645063
OG0000237	Nematostella|LOC5515932, Nematostella|LOC5512166, Nematostella|LOC5520503, Nematostella|LOC116605794, Nematostella|LOC5510221, Nematostella|LOC5517096, Nematostella|LOC5507654, Nematostella|LOC5507662, Nematostella|LOC5517185, Nematostella|LOC5509184, Nematostella|LOC5507695, Nematostella|LOC116604461, Nematostella|LOC5512321, Nematostella|LOC116604405, Nematostella|LOC116617590, Nematostella|LOC5507442, Nematostella|LOC5512654, Nematostella|LOC5518316, Nematostella|LOC5518321	Hydractinia|LOC130645527
OG0000238	Nematostella|LOC125557208, Nematostella|LOC5498792, Nematostella|LOC125557204, Nematostella|LOC125557215, Nematostella|LOC125557203, Nematostella|LOC125557214, Nematostella|LOC125557213, Nematostella|LOC5495819, Nematostella|LOC125557205, Nematostella|LOC5501615, Nematostella|LOC125557212, Nematostella|LOC5497170, Nematostella|LOC5497954, Nematostella|LOC125557210, Nematostella|LOC125557198, Nematostella|LOC5496421, Nematostella|LOC5495712, Nematostella|LOC125557202, Nematostella|LOC125557197, Nematostella|LOC125557196, Nematostella|LOC5497156, Nematostella|LOC125557200, Nematostella|LOC125557199, Nematostella|LOC125557207, Nematostella|LOC125557209	Hydractinia|LOC130656750
OG0000244	Nematostella|LOC125572487	Hydractinia|LOC130622669, Hydractinia|LOC130622668
OG0000244	Nematostella|LOC5507923, Nematostella|LOC5507903, Nematostella|LOC5507933, Nematostella|LOC5514716, Nematostella|LOC5514743, Nematostella|LOC116614610, Nematostella|LOC5502045, Nematostella|LOC5499154, Nematostella|LOC5516245, Nematostella|LOC5508491, Nematostella|LOC5508922, Nematostella|LOC125561827	Hydractinia|LOC130642385
OG0000249	Nematostella|LOC5512027, Nematostella|LOC5499668, Nematostella|LOC5498142, Nematostella|LOC5512040, Nematostella|LOC5512039, Nematostella|LOC5501014	Hydractinia|LOC130625798, Hydractinia|LOC130648404, Hydractinia|LOC130648405, Hydractinia|LOC130614482
OG0000257	Nematostella|LOC5514597, Nematostella|LOC116611354	Hydractinia|LOC130640971, Hydractinia|LOC130641072
OG0000258	Nematostella|LOC125568304	Hydractinia|LOC130612902, Hydractinia|LOC130655702
OG0000261	Nematostella|LOC5513714	Hydractinia|LOC130612514, Hydractinia|LOC130622988
OG0000261	Nematostella|LOC5513715	Hydractinia|LOC130624060
OG0000262	Nematostella|LOC116620164	Hydractinia|LOC130648141
OG0000262	Nematostella|LOC116601955	Hydractinia|LOC130645006
OG0000265	Nematostella|LOC116614110	Hydractinia|LOC130621272, Hydractinia|LOC130625174
OG0000267	Nematostella|LOC116612509, Nematostella|LOC116608633, Nematostella|LOC5501502, Nematostella|LOC116607829, Nematostella|LOC116613948, Nematostella|LOC125571976, Nematostella|LOC116603121, Nematostella|LOC116603128, Nematostella|LOC125563083, Nematostella|LOC125563088, Nematostella|LOC125560738, Nematostella|LOC116609826, Nematostella|LOC116616700, Nematostella|LOC116602090, Nematostella|LOC125557471, Nematostella|LOC125568433, Nematostella|LOC125570197, Nematostella|LOC116614895	Hydractinia|LOC130648433, Hydractinia|LOC130613458, Hydractinia|LOC130621256, Hydractinia|LOC130642295, Hydractinia|LOC130636904
OG0000269	Nematostella|LOC5517997	Hydractinia|LOC130629607
OG0000277	Nematostella|LOC5508492	Hydractinia|LOC130640590, Hydractinia|LOC130643508, Hydractinia|LOC130622778
OG0000277	Nematostella|LOC5521343	Hydractinia|LOC130641505, Hydractinia|LOC130642113, Hydractinia|LOC130647139
OG0000279	Nematostella|LOC5510986	Hydractinia|LOC130654577
OG0000279	Nematostella|LOC5519311	Hydractinia|LOC130624219
OG0000279	Nematostella|LOC5516868	Hydractinia|LOC130614316
OG0000279	Nematostella|LOC5513963, Nematostella|LOC5502729	Hydractinia|LOC130629129
OG0000280	Nematostella|LOC5509846	Hydractinia|LOC130662392, Hydractinia|LOC130662740, Hydractinia|LOC130612809, Hydractinia|LOC130662845, Hydractinia|LOC130662801, Hydractinia|LOC130625695, Hydractinia|LOC130625089, Hydractinia|LOC130625088
OG0000280	Nematostella|LOC5509334, Nematostella|LOC5509313, Nematostella|LOC5517808, Nematostella|LOC125572134	Hydractinia|LOC130623559
OG0000280	Nematostella|LOC5512699, Nematostella|LOC125572133	Hydractinia|LOC130621453
OG0000281	Nematostella|LOC5518278	Hydractinia|LOC130641264
OG0000281	Nematostella|LOC5521624	Hydractinia|LOC130636970
OG0000281	Nematostella|LOC5519116, Nematostella|LOC5519208	Hydractinia|LOC130644290, Hydractinia|LOC130644762
OG0000282	Nematostella|LOC116611732, Nematostella|LOC5504151, Nematostella|LOC125559774, Nematostella|LOC5504163, Nematostella|LOC125559776, Nematostella|LOC116607161, Nematostella|LOC5499744, Nematostella|LOC116611836, Nematostella|LOC125559775, Nematostella|LOC5504149, Nematostella|LOC125559773, Nematostella|LOC5513284, Nematostella|LOC125559740, Nematostella|LOC125559741, Nematostella|LOC5501412, Nematostella|LOC116608917, Nematostella|LOC116615461, Nematostella|LOC125559778, Nematostella|LOC5501806, Nematostella|LOC116610947, Nematostella|LOC5504288, Nematostella|LOC5504291, Nematostella|LOC125556752	Hydractinia|LOC130648057
OG0000283	Nematostella|LOC5508720	Hydractinia|LOC130612738
OG0000290	Nematostella|LOC116608109	Hydractinia|LOC130623060
OG0000290	Nematostella|LOC5518650, Nematostella|LOC116606501, Nematostella|LOC5521105, Nematostella|LOC5514282, Nematostella|LOC116620186, Nematostella|LOC125561308, Nematostella|LOC125561310, Nematostella|LOC125561311, Nematostella|LOC116615728, Nematostella|LOC5519385, Nematostella|LOC5496719, Nematostella|LOC5516211, Nematostella|LOC116609577, Nematostella|LOC5505932, Nematostella|LOC116616809, Nematostella|LOC116609540	Hydractinia|LOC130654316
