Orthogroup	longest_isoform_NematostellaProteins	longest_isoform_ClytiaProteins
OG0000250	Nematostella|LOC125568046	Clytia|LOC021853, Clytia|LOC042181, Clytia|LOC041867, Clytia|LOC020770, Clytia|LOC042180, Clytia|LOC024224, Clytia|LOC024226, Clytia|LOC040797, Clytia|LOC044494, Clytia|LOC014870, Clytia|LOC024229, Clytia|LOC041868, Clytia|LOC018681, Clytia|LOC018684, Clytia|LOC040798, Clytia|LOC028986, Clytia|LOC029061, Clytia|LOC027238, Clytia|LOC027177, Clytia|LOC024228, Clytia|LOC014869, Clytia|LOC027995, Clytia|LOC027239, Clytia|LOC027905, Clytia|LOC021210, Clytia|LOC024227
OG0000257	Nematostella|LOC5511530	Clytia|LOC044269, Clytia|LOC000327
OG0000257	Nematostella|LOC5514597, Nematostella|LOC116611354	Clytia|LOC043124, Clytia|LOC001911, Clytia|LOC001919
OG0000258	Nematostella|LOC125568304	Clytia|LOC036240, Clytia|LOC025573, Clytia|LOC014601, Clytia|LOC016508, Clytia|LOC042164, Clytia|LOC000371, Clytia|LOC024452, Clytia|LOC019753, Clytia|LOC000422, Clytia|LOC036328, Clytia|LOC020973, Clytia|LOC007771, Clytia|LOC021397, Clytia|LOC031607, Clytia|LOC012738, Clytia|LOC018299, Clytia|LOC037445, Clytia|LOC042225, Clytia|LOC024303, Clytia|LOC030318
OG0000261	Nematostella|LOC5513714	Clytia|LOC012602, Clytia|LOC002012
OG0000261	Nematostella|LOC5506480, Nematostella|LOC5506481	Clytia|LOC014168
OG0000261	Nematostella|LOC5513715	Clytia|LOC016821
OG0000262	Nematostella|LOC116620164	Clytia|LOC018004, Clytia|LOC035294, Clytia|LOC010180, Clytia|LOC041344, Clytia|LOC002653, Clytia|LOC028582, Clytia|LOC023922, Clytia|LOC025253
OG0000262	Nematostella|LOC116601955	Clytia|LOC003922
OG0000265	Nematostella|LOC116614110	Clytia|LOC013471, Clytia|LOC041519, Clytia|LOC017493
OG0000266	Nematostella|LOC125561134	Clytia|LOC018914
OG0000267	Nematostella|LOC116612509, Nematostella|LOC116608633, Nematostella|LOC5501502, Nematostella|LOC116607829, Nematostella|LOC116613948, Nematostella|LOC125571976, Nematostella|LOC116603121, Nematostella|LOC116603128, Nematostella|LOC125563083, Nematostella|LOC125563088, Nematostella|LOC125560738, Nematostella|LOC116609826, Nematostella|LOC116616700, Nematostella|LOC116602090, Nematostella|LOC125557471, Nematostella|LOC125568433, Nematostella|LOC125570197, Nematostella|LOC116614895	Clytia|LOC019739, Clytia|LOC033609
OG0000269	Nematostella|LOC5517997	Clytia|LOC033264, Clytia|LOC033262, Clytia|LOC031147
OG0000277	Nematostella|LOC5508492	Clytia|LOC009456, Clytia|LOC010944, Clytia|LOC005670
OG0000277	Nematostella|LOC5521343	Clytia|LOC011667, Clytia|LOC000059, Clytia|LOC000130
OG0000278	Nematostella|LOC5499458, Nematostella|LOC125568296, Nematostella|LOC116615558	Clytia|LOC025682, Clytia|LOC011215, Clytia|LOC019613, Clytia|LOC025603, Clytia|LOC042936, Clytia|LOC017868, Clytia|LOC020821, Clytia|LOC039180, Clytia|LOC040629, Clytia|LOC017579, Clytia|LOC014306, Clytia|LOC019271, Clytia|LOC045401, Clytia|LOC000674, Clytia|LOC000395, Clytia|LOC041478, Clytia|LOC003629, Clytia|LOC026874, Clytia|LOC028312, Clytia|LOC038961, Clytia|LOC018485, Clytia|LOC038913
OG0000279	Nematostella|LOC5510986	Clytia|LOC030117
OG0000279	Nematostella|LOC5519311	Clytia|LOC000977
OG0000279	Nematostella|LOC5516868	Clytia|LOC039146
OG0000279	Nematostella|LOC5513963, Nematostella|LOC5502729	Clytia|LOC003372
OG0000280	Nematostella|LOC5509846	Clytia|LOC011505
OG0000280	Nematostella|LOC5509334, Nematostella|LOC5509313, Nematostella|LOC5517808, Nematostella|LOC125572134	Clytia|LOC001450, Clytia|LOC001418, Clytia|LOC001449
OG0000280	Nematostella|LOC5512699, Nematostella|LOC125572133	Clytia|LOC008533
OG0000281	Nematostella|LOC5518278	Clytia|LOC008322
OG0000281	Nematostella|LOC5521624	Clytia|LOC016957
OG0000281	Nematostella|LOC5519116, Nematostella|LOC5519208	Clytia|LOC025482, Clytia|LOC028489, Clytia|LOC002092, Clytia|LOC008936, Clytia|LOC036139, Clytia|LOC004844, Clytia|LOC006414, Clytia|LOC025483
OG0000282	Nematostella|LOC116611732, Nematostella|LOC5504151, Nematostella|LOC125559774, Nematostella|LOC5504163, Nematostella|LOC125559776, Nematostella|LOC116607161, Nematostella|LOC5499744, Nematostella|LOC116611836, Nematostella|LOC125559775, Nematostella|LOC5504149, Nematostella|LOC125559773, Nematostella|LOC5513284, Nematostella|LOC125559740, Nematostella|LOC125559741, Nematostella|LOC5501412, Nematostella|LOC116608917, Nematostella|LOC116615461, Nematostella|LOC125559778, Nematostella|LOC5501806, Nematostella|LOC116610947, Nematostella|LOC5504288, Nematostella|LOC5504291, Nematostella|LOC125556752	Clytia|LOC003361
OG0000283	Nematostella|LOC5508720	Clytia|LOC010937
OG0000286	Nematostella|LOC125573916	Clytia|LOC015257
OG0000287	Nematostella|LOC5504776, Nematostella|LOC5504777, Nematostella|LOC5504941, Nematostella|LOC5504926, Nematostella|LOC116610167, Nematostella|LOC5502619, Nematostella|LOC116618287, Nematostella|LOC116617321, Nematostella|LOC5520471, Nematostella|LOC116603905, Nematostella|LOC116618430, Nematostella|LOC5496659, Nematostella|LOC5520660, Nematostella|LOC5497961, Nematostella|LOC116620312, Nematostella|LOC116601367, Nematostella|LOC116601398, Nematostella|LOC5517712, Nematostella|LOC5509472, Nematostella|LOC116617164, Nematostella|LOC116617200, Nematostella|LOC116617175, Nematostella|LOC116604763, Nematostella|LOC5510501	Clytia|LOC018502
OG0000288	Nematostella|LOC5516947	Clytia|LOC020354, Clytia|LOC033711
OG0000289	Nematostella|LOC125559092, Nematostella|LOC125573783, Nematostella|LOC125561906, Nematostella|LOC116620287, Nematostella|LOC125561787, Nematostella|LOC116613488, Nematostella|LOC125561811, Nematostella|LOC125557128, Nematostella|LOC125559757, Nematostella|LOC125568051, Nematostella|LOC125561820, Nematostella|LOC125573301, Nematostella|LOC116618855, Nematostella|LOC116608949, Nematostella|LOC125562975, Nematostella|LOC125559781, Nematostella|LOC116617347, Nematostella|LOC125559164, Nematostella|LOC116614064, Nematostella|LOC116614069, Nematostella|LOC125573781, Nematostella|LOC125561169, Nematostella|LOC125560760, Nematostella|LOC125561910	Clytia|LOC025447
OG0000290	Nematostella|LOC116608109	Clytia|LOC027865, Clytia|LOC033830
OG0000290	Nematostella|LOC5518650, Nematostella|LOC116606501, Nematostella|LOC5521105, Nematostella|LOC5514282, Nematostella|LOC116620186, Nematostella|LOC125561308, Nematostella|LOC125561310, Nematostella|LOC125561311, Nematostella|LOC116615728, Nematostella|LOC5519385, Nematostella|LOC5496719, Nematostella|LOC5516211, Nematostella|LOC116609577, Nematostella|LOC5505932, Nematostella|LOC116616809, Nematostella|LOC116609540	Clytia|LOC043827
OG0000291	Nematostella|LOC5503888	Clytia|LOC038146
OG0000304	Nematostella|LOC5509496, Nematostella|LOC5519047, Nematostella|LOC5504871	Clytia|LOC034583
OG0000304	Nematostella|LOC5504878, Nematostella|LOC125568263, Nematostella|LOC5517411, Nematostella|LOC5500447, Nematostella|LOC116617856, Nematostella|LOC5504888, Nematostella|LOC5516361, Nematostella|LOC5519106, Nematostella|LOC5522318, Nematostella|LOC5517412	Clytia|LOC005719, Clytia|LOC002744
OG0000305	Nematostella|LOC5518727	Clytia|LOC014496, Clytia|LOC041012, Clytia|LOC003734
OG0000305	Nematostella|LOC116613026, Nematostella|LOC5509896, Nematostella|LOC5506544, Nematostella|LOC5510617, Nematostella|LOC5519257, Nematostella|LOC5509923, Nematostella|LOC5514842, Nematostella|LOC5521308	Clytia|LOC022216
OG0000306	Nematostella|LOC5500532, Nematostella|LOC5507013	Clytia|LOC003766, Clytia|LOC016805, Clytia|LOC004055, Clytia|LOC045762
OG0000309	Nematostella|LOC5499247, Nematostella|LOC5498035, Nematostella|LOC125570596, Nematostella|LOC116604819	Clytia|LOC007510, Clytia|LOC027869, Clytia|LOC035082, Clytia|LOC042732, Clytia|LOC040382
OG0000310	Nematostella|LOC5512892	Clytia|LOC044479
OG0000310	Nematostella|LOC5520851, Nematostella|LOC5520746	Clytia|LOC034852, Clytia|LOC042738, Clytia|LOC016635, Clytia|LOC043847, Clytia|LOC017352
OG0000311	Nematostella|LOC116609790, Nematostella|LOC116614937, Nematostella|LOC116606566, Nematostella|LOC116610238, Nematostella|LOC5504118, Nematostella|LOC116614302, Nematostella|LOC116618681, Nematostella|LOC125556734, Nematostella|LOC125567889, Nematostella|LOC125557321, Nematostella|LOC125568043, Nematostella|LOC116619725, Nematostella|LOC125557320, Nematostella|LOC116608628, Nematostella|LOC116614318	Clytia|LOC023455, Clytia|LOC017085, Clytia|LOC035106
OG0000330	Nematostella|LOC5502654	Clytia|LOC027742, Clytia|LOC039226, Clytia|LOC002488, Clytia|LOC013116, Clytia|LOC032150, Clytia|LOC011418, Clytia|LOC025928, Clytia|LOC020550, Clytia|LOC036090, Clytia|LOC023751, Clytia|LOC016447, Clytia|LOC002403, Clytia|LOC010283, Clytia|LOC027258, Clytia|LOC003554, Clytia|LOC032673, Clytia|LOC031094, Clytia|LOC003537, Clytia|LOC000396, Clytia|LOC040746, Clytia|LOC017881, Clytia|LOC025815
OG0000333	Nematostella|LOC5520811, Nematostella|LOC5514665, Nematostella|LOC125561752	Clytia|LOC004485, Clytia|LOC045505, Clytia|LOC022440, Clytia|LOC018481, Clytia|LOC015625, Clytia|LOC044014, Clytia|LOC030812, Clytia|LOC027179, Clytia|LOC018671, Clytia|LOC027015, Clytia|LOC030447, Clytia|LOC021479, Clytia|LOC016758, Clytia|LOC009518, Clytia|LOC040064
OG0000334	Nematostella|LOC5507829, Nematostella|LOC5498446	Clytia|LOC023664, Clytia|LOC043801, Clytia|LOC005481, Clytia|LOC044564, Clytia|LOC024843, Clytia|LOC016741, Clytia|LOC029664
OG0000335	Nematostella|LOC5517780, Nematostella|LOC125572356, Nematostella|LOC5515407	Clytia|LOC005781
OG0000336	Nematostella|LOC5514073, Nematostella|LOC116601594, Nematostella|LOC125558981, Nematostella|LOC5508185, Nematostella|LOC5508184	Clytia|LOC010556, Clytia|LOC019217, Clytia|LOC029184, Clytia|LOC006014, Clytia|LOC006013, Clytia|LOC045249, Clytia|LOC045232
OG0000337	Nematostella|LOC116619080, Nematostella|LOC5508734, Nematostella|LOC5519266, Nematostella|LOC5512129, Nematostella|LOC5505539, Nematostella|LOC5513568	Clytia|LOC008668, Clytia|LOC008658, Clytia|LOC021492, Clytia|LOC006163, Clytia|LOC043457
OG0000338	Nematostella|LOC116619868	Clytia|LOC006386
OG0000338	Nematostella|LOC116608505	Clytia|LOC034521, Clytia|LOC034522, Clytia|LOC040056
OG0000339	Nematostella|LOC116601446, Nematostella|LOC5520445, Nematostella|LOC116618902, Nematostella|LOC5513544	Clytia|LOC007143, Clytia|LOC007144, Clytia|LOC030032, Clytia|LOC030035
OG0000341	Nematostella|LOC5509562, Nematostella|LOC5510121, Nematostella|LOC5514531, Nematostella|LOC116619369, Nematostella|LOC5517034, Nematostella|LOC5509543	Clytia|LOC011689, Clytia|LOC011684, Clytia|LOC021750, Clytia|LOC040487, Clytia|LOC033009
OG0000341	Nematostella|LOC5507558	Clytia|LOC009088
OG0000342	Nematostella|LOC125559097, Nematostella|LOC116614060	Clytia|LOC037955, Clytia|LOC023140, Clytia|LOC023139, Clytia|LOC025686
OG0000343	Nematostella|LOC125568422	Clytia|LOC020025, Clytia|LOC022135
OG0000343	Nematostella|LOC125570293	Clytia|LOC035136, Clytia|LOC031411, Clytia|LOC035403, Clytia|LOC011057
OG0000344	Nematostella|LOC5515100, Nematostella|LOC5515109	Clytia|LOC038326, Clytia|LOC014578
OG0000344	Nematostella|LOC116619736	Clytia|LOC026046
OG0000346	Nematostella|LOC116604102	Clytia|LOC016877
OG0000347	Nematostella|LOC116616787, Nematostella|LOC116614096, Nematostella|LOC116607290, Nematostella|LOC116601557, Nematostella|LOC116617073, Nematostella|LOC125560731, Nematostella|LOC116618013, Nematostella|LOC125568400, Nematostella|LOC125560732, Nematostella|LOC116603135, Nematostella|LOC125561785	Clytia|LOC016387, Clytia|LOC017615
OG0000348	Nematostella|LOC5514719, Nematostella|LOC5514586	Clytia|LOC038570, Clytia|LOC032982, Clytia|LOC019175, Clytia|LOC031691
OG0000361	Nematostella|LOC5506379, Nematostella|LOC116619740, Nematostella|LOC5506973, Nematostella|LOC5522331, Nematostella|LOC5510809, Nematostella|LOC5516473, Nematostella|LOC5521850, Nematostella|LOC5522365, Nematostella|LOC5522364, Nematostella|LOC5513460, Nematostella|LOC5506361	Clytia|LOC000177
OG0000361	Nematostella|LOC5522222, Nematostella|LOC5500417, Nematostella|LOC5501338, Nematostella|LOC5511596	Clytia|LOC009620
OG0000362	Nematostella|LOC5507776	Clytia|LOC009454, Clytia|LOC001196, Clytia|LOC042468, Clytia|LOC009453, Clytia|LOC009452, Clytia|LOC004151, Clytia|LOC043975, Clytia|LOC036879, Clytia|LOC036527, Clytia|LOC042467, Clytia|LOC010260, Clytia|LOC018391, Clytia|LOC002683, Clytia|LOC002682, Clytia|LOC014687, Clytia|LOC002977, Clytia|LOC018634, Clytia|LOC018638, Clytia|LOC043144, Clytia|LOC001859, Clytia|LOC014141
OG0000363	Nematostella|LOC116618128, Nematostella|LOC116618403, Nematostella|LOC5500959	Clytia|LOC005127
OG0000363	Nematostella|LOC5514182, Nematostella|LOC5514181	Clytia|LOC040444, Clytia|LOC001573
OG0000363	Nematostella|LOC5520899	Clytia|LOC039495, Clytia|LOC044987
OG0000365	Nematostella|LOC5510331	Clytia|LOC004359, Clytia|LOC039074, Clytia|LOC030309, Clytia|LOC033663, Clytia|LOC033648, Clytia|LOC036468, Clytia|LOC002942, Clytia|LOC039941, Clytia|LOC029427, Clytia|LOC040770, Clytia|LOC033536, Clytia|LOC036467
OG0000366	Nematostella|LOC125561738, Nematostella|LOC5516533	Clytia|LOC003650
OG0000367	Nematostella|LOC5501743, Nematostella|LOC5513629, Nematostella|LOC5512616	Clytia|LOC009362, Clytia|LOC004104, Clytia|LOC004103
OG0000369	Nematostella|LOC5502520, Nematostella|LOC5520219, Nematostella|LOC5501184	Clytia|LOC021508, Clytia|LOC021511, Clytia|LOC042288, Clytia|LOC042287, Clytia|LOC005348, Clytia|LOC042520
OG0000370	Nematostella|LOC5519577, Nematostella|LOC5519570, Nematostella|LOC5510691, Nematostella|LOC5515300, Nematostella|LOC5518168, Nematostella|LOC5519860, Nematostella|LOC116618825, Nematostella|LOC125560665, Nematostella|LOC5515687, Nematostella|LOC5515688, Nematostella|LOC5506078, Nematostella|LOC116619950, Nematostella|LOC5512454, Nematostella|LOC5503201, Nematostella|LOC5502362	Clytia|LOC034930, Clytia|LOC006383
OG0000373	Nematostella|LOC5521975, Nematostella|LOC5516446, Nematostella|LOC5508151, Nematostella|LOC5513824	Clytia|LOC018133
OG0000374	Nematostella|LOC5506873, Nematostella|LOC5506872, Nematostella|LOC125558968	Clytia|LOC020004, Clytia|LOC020006
OG0000375	Nematostella|LOC5509035	Clytia|LOC035038, Clytia|LOC035041, Clytia|LOC029160, Clytia|LOC035040
OG0000377	Nematostella|LOC5508718, Nematostella|LOC116619128, Nematostella|LOC5502071, Nematostella|LOC116609536	Clytia|LOC042390, Clytia|LOC042391, Clytia|LOC036220, Clytia|LOC040126, Clytia|LOC042389, Clytia|LOC034475
OG0000378	Nematostella|LOC125572428, Nematostella|LOC125568256, Nematostella|LOC125568416, Nematostella|LOC125573226, Nematostella|LOC116618865, Nematostella|LOC125563116, Nematostella|LOC125573230, Nematostella|LOC125572152, Nematostella|LOC125563042, Nematostella|LOC116613966, Nematostella|LOC125573696	Clytia|LOC039339
OG0000394	Nematostella|LOC5503220, Nematostella|LOC5500400, Nematostella|LOC5500839	Clytia|LOC017206, Clytia|LOC030298, Clytia|LOC000299, Clytia|LOC039358, Clytia|LOC033452, Clytia|LOC030916
OG0000400	Nematostella|LOC5514130	Clytia|LOC044823, Clytia|LOC003579
OG0000400	Nematostella|LOC5521252, Nematostella|LOC5521788	Clytia|LOC030379, Clytia|LOC038671, Clytia|LOC001844
OG0000401	Nematostella|LOC5520274, Nematostella|LOC5520273, Nematostella|LOC5520189, Nematostella|LOC5520547	Clytia|LOC041327, Clytia|LOC002110, Clytia|LOC002084
OG0000403	Nematostella|LOC116612986	Clytia|LOC003334
OG0000404	Nematostella|LOC5507501, Nematostella|LOC116604250	Clytia|LOC020083
OG0000404	Nematostella|LOC5506412	Clytia|LOC003678
OG0000405	Nematostella|LOC5501788, Nematostella|LOC116608997, Nematostella|LOC5517745	Clytia|LOC035853, Clytia|LOC035854, Clytia|LOC035825, Clytia|LOC023186, Clytia|LOC004674, Clytia|LOC036665, Clytia|LOC018105, Clytia|LOC006797
OG0000406	Nematostella|LOC5513620, Nematostella|LOC5519045	Clytia|LOC004928
OG0000407	Nematostella|LOC5510143	Clytia|LOC023126, Clytia|LOC036055, Clytia|LOC014637, Clytia|LOC014638, Clytia|LOC026728, Clytia|LOC005619, Clytia|LOC035843, Clytia|LOC035841, Clytia|LOC035842, Clytia|LOC035840, Clytia|LOC035844, Clytia|LOC035845, Clytia|LOC014648, Clytia|LOC023127
OG0000408	Nematostella|LOC116619398	Clytia|LOC038781, Clytia|LOC017079, Clytia|LOC005696, Clytia|LOC011638, Clytia|LOC041260, Clytia|LOC030968, Clytia|LOC016567, Clytia|LOC045654, Clytia|LOC017465, Clytia|LOC008144, Clytia|LOC041263, Clytia|LOC025787, Clytia|LOC023155, Clytia|LOC010665, Clytia|LOC022380, Clytia|LOC033785, Clytia|LOC035803, Clytia|LOC017971, Clytia|LOC019251
OG0000409	Nematostella|LOC5518841, Nematostella|LOC5501465	Clytia|LOC031873, Clytia|LOC031871, Clytia|LOC031872, Clytia|LOC006993, Clytia|LOC038472, Clytia|LOC037277, Clytia|LOC039646, Clytia|LOC008003
OG0000410	Nematostella|LOC5516216, Nematostella|LOC5512770	Clytia|LOC007034
OG0000410	Nematostella|LOC5510464	Clytia|LOC025121, Clytia|LOC022550, Clytia|LOC021886, Clytia|LOC019690, Clytia|LOC025123, Clytia|LOC024972, Clytia|LOC031641, Clytia|LOC021881, Clytia|LOC021884, Clytia|LOC018468
OG0000411	Nematostella|LOC5512053	Clytia|LOC009058
OG0000411	Nematostella|LOC116601508, Nematostella|LOC116613033, Nematostella|LOC5505204, Nematostella|LOC5505201, Nematostella|LOC5505207	Clytia|LOC043051, Clytia|LOC043740
OG0000411	Nematostella|LOC116613161	Clytia|LOC007385
OG0000412	Nematostella|LOC125568407, Nematostella|LOC125563007, Nematostella|LOC125572228, Nematostella|LOC125568305, Nematostella|LOC125570174, Nematostella|LOC125573887, Nematostella|LOC125560710, Nematostella|LOC125570095, Nematostella|LOC125570104, Nematostella|LOC125562973, Nematostella|LOC116604220, Nematostella|LOC116610285	Clytia|LOC042317, Clytia|LOC007461, Clytia|LOC032672
OG0000414	Nematostella|LOC5513398	Clytia|LOC009053, Clytia|LOC009060, Clytia|LOC009059
OG0000416	Nematostella|LOC5514646	Clytia|LOC028653
OG0000416	Nematostella|LOC5504947	Clytia|LOC024024, Clytia|LOC020329
OG0000429	Nematostella|LOC5516570, Nematostella|LOC5512364, Nematostella|LOC116604693, Nematostella|LOC5514707, Nematostella|LOC5500193, Nematostella|LOC5499018, Nematostella|LOC5521641	Clytia|LOC023980, Clytia|LOC021157, Clytia|LOC041806, Clytia|LOC000125, Clytia|LOC000016, Clytia|LOC024160, Clytia|LOC000485, Clytia|LOC024523, Clytia|LOC015527, Clytia|LOC000124, Clytia|LOC013340, Clytia|LOC022607, Clytia|LOC017725
OG0000430	Nematostella|LOC5498205	Clytia|LOC034461, Clytia|LOC001058, Clytia|LOC001057, Clytia|LOC006932, Clytia|LOC037221, Clytia|LOC000975, Clytia|LOC001009, Clytia|LOC006933, Clytia|LOC001010, Clytia|LOC036380, Clytia|LOC012242
OG0000431	Nematostella|LOC116607885, Nematostella|LOC5500940, Nematostella|LOC5500939, Nematostella|LOC5497604, Nematostella|LOC116618244, Nematostella|LOC116618238, Nematostella|LOC116611659, Nematostella|LOC5512336, Nematostella|LOC116601186, Nematostella|LOC116617535, Nematostella|LOC5508158, Nematostella|LOC116601179, Nematostella|LOC116620385, Nematostella|LOC5507219, Nematostella|LOC5519073	Clytia|LOC045237, Clytia|LOC001761, Clytia|LOC022950, Clytia|LOC040691
OG0000433	Nematostella|LOC5517438, Nematostella|LOC5520145, Nematostella|LOC5511858, Nematostella|LOC5517437, Nematostella|LOC5517470, Nematostella|LOC5506453, Nematostella|LOC5514851, Nematostella|LOC5517082, Nematostella|LOC5506329, Nematostella|LOC5506322	Clytia|LOC010330, Clytia|LOC042933, Clytia|LOC042907, Clytia|LOC002837, Clytia|LOC002858
OG0000435	Nematostella|LOC5517307	Clytia|LOC024631, Clytia|LOC003914, Clytia|LOC021399, Clytia|LOC023078, Clytia|LOC025117, Clytia|LOC026997, Clytia|LOC025875, Clytia|LOC023925, Clytia|LOC032740, Clytia|LOC019651, Clytia|LOC014237, Clytia|LOC040939, Clytia|LOC032741, Clytia|LOC016256, Clytia|LOC018198
OG0000436	Nematostella|LOC5521686, Nematostella|LOC5506648	Clytia|LOC003958
OG0000436	Nematostella|LOC5517967, Nematostella|LOC5500362	Clytia|LOC008532, Clytia|LOC029916, Clytia|LOC027959, Clytia|LOC029143, Clytia|LOC029918
OG0000437	Nematostella|LOC5520388, Nematostella|LOC5517727, Nematostella|LOC5519567, Nematostella|LOC5498266, Nematostella|LOC5506515, Nematostella|LOC125561276, Nematostella|LOC5506520	Clytia|LOC031807, Clytia|LOC029284, Clytia|LOC004118
OG0000438	Nematostella|LOC125573819, Nematostella|LOC125560711	Clytia|LOC036779, Clytia|LOC008148, Clytia|LOC020214, Clytia|LOC027918, Clytia|LOC007003, Clytia|LOC006575, Clytia|LOC021861, Clytia|LOC011238, Clytia|LOC010540, Clytia|LOC012032, Clytia|LOC024710, Clytia|LOC027916, Clytia|LOC021785, Clytia|LOC040593, Clytia|LOC005130, Clytia|LOC043806, Clytia|LOC026446, Clytia|LOC021463
OG0000440	Nematostella|LOC5514735, Nematostella|LOC116619500, Nematostella|LOC5514757, Nematostella|LOC116619501, Nematostella|LOC116609408, Nematostella|LOC5514755	Clytia|LOC040609, Clytia|LOC040607, Clytia|LOC006482
